Topic Number,제목
1,정부 매달 50만원씩 청년구직활동지원금 지원 예산 낭비 vs 청년층 기 살려야 일상톡톡 플러스
1,민관합동 규제혁신 tf 가동 기업 손톱 밑 가시 다 뽑는다 민생 물가 올인하는 기재부
1,월요인터뷰 취업 안돼 학점 펑크 내고 졸업 미뤄 꿈 가지라고요 학비 벌기도 힘들어
1,정치에 발목잡힌 조선업 실업대책희망센터는 열었는데 추경 발목 잡혀 일자리 지원 기약 없다
1,최재형 문재인 정부는 일자리 파괴 정부 청년 일자리 줄고 노인 일자리 늘어
1,문재인 정부 3년 재정 만능주의 줄곧 고수 나라 빚 820조 사상 최고
1,2019 예산안일자리 창출에 슈퍼 예산급 23조5000억 편성민간 일자리 유도 공무원 3만6000명 증원
1,코로나 시대에도 최고 복지 일자리노현송 서울 강서구청장 일자리 창출 매달린 이유
1,2030 일자리 줄어 불안 4050 청년 받쳐줄 사회 못 만들어 미안
1,취업 차별에 두번 우는 이방인들 온 철수도 온 영희도 취업문턱에 절망
2,이민주 ihs 버핏연구소장  지금까지 없던 세상 정진기 언론문화상 수상 ceo는 최고의 유망 직업입니다
2,임태순 선임기자의 5060 리포트 컴맹 소심한 성격 귀차니즘 재취업 전선 100전 100패
2,5g가 화해시킨 애플퀄컴 모뎀칩 받고 그간 특허료 주기로 30 특허전쟁 마침표
2,여의도 주식왕 2부 아이큐어 vs 시디즈 vs 이건산업 여의도를 달굴 종목은
2,culture essence디지털 커뮤니티 ict가 준 선물 vs ict가 유도한 판도라 상자
2,은퇴 후 2의 인생을 꿈꾼다 중 장년 창업 아이템으로 pc방 각광받아
2,서울시내 면세점 출사표hdc 신라 면세점 한류 광광 문화와 쇼핑이 한곳에 복합적으로
2,세상 속으로 치매 막는 앱 로봇 목소리 sns  청년 창업가들 실버에 꽂히다
2,나라곳간 좀먹는 예산적폐 없애라 5개년 재정계획 구속력 없어 유명무실목표 세워도 추가지출 일쑤
2,도톰하고 매력적인 립을 연출하는 dpc 립 시즌3 루즈 퓨르 슈에뜨 출시
3,캘리포니아 아몬드 협회 aoa 멤버 찬미와 아몬드 아워 뷰티 시크릿almonds beauty secret 캠페인 전개
3,대한상의 인력개발원 이색 취업스토리 정원영 전상진 수료생 법대생 알바생이 금형 기계설계 기술자로
3,유통 앙숙 신세계도 오고 갈등 빚던 넷째 막내도 찾았는데 농심 신춘호는 왔을까
3,ceo  story조성우 의식주컴퍼니 대표 세탁기 사넬 숄더백 여성에 자유줬지만 세탁기 없애면 남녀 자유
3,탈출 저성장3만달러 넘어 4만달러로 수출 끌고 내수가 밀어야 소득 3만 찍고 5년내 4만 점프
3,정완진의 ceo 부동산 시설관리시장에서 일인자로 거듭나다 세안텍스 염규연 대표의 시장 창조 경영
3,정양범 센터장의 은퇴 통감 매를 먼저 맞고 싶은 2차 베이비붐 세대
3,공공기관 기능조정 공공기관 통폐합에 기능 축소되면 인력감축 우려 정부 고용 축소없다
3,창간 32주년 특집3새로운 도전 변화실패를 창조의 디딤돌로벤처1세대 실패기업인 재도전 환경조성에 앞장
3,한국원자력산업협회 smr 기반 원전생태계 조성 박차 고숙련 퇴직자 인턴십 채용 지원
4,창간70년박승 전 한국은행 총재 저성장 위기 아닌 민생 위기 분배개혁으로 가계 빈혈 극복을
4,전광우의 세계 경제 읽기 보이는 주먹 말고 보이지 않는 손에 경제 맡기자
4,글로벌 금융위기 5년 고용 늘릴 창조경제 모델 만들고 성장 이끌 정부주도 정책 긴요
4,한국 최근 4년 합계출산율 평균 111명 2045년에는 노인비중 세계 최고 가장 빠른 고령화
4,topic부동산 바닥에도 끊이지 않는 권리금 분쟁 창업 수요 느는데 입지는 없어 권리금 폭발
4,민방위 45년만에 읍 면 동 단위 개편 진영 장관 고령화로 대원 부족 심각
4,루비니 교수 현오석 부총리 면담 양적완화 축소 한국에 긍정적 효과 줄
4,전문 대통령 한국판 뉴딜 20 추진 휴먼뉴딜 추가하고 220조 규모로 확대
4,kai 고문으로 간 공군소장 lig넥스원으로 간 육군준장 편법에 찌든 공무원 고용
4,금융 이슈피플 김근수 여신금융협회장 보다 창조적 먹거리 위해 카드사 부수업무 확대해야
