Topic Number,제목
1,이르면 2주 뒤 실내 마스크 외 모든 방역 해제 모임 행사 의료 전 분야 일상회복 추진
1,국민생명 지키기 프로젝트 자살 전수조사 생명지킴이 100만명 우울증 검진 40 50 60 70세 의무화
1,생명을 존중하자 생명을 살리자 자살 예방하면 막을 사회적 문제  고위험군 50만명 집중관리 필요
1,2018 서울신문 신춘문예 희곡심사평 21세기판 죄와 벌 제목에 담긴 콘셉트 집중해 긴장감 유지
1,서울경찰 1년 빛과 그림자 시민 곁에 다가온 경찰 우리동네 밤길은 반려견 순찰대가 지켜요
1,단독두 달마다 위기 의심가구 30씩 새롭게 나와 위기가구 발굴 동행 취재비수급 빈곤리포트5회
1,103세 치매 노모 돌본 60대 장녀 뇌사 후 4명에 새 삶 선물
1,군민 안전 총력 함평군 9개 분야 대책반 구성 설 연휴 종합대책 수립
1,희곡 심사평 신춘의 희곡 쓰기 지향점 보여 주는 나침반 같은 작품
1,장애 고난 극복하면 약자 위해 살겠다고 하나님께 드린 서약 지키느라 행복해요
2,사건 x파일  독거노인 덮친 보이스피싱범 겁 없이 경찰관 아내에게 속는 척 지하철역 유인 검거 피해자 고통 실감하는 계기
2,이익 집중 기존 질서 탈피 사회적 가치 창출 객관화 선도 창의 혁신 현장을 가다
2,세이프 코리아 리포트재난안전 더이상의 땜질은 없다 최악의 인재 세월호 참사가 국민 재난인식 바꿨다
2,과하다 vs 환영한다 독일 모든 개 하루에 두번 산책 새법안 갑론을박 김수완의 동물리포트
2,코로나19 정세균 총리 29번 확진자 발생 엄중하게 인식 추가 감염 차단에 역량 집중
2,47년만에 법인 전환 전문직 여성 봉사단체 한국존타 사회로부터 받은 혜택 다시 돌려주고파
2,et 국민 5명중 1명 코로나19 확진 많이 아프지 않고 후유증 없이 나으려면
2,연말에 바라본 한국인의 삶 빈곤 불평등 질병 미세먼지 부정적 지표 죄다 늘었다
2,기도해 주세요 지영공동체 23년 섬기던 목사님 유방암 딸 회복 치료비 없어 곤란
2,성동구 led 횡단보도로 차량 정지선위반 70 양천구 장애인 주차구역 음성 알리미 효과만점
3,인천시 성매매 여성에게 1인당 최대 2260만원 지원경제적 자립 도와야 vs 불법행위 정당화 찬반논란 격화
3,위기가구 닫힌 문 여는 통반장들 세 모녀 비극 막을 희망 보인다 서울신문 보도 후
3,다시 희망의 교회로 주변 도움으로 일손 식재료 부족함 없어 무료 밥집 매일이 기적
3,29번 5일부터 증상 발현종로 병원 2곳 약국 2곳 총 12번 방문 114명 접촉
3,아무것도 아닌 얘기 들어줄 사람 있을까요숨어버린 사람들 3 은둔형 외톨이 우리도 말하고 싶어요
3,2017 대한민국 고객만족 브랜드 경영대상 세계로tv 전국순회 무료 주식강연회 가치투자의 중요성 설파
3,면사무소 앞마당 진료 기다리는 노인들로 북적 굿피플 충남 서산서 2013 사랑의 의료봉사
3,로펌 대해부 성공적 조직 개편 세대교체 형사 분야 드림팀 사사건건 맹활약
3,무브 투 헤븐 이제훈 작품 메시지가 최우선 좋은 작품으로 기억되고파 인터뷰
3,80대 옛 연인 살해 뒤 숨긴 60대 집안 움직임 센서에 걸렸다
4,팍팍해진 삶의 질 gdp 반도 되는 삶의 질 증가율 주거 고용 임금 실제 삶 개선 미미
4,아침 신문 보기 탑골공원 문 닫고 무료급식소 열어 갈 곳 먹을 곳 다 앗아간 신종 코로나
4,희망 나눔 행복 배 롯데 슈퍼블루 장애인 자립 위해 파란 운동화 끈 묶고 희망을 달린다
4,폭염주의보 발령 폭염에 의한 첫 사망자 발생 실외 활동 많은 사람 더욱 주의 요망
4,삶의 질 종합지수 첫 공개경제 성장률 반도 못 따라간 삶의 질 반쪽 과실
4,4년 만의 장편 김주영 밑바닥 목소리 듣기 위해 난 오늘도 걷는다 김용출의 문학삼매경
4,빅데이터로 복지 사각지대 찾는 방법은 공간분석 활용해 한눈에 확인 생필품 지원 상담 적용
4,굶어 죽고 병들어 죽고 얼어 죽고 맞아 죽은 모든 불쌍한 영혼을 구원하여 주옵소서
4,아내의 맛 측 함소원 신종 코로나 확산 방지 위해 마스크 1만 개 기부
4,13평 평균 6천만원의 매출 신화 요즘 뜨는 소자본 창업 아이템 대세 아빠곰탕
