Topic Number,제목
1,실직 후 4년 지나도 원래 임금수준 회복 못한다 연구 결과 재취업 빠를수록 임금 회복속도 높아
1,취업 성공수기100일 정성 다해 인생의 드라마를 다시쓰고 받은 눈물나는 첫 월급 대상 받은 이이슬씨
1,반박 나선 고민정 여자는 20대에 계속 애만 낳으라고 군 면제면 남편처럼 전담육아 가능한가
1,모발이식 차세대 핵심기술 국내 최초 도입  삭발 없는 비절개 모발이식으로 탈모 고민 해결한다
1,서울 여성 중 취업 생각 없는 니트족 23만명 평균 임금은 남성의 63 그쳐
1,더오래 이정택의 당신도 ceo1 여름에만 반짝 호프집 치맥 펍으로 바꾸니 가족 손님 몰려와
1,여학생 성추행 강석진 서울대 교수 파면 가슴 엉덩이 만지고 성경험 있냐 막말
1,강원랜드 경력요건 된 권성동 의원실 비서관 채용 석유공사부산항만공사석탄공사 현직 사장 채용비위 적발
1,대한상의 인력개발원 이색 취업스토리 정원영 전상진 수료생 법대생 알바생이 금형 기계설계 기술자로
1,중년 남성 탈모 고민  생착률 뛰어난 삭발 없는 비절개 모발이식으로 젊음 되찾아
2,수저와 사다리 ceo와 알바 임금 차이의 불편한 진실 닭 닶과 달 값
2,계약직원 머슴처럼 부린 정규직원 직장갑질119 갑질 방치 기업 위법 책임 판결 늘어
2,장욱희의 취업 에세이 고민해서 작성한 자기소개서에 면접관이 매력 느끼고 호기심 가져
2,2015 국감 자영업자 고용보험 가입률 04 불과 폐업 체납으로 가입자의 57 소멸
2,효성그룹 쌀 김치 취약계층 정기 후원 경력단절 여성 재취업 지원 기금
2,삼성 노조와해 의혹 최고 윗선 겨눈  이상훈 삼성전자 이사회 의장 조사
2,대한상의 인력개발사업단 산업구조 변화와 첨단산업분야 인력양성 방향 주제로 정기 포럼 개최
2,정부 간호사 근무환경과 처우 개선 대책 발표 만성적 간호인력 부족 해소될까
2,5060 신중년에 재취업 기회 제공 5060 그린체인지메이커 사업 참여 인원 모집
2,정부 lh 퇴직자 취업 제한 강화 직원 10명 중 7명 사정권
3,부패 면직 공직자 29명 재취업 적발 권익위 규정 어긴 22명 고발 요구
3,1000원만 받아도 해임 파면 박원순법 시행 6개월  공무원 비위 적발 85 줄어
3,북한 철갑탄에 무방비인 방탄복 돈 받고 계약해준  장성들은 전용차 타고 휴가 골프
3,원주 c형 간염 집단 발병 병원 주사기 이어 일회용 키트 재사용 의혹
3,빅데이터 기반의 자동 자산관리 가능해지고 o2o 연계한 공인중개사 실시간 확인 가능해진다
3,이한주 베스핀글로벌 대표 정부는 아냐 완벽한 규제 환상 버려야 혁신기업 성장
3,파우치 델타 변이 확산에도  경제 재봉쇄는 없을 백신 접종률 상승 희망
3,2019오피니언 리더 100인 신년 경제설문 새해 경제 나빠질 79 좋아질 10
3,취업과 창업 틈틈이 자격증 따고 옛 동료와 네트워크  2배의 노력 필수
3,성공다큐 최고다 퇴직 후 프랜차이즈 창업 성공신화를 쓰다 그집쭈꾸미  박호승 대표
4,구조조정 실업대란 긴급인터뷰조선업 민관합동 공동단장 류장수 부경대 교수김경선 고용부 국장 일문일답 실업 조선업 업종에서 단기간 내 사상 최대 규모될 듯
4,미리 보는 국정   일자리 민간 주도 좋은 일자리 공언 mb 정부 효과 부진 답습 우려
4,유통업계 핫이슈 핫현장 신세계 스타필드 하남 채용 박람회 좋은 일자리 얻고 지역경제 도움도 되고
4,박 대통령 대국민담화 박 대통령 노동개혁 없이는 청년의 절망과 비정규직 고통 해결할 없다
4,식구 생계 짊어진 인터넷 수리기사 가장의 참변 고객이 인터넷 느리다고 홧김에 칼 휘둘러
4,3조6000억 투입 공공 청년 일자리 55만개 창출 비대면 디지털에 방점 5차 비상경제회의
4,기획재정부 정부 6개 부처 수요자 관점의 청년 여성 일자리 창출을 위한 대책 발표
4,박사의 경단녀 탈출기 무보수 강의 이웃 보고 결심 참고 견디니 장벽 사라져
4,900만원 내고 3000만원 받는다 노 정 타협 모델 강원일자리 안심공제 청약 열기
4,김양규 기자의 보험x파일 메리츠화재 희망퇴직 410여명 신청 영업단 폐쇄 영업조직도 재정비
