Topic Number,제목
1,문명 길을 묻다  세계 지성과의 대화11 스리랑카 공동체 운동 이끄는 아리야라트네 박사
1,중외학술복지재단 성천상 수상자 여의사 한원주씨 여생도 노인 환자들의 희망 되도록 노력할
1,김동연 장애인을 위해 경제적 자유 사회 참여 돌봄 기회의 경기가 함께하겠다
1,인권위 편의점 장애인 접근성 높이라 cu gs25 세븐일레븐 시설 보완 약속
1,건축아카데미 통해 노숙인 쪽방 거주민 취업 도와 창업 성공 사례도 나와
1,소외계층 주거안정 돕는 sh공사 주거복지상담사 독거노인 장애인과 말벗하며 정 나누죠
1,단독 확진자 중 장애인은 4인데 사망자 5명 중 1명이 장애인
1,먹거리 통해 행복 나눔 고령친화 식품 개발에 저개발국 돕는 공정무역까지
1,서정진 존 리 윌리엄 김의 성공 비법노트 세지포서 공개
1,중외학술복지재단 성천상 수상자에 한원주 매그너스 재활요양병원 내과 과장 선정
2,나눔과 기부 생애주기별 장애인 복지서비스 제공  29년간 소외된 약자들에게 도움 손길
2,국민의 기업 청년 시니어 배려계층 맞춤 일자리 창출로 지역경제 활성화 기여
2,시사이슈 찬반토론 산더미 부채에 심각한 적자 지하철 노인 무임승차 지속해야하나
2,lh 무지개 돌봄사원 1600명 신규 채용 노인 일자리 사업 확대
2,어르신 청년 경단녀에 맞춤 일자리 최고의 복지 실천 앞서가는 강서
2,박마루 서울시의원 대표발의 장애인 위한 보조기기 지원 조례안 공포시행
2,효성 저소득층에 쌀 김치 전달 장애인 지원도 앞장
2,동작구 2022년 상반기 공공일자리 참여자 다음달 7일까지 모집
2,사회적경제의 공동체 정신이 코로나 위기 이겨내는 열쇠 될
2,서울시 독거 어르신 위해 도배 전등 리모콘까지 지원
3,일자리 양적 확대보다 안정된 취업 기회 늘려야 세대 간 자원 배분 통해 청년 자립 여건 만들어야
3,흑인 총격사망 소요 확산 미 퍼거슨시를 가다흑과 백 그들이 보는 세상은 너무도 달랐다
3,집과 삶 주거권 쥐 없고 따뜻한 물 나오는 살고 싶어요 소박한 소망
3,나눔과 기부 일자리 만들기부터 직업예술인 양성까지 장애인 위한 큰 사랑 실천
3,집에만 있던 발달장애인에 일자리 첫 월급 받아 옷 사고 눈물
3,32회 아산상 대상 아프리카 우간다에서 27년간 봉사 여혜화 베네딕다 수녀
3,국민연금 사회적 가치 실현 성과 속속 사회기여형 일자리 창출 앞장
3,나눔 실천하는 사회 공헌 가장 잘하는 전공 살려 봉사하는 기업들
3,30돌 맞은 장애 복지 전문 npo 일자리 만들고 자아실현 도와
3,아산상 대상에 아프리카 우간다서 27년간 봉사한 여혜화 베네딕다 수녀
4,치매 80대 노모 연금 맘대로 쓴 딸 징역형 집유 손녀 2명은 벌금형
4,미리 보는 인재포럼 소외계층 고용하는 포스코 cj 기업들 통합과 성장 달성
4,여성운동 20년 유경희 대표 경력단절 여성들 새로운 시작 돕는 기반 될
4,장애인 직무 실습처로 활용 편의점 업계 연말 esg 경영 박차
4,장애인 근로사업장 굿윌스토어 운영 청년 재활 경제적 자립 이끌어
4,장하준 밖에선 멋진 한국 국민들은 불행하다고 하는지 풀어야
4,싱크탱크 광장 사람도 즐겁고 자연도 즐거운 유쾌한 도전
4,남편한테 맞다가 아들에게도 재산 뺏는 경제적 학대도 늘어
4,구로여성인력개발센터 미취업 여성경단녀 구직 걷었다 취업교실 수강생 모집
4,오늘부터 노인 틀니 본인 부담률 5030로 대폭 인하
