Topic Number,제목
1,이것이 대못 규제 태국 외국인 환자 연 156만명 유치 국부 창출 미국 대형병원  농촌 연계 원격진료 서비스
1,이상문학상 대상 홈 스위트 홈 최진영 한때 살기 위해 썼지만 나아지기 위해 쓴다 김용출의 문학삼매경
1,노령화시대 거꾸로 가는 노인요양 요양기관 통합관리 필요 돈 있으면 요양병원 없으면 시설 재가
1,엄지 척 오늘의 정보 노인 독감 무료 접종 75세 새달 4일 6574세 10일부터
1,제로 코로나 지속 불가능 중국 전략 바꿀때 중 연구진 통제 없애면 150만명 사망
1,메르스 환자 12명 늘어 138명 4차 감염자 첫 발생 확진자 운송한 구급차 운전자
1,인플루엔자 백신 곳곳서 품귀 무료 접종 의료기관 확대로 접종 속도 빨라 공급 못따라
1,people병원 교육 전도사 지현민 mk메디컬 아카데미 소장 맞춤식 병원 경영 교육 해드릴게요
1,황출새질병청코로나 백신 접종 후 혈전 발생 비율 통상 발생 비율보다 높지 않아
1,자면서 소리 지르거나 과격한 행동 렘수면 장애 환자 파킨슨 치매 위험 높아
2,102년 전 스페인 독감의 악몽 중국발 코로나 스페인서 하루새 확진 5000명 절규하는 마드리드
2,추운날 집단감염 무서워 현관문 열어놓은 쪽방촌 재택치료 전환에 주거취약층 발만 동동 밀착취재
2,프로보노 ict 멘토링 최종 결과 평가회 개최 사회 약자 위한 시스템 개발
2,희망없는 치료 대신 자살 선택  허울뿐인 무상 의료 속 노인 자살 속출
2,미 재무장관 인플레 받아들일 없는 수준 주거 교육비 경감 대책 필요성 강조
2,금융위기 아르헨티나를 가다15분 공들인 무상 진료 한국과 딴판 내 외국인 빈부차별 없었다
2,2020 추석 기차표 예매 진행 명절 이동 제한 안하면 우한 꼴 난다
2,암 5년 생존율 707까지 높아져 죽을 때까지 3명 중 1명 암에 노출
2,병원서 10명 볼 시간에 왕진 1명 수가 어떻길래 선뜻 못 가나
2,소주병 폭행 만취 조현병 주장에 네티즌 약한 사람 앞에서만 증상이  분노
3,원격의료 한겨레 사설 2013년 10월31일치 35면 원격의료 제대로 된 시범사업부터 먼저 해야 중앙일보 사설 2013년 10월31일치 30면 원격의료 안전 효율 높여 환자 접근성 개선하길
3,디지털 헬스케어 솔루션 기업 솔닥 시니어 라이프 토털 솔루션 업체 대교뉴이프와 전략적 업무협약 체결
3,110조 공공 민간투자 프로젝트 추진 일자리 104만개 창출 회복 포용 도약 문대통령 신년사
3,똑똑 관 속 노크 눈 번쩍 산 채로 묻을 뻔 에콰도르 할머니의 부활
3,예방범위 넓은 4가 독감 백신 출하량 3가 넘어섰다 내년 국가필수예방접종 도입 검토
3,사상 첫 일자리 추경 공공 일자리 71만개 청년고용 21 지원 민간 일자리창출
3,1일 신규 확진 9만명대 정부 예측치 번번이 뛰어넘어 위중증 사망 폭증 우려
3,health 가을에 맞아야 효과 독감 예방접종 4가 백신 맞으면 독감 와도 끄떡없죠
3,김 총리 초기에는 접종 완료자 중심 방역 완화 일상회복은 가보지 않은 길
3,변화의 물결 쿠바를 가다경제의 미국화 강한 경계심 맥도날드 스타벅스 상륙 더딜 듯
4,걸어서 도서관 갈 있는 곳 서울 밖에 없다  서울 14분 부산 32분 인천 50분 강원은 2시간 걸려
4,김현아 간호사의 병원 제대로 알기무작정 응급실 통해 딴 병원 옮기기 환자 위험에 빠트리는 잘못된 행위
4,정부 원격진료 처방 허용 의료법 개정안 입법예고 대형병원 쏠림 심화 우려 국민 의료비 부담 커질
4,진주의료원 정상화 방안 논란 경남도 500억 받으면 직원절반 감축 노조쪽 정부지원 전반적으로 늘려야
4,2015년 시행땐 2대 시장 3만명 고용창출 오진 위험 환자 쏠림 문제 의료계선 반발
4,신성식의 레츠 고 9988 건보 적용 확 늘리는 문재인 케어  한방은 찬밥
4,미국 중산층 46년간 53에서 43로 줄어 2000년대 들어 중산층의 하위계층 전락 영향
4,원격진료 실험 5년 영양군 오지 의료 개벽 산골마다 큰 병원 있는 셈이죠
4,이슈 리포트시진핑 호위하던 홍위병의 봉기 고압 통치땐 저항의 불씨 될 수도
4,사망자 많았나  밀양 화재 직후 응급실 영상에 순식간에 연기 의료진 긴박
