,제목
290000,2
290001,1
290002,2
290003,1
290004,1
290005,1
290006,1
290007,1
290008,1
290009,1
290010,1
290011,1
290012,1
290013,1
290014,2
290015,2
290016,1
290017,1
290018,2
290019,1
290020,1
290021,1
290022,1
290023,1
290024,1
290025,1
290026,1
290027,2
290028,1
290029,2
290030,2
290031,1
290032,1
290033,2
290034,1
290035,2
290036,1
290037,1
290038,2
290039,1
290040,1
290041,1
290042,2
290043,1
290044,1
290045,1
290046,1
290047,1
290048,1
290049,2
290050,2
290051,1
290052,2
290053,1
290054,1
290055,1
290056,1
290057,1
290058,1
290059,2
290060,2
290061,2
290062,2
290063,2
290064,1
290065,1
290066,1
290067,1
290068,2
290069,2
290070,1
290071,1
290072,1
290073,1
290074,1
290075,2
290076,1
290077,2
290078,1
290079,2
290080,1
290081,2
290082,1
290083,2
290084,2
290085,2
290086,1
290087,2
290088,2
290089,1
290090,2
290091,2
290092,2
290093,2
290094,1
290095,1
290096,1
290097,1
290098,1
290099,1
290100,2
290101,2
290102,1
290103,2
290104,1
290105,1
290106,1
290107,1
290108,2
290109,1
290110,1
290111,1
290112,1
290113,1
290114,2
290115,1
290116,2
290117,1
290118,1
290119,2
290120,1
290121,1
290122,1
290123,1
290124,2
290125,1
290126,1
290127,1
290128,1
290129,2
290130,1
290131,1
290132,1
290133,1
290134,2
290135,1
290136,2
290137,2
290138,1
290139,2
290140,1
290141,2
290142,2
290143,1
290144,2
290145,1
290146,2
290147,1
290148,2
290149,2
290150,1
290151,1
290152,2
290153,1
290154,2
290155,2
290156,1
290157,2
290158,2
290159,2
290160,1
290161,1
290162,2
290163,2
290164,1
290165,1
290166,1
290167,2
290168,2
290169,2
290170,2
290171,1
290172,1
290173,2
290174,1
290175,2
290176,1
290177,2
290178,2
290179,1
290180,2
290181,2
290182,1
290183,1
290184,1
290185,2
290186,1
290187,1
290188,1
290189,2
290190,1
290191,2
290192,1
290193,1
290194,2
290195,1
290196,1
290197,1
290198,1
290199,1
290200,1
290201,1
290202,1
290203,1
290204,1
290205,1
290206,1
290207,1
290208,1
290209,1
290210,1
290211,2
290212,1
290213,1
290214,1
290215,1
290216,1
290217,1
290218,1
290219,1
290220,1
290221,1
290222,1
290223,1
290224,2
290225,1
290226,1
290227,1
290228,2
290229,1
290230,2
290231,1
290232,1
290233,1
290234,1
290235,2
290236,2
290237,1
290238,2
290239,1
290240,1
290241,1
290242,2
290243,1
290244,1
290245,1
290246,1
290247,1
290248,1
290249,2
290250,1
290251,1
290252,1
290253,2
290254,1
290255,1
290256,1
290257,2
290258,2
290259,2
290260,2
290261,2
290262,2
290263,1
290264,1
290265,1
290266,2
290267,1
290268,1
290269,1
290270,1
290271,2
290272,2
290273,1
290274,1
290275,1
290276,2
290277,1
290278,1
290279,2
290280,2
290281,1
290282,1
290283,1
290284,2
290285,1
290286,1
290287,1
290288,1
290289,1
290290,1
290291,1
290292,1
290293,1
290294,1
290295,1
290296,1
290297,1
290298,1
290299,1
290300,1
290301,1
290302,1
290303,1
290304,2
290305,1
290306,1
290307,1
290308,2
290309,1
290310,1
290311,1
290312,1
290313,1
290314,1
290315,1
290316,1
290317,1
290318,1
290319,1
290320,1
290321,1
290322,1
290323,1
290324,2
290325,1
290326,2
290327,1
290328,1
290329,1
290330,1
290331,2
290332,1
290333,1
290334,1
290335,1
290336,2
290337,2
290338,1
290339,1
290340,2
290341,1
290342,1
290343,2
290344,2
290345,1
290346,1
290347,1
290348,1
290349,1
290350,1
290351,1
290352,2
290353,2
290354,1
290355,1
