,제목
20000,1
20001,1
20002,2
20003,2
20004,2
20005,2
20006,2
20007,1
20008,1
20009,2
20010,2
20011,2
20012,2
20013,2
20014,2
20015,1
20016,2
20017,1
20018,2
20019,1
20020,1
20021,2
20022,1
20023,2
20024,1
20025,1
20026,2
20027,1
20028,1
20029,2
20030,2
20031,1
20032,2
20033,2
20034,2
20035,2
20036,1
20037,1
20038,2
20039,2
20040,1
20041,2
20042,2
20043,1
20044,2
20045,1
20046,2
20047,2
20048,1
20049,2
20050,2
20051,1
20052,1
20053,2
20054,2
20055,2
20056,2
20057,1
20058,1
20059,2
20060,1
20061,2
20062,1
20063,2
20064,2
20065,2
20066,2
20067,2
20068,2
20069,2
20070,2
20071,2
20072,2
20073,1
20074,1
20075,1
20076,2
20077,1
20078,1
20079,1
20080,1
20081,2
20082,2
20083,2
20084,2
20085,2
20086,2
20087,2
20088,2
20089,1
20090,2
20091,2
20092,2
20093,1
20094,1
20095,1
20096,1
20097,2
20098,2
20099,2
20100,2
20101,1
20102,2
20103,1
20104,1
20105,1
20106,1
20107,2
20108,2
20109,1
20110,2
20111,1
20112,2
20113,1
20114,2
20115,2
20116,2
20117,2
20118,1
20119,1
20120,2
20121,2
20122,2
20123,2
20124,1
20125,2
20126,2
20127,2
20128,2
20129,2
20130,1
20131,2
20132,1
20133,2
20134,2
20135,1
20136,2
20137,2
20138,2
20139,1
20140,1
20141,2
20142,1
20143,2
20144,1
20145,2
20146,2
20147,2
20148,1
20149,2
20150,2
20151,2
20152,2
20153,1
20154,2
20155,2
20156,1
20157,2
20158,1
20159,2
20160,2
20161,2
20162,2
20163,2
20164,1
20165,2
20166,2
20167,2
20168,2
20169,2
20170,1
20171,1
20172,2
20173,2
20174,2
20175,1
20176,2
20177,2
20178,1
20179,2
20180,1
20181,1
20182,1
20183,2
20184,2
20185,1
20186,1
20187,2
20188,1
20189,2
20190,1
20191,1
20192,1
20193,2
20194,1
20195,2
20196,2
20197,1
20198,1
20199,2
20200,2
20201,2
20202,1
20203,1
20204,1
20205,1
20206,1
20207,2
20208,2
20209,2
20210,2
20211,2
20212,1
20213,1
20214,2
20215,2
20216,1
20217,1
20218,1
20219,2
20220,2
20221,2
20222,2
20223,1
20224,2
20225,2
20226,2
20227,2
20228,2
20229,2
20230,1
20231,2
20232,2
20233,2
20234,2
20235,2
20236,1
20237,2
20238,2
20239,2
20240,2
20241,2
20242,2
20243,2
20244,2
20245,1
20246,2
20247,2
20248,2
20249,2
20250,1
20251,2
20252,2
20253,2
20254,2
20255,2
20256,2
20257,2
20258,1
20259,1
20260,1
20261,1
20262,1
20263,2
20264,1
20265,2
20266,2
20267,2
20268,2
20269,1
20270,2
20271,2
20272,1
20273,1
20274,2
20275,1
20276,2
20277,1
20278,2
20279,1
20280,1
20281,1
20282,1
20283,1
20284,1
20285,2
20286,2
20287,2
20288,1
20289,1
20290,2
20291,1
20292,1
20293,1
20294,1
20295,1
20296,1
20297,1
20298,2
20299,2
20300,1
20301,2
20302,1
20303,2
20304,2
20305,2
20306,2
20307,1
20308,1
20309,1
20310,2
20311,2
20312,2
20313,1
20314,2
20315,1
20316,1
20317,1
20318,1
20319,1
20320,2
20321,1
20322,2
20323,2
20324,1
20325,2
20326,1
20327,1
20328,2
20329,2
20330,1
20331,2
20332,2
20333,2
20334,1
20335,2
20336,2
20337,1
20338,2
20339,1
20340,1
20341,1
20342,1
20343,1
20344,2
20345,1
20346,2
20347,2
20348,1
20349,1
20350,2
20351,2
20352,1
20353,1
20354,2
20355,1
20356,1
20357,2
20358,2
20359,1
20360,1
20361,2
20362,2
20363,1
20364,2
20365,2
20366,2
20367,1
20368,2
20369,1
20370,2
20371,2
20372,2
20373,1
20374,2
20375,2
20376,1
20377,2
20378,2
20379,1
20380,2
20381,2
20382,1
20383,2
20384,2
20385,1
20386,2
20387,2
20388,1
20389,1
20390,2
20391,2
20392,2
20393,2
20394,1
20395,1
20396,1
20397,1
20398,2
20399,2
20400,2
20401,2
20402,1
20403,1
20404,2
20405,2
20406,2
20407,1
20408,2
20409,1
20410,2
20411,1
20412,2
20413,1
20414,2
20415,2
20416,1
20417,2
20418,1
20419,2
20420,1
20421,1
20422,2
20423,1
20424,2
20425,1
20426,1
20427,1
20428,2
20429,2
20430,1
20431,2
20432,1
20433,1
20434,2
20435,1
20436,1
20437,1
20438,1
20439,1
20440,1
20441,1
20442,2
20443,1
20444,1
20445,2
20446,1
20447,2
20448,1
20449,1
20450,2
20451,2
20452,1
20453,1
20454,1
20455,1
20456,2
20457,1
20458,1
20459,1
20460,2
20461,1
20462,1
20463,2
20464,2
20465,2
20466,1
20467,1
20468,2
20469,2
20470,2
20471,2
20472,2
20473,2
20474,2
20475,2
20476,2
20477,2
20478,2
20479,2
20480,2
20481,2
20482,2
20483,2
20484,1
20485,2
20486,2
20487,2
20488,2
20489,1
20490,2
20491,2
20492,1
20493,2
20494,2
20495,2
20496,2
20497,1
20498,2
20499,2
20500,2
20501,2
20502,2
20503,2
20504,1
20505,2
20506,2
20507,2
20508,2
20509,2
20510,1
20511,2
20512,2
20513,2
20514,1
20515,1
20516,2
20517,2
20518,1
20519,1
20520,2
20521,1
20522,1
20523,1
20524,2
20525,2
20526,2
20527,1
20528,2
20529,2
20530,2
20531,1
20532,1
20533,2
20534,1
20535,1
20536,1
20537,1
20538,1
20539,1
20540,1
20541,1
20542,2
20543,1
20544,2
20545,1
20546,2
20547,1
20548,2
20549,2
20550,2
20551,1
20552,1
20553,2
20554,2
20555,1
20556,2
20557,1
20558,2
20559,1
20560,2
20561,2
20562,2
20563,1
20564,1
20565,1
20566,1
20567,1
20568,1
20569,1
20570,1
20571,1
20572,1
20573,1
20574,1
20575,1
20576,2
20577,1
20578,1
20579,2
20580,2
20581,1
20582,2
20583,1
20584,2
20585,2
20586,1
20587,2
20588,2
20589,2
20590,2
20591,2
20592,2
20593,2
20594,2
20595,2
20596,2
20597,2
20598,2
20599,1
20600,2
20601,1
20602,1
20603,2
20604,2
20605,2
20606,2
20607,2
20608,2
20609,2
20610,1
20611,2
20612,1
20613,2
20614,2
20615,1
20616,1
20617,2
20618,2
20619,1
20620,1
20621,2
20622,2
20623,1
20624,1
20625,2
20626,2
20627,1
20628,1
20629,2
20630,1
20631,2
20632,2
20633,1
20634,2
20635,1
20636,2
20637,2
20638,2
20639,2
20640,1
20641,2
20642,2
20643,2
20644,2
20645,2
20646,2
20647,1
20648,2
20649,2
20650,1
20651,1
20652,2
20653,2
20654,1
20655,1
20656,1
20657,2
20658,2
20659,2
20660,1
20661,2
20662,2
20663,2
20664,2
20665,2
20666,1
20667,1
20668,2
20669,1
20670,1
20671,2
20672,2
20673,1
20674,2
20675,1
20676,1
20677,1
20678,2
20679,2
20680,2
20681,2
20682,2
20683,2
20684,1
20685,2
20686,2
20687,2
20688,2
20689,1
20690,2
20691,2
20692,2
20693,1
20694,1
20695,1
20696,2
20697,2
20698,1
20699,2
20700,2
20701,1
20702,1
20703,2
20704,1
20705,1
20706,2
20707,1
20708,1
20709,2
20710,1
20711,2
20712,2
20713,1
20714,1
20715,1
20716,2
20717,2
20718,1
20719,2
20720,1
20721,1
20722,1
20723,1
20724,1
20725,1
20726,2
20727,2
20728,1
20729,1
20730,2
20731,2
20732,1
20733,2
20734,2
20735,1
20736,1
20737,2
20738,1
20739,1
20740,2
20741,2
20742,1
20743,2
20744,2
20745,1
20746,1
20747,1
20748,2
20749,1
20750,2
20751,1
20752,1
20753,1
20754,1
20755,1
20756,2
20757,1
20758,2
20759,2
20760,1
20761,2
20762,2
20763,1
20764,2
20765,1
20766,2
20767,2
20768,2
20769,2
20770,1
20771,1
20772,2
20773,2
20774,2
20775,1
20776,1
20777,2
20778,1
20779,1
20780,1
20781,2
20782,1
20783,2
20784,2
20785,1
20786,1
20787,1
20788,2
20789,2
20790,2
20791,2
20792,2
20793,2
20794,2
20795,2
20796,2
20797,2
20798,2
20799,1
20800,2
20801,2
20802,2
20803,2
20804,2
20805,1
20806,2
20807,2
20808,1
20809,2
20810,2
20811,1
20812,1
20813,2
20814,2
20815,1
20816,1
20817,1
20818,1
20819,1
20820,1
20821,2
20822,2
20823,2
20824,2
20825,1
20826,2
20827,1
20828,2
20829,2
20830,1
20831,2
20832,2
20833,1
20834,1
20835,2
20836,2
20837,2
20838,1
20839,2
20840,2
20841,2
20842,2
20843,1
20844,2
20845,2
20846,2
20847,1
20848,2
20849,1
20850,2
20851,2
20852,1
20853,2
20854,1
20855,2
20856,2
20857,2
20858,2
20859,1
20860,1
20861,2
20862,2
20863,2
20864,2
20865,1
20866,1
20867,2
20868,1
20869,1
20870,2
20871,2
20872,2
20873,2
20874,2
20875,1
20876,1
20877,2
20878,1
20879,2
20880,2
20881,2
20882,1
20883,1
20884,2
20885,1
20886,2
20887,2
20888,2
20889,2
20890,2
20891,2
20892,2
20893,2
20894,1
20895,2
20896,1
20897,1
20898,2
20899,2
20900,2
20901,2
20902,2
20903,2
20904,2
20905,1
20906,2
20907,1
20908,2
20909,2
20910,2
20911,1
20912,2
20913,1
20914,2
20915,2
20916,1
20917,2
20918,1
20919,1
20920,2
20921,1
20922,2
20923,2
20924,2
20925,2
20926,2
20927,2
20928,2
20929,1
20930,2
20931,2
20932,1
20933,1
20934,2
20935,1
20936,1
20937,2
20938,1
20939,2
20940,2
20941,2
20942,2
20943,1
20944,2
20945,2
20946,2
20947,2
20948,2
20949,2
20950,2
20951,1
20952,1
20953,1
20954,1
20955,1
20956,2
20957,2
20958,1
20959,1
20960,1
20961,1
20962,2
20963,2
20964,2
20965,2
20966,1
20967,2
20968,2
20969,2
20970,2
20971,2
20972,1
20973,2
20974,2
20975,2
20976,1
20977,2
20978,2
20979,1
20980,1
20981,1
20982,1
20983,2
20984,1
20985,2
20986,2
20987,2
20988,2
20989,2
20990,2
20991,2
20992,2
20993,2
20994,1
20995,1
20996,1
20997,1
20998,2
20999,2
21000,2
21001,2
21002,2
21003,1
21004,2
21005,2
21006,2
21007,2
21008,1
21009,2
21010,2
21011,2
21012,2
21013,2
21014,1
21015,2
21016,1
21017,1
21018,2
21019,2
21020,2
21021,2
21022,2
21023,1
21024,2
21025,2
21026,2
21027,1
21028,1
21029,2
21030,2
21031,2
21032,1
21033,2
21034,1
21035,1
21036,2
21037,2
21038,2
21039,2
21040,2
21041,2
21042,2
21043,2
21044,2
21045,1
21046,2
21047,1
21048,1
21049,1
21050,2
21051,2
21052,2
21053,1
21054,2
21055,2
21056,1
21057,2
21058,1
21059,2
21060,1
21061,2
21062,1
21063,2
21064,2
21065,2
21066,2
21067,2
21068,2
21069,1
21070,1
21071,1
21072,2
21073,2
21074,1
21075,1
21076,2
21077,2
21078,2
21079,1
21080,2
21081,2
21082,2
21083,2
21084,2
21085,2
21086,2
21087,2
21088,1
21089,2
21090,1
21091,1
21092,1
21093,1
21094,2
21095,2
21096,1
21097,1
21098,1
21099,1
21100,2
21101,2
21102,1
21103,2
21104,2
21105,2
21106,1
21107,1
21108,2
21109,2
21110,1
21111,1
21112,1
21113,1
21114,1
21115,1
21116,2
21117,2
21118,1
21119,1
21120,2
21121,1
21122,1
21123,2
21124,2
21125,2
21126,1
21127,1
21128,1
21129,1
21130,1
21131,1
21132,2
21133,1
21134,2
21135,2
21136,2
21137,2
21138,2
21139,2
21140,2
21141,1
21142,2
21143,2
21144,2
21145,1
21146,1
21147,2
21148,2
21149,1
21150,1
21151,1
21152,2
21153,1
21154,1
21155,1
21156,1
21157,1
21158,1
21159,1
21160,1
21161,2
21162,1
21163,1
21164,1
21165,1
21166,1
21167,1
21168,1
21169,1
21170,1
21171,1
21172,1
21173,1
21174,2
21175,1
21176,2
21177,1
21178,1
21179,2
21180,1
21181,2
21182,1
21183,2
21184,2
21185,1
21186,1
21187,1
21188,2
21189,1
21190,1
21191,2
21192,2
21193,2
21194,2
21195,2
21196,1
21197,2
21198,1
21199,2
21200,1
21201,2
21202,2
21203,2
21204,2
21205,2
21206,2
21207,2
21208,1
21209,2
21210,2
21211,1
21212,1
21213,1
21214,1
21215,1
21216,2
21217,2
21218,2
21219,1
21220,2
21221,1
21222,2
21223,1
21224,1
21225,2
21226,1
21227,1
21228,2
21229,2
21230,1
21231,2
21232,1
21233,1
21234,2
21235,2
21236,1
21237,2
21238,2
21239,2
21240,2
21241,1
21242,1
21243,1
21244,1
21245,1
21246,2
21247,2
21248,1
21249,2
21250,2
21251,1
21252,2
21253,1
21254,2
21255,2
21256,2
21257,2
21258,2
21259,1
21260,1
21261,2
21262,2
21263,2
21264,2
21265,2
21266,2
21267,2
21268,2
21269,2
21270,2
21271,2
21272,2
21273,2
21274,1
21275,1
21276,2
21277,2
21278,1
21279,2
21280,2
21281,2
21282,2
21283,2
21284,2
21285,2
21286,2
21287,2
21288,2
21289,2
21290,2
21291,2
21292,2
21293,2
21294,1
21295,2
21296,2
21297,2
21298,2
21299,2
21300,2
21301,1
21302,2
21303,1
21304,1
21305,1
21306,2
21307,2
21308,2
21309,1
21310,1
21311,2
21312,2
21313,1
21314,2
21315,2
21316,1
21317,1
21318,2
21319,1
21320,1
21321,1
21322,1
21323,2
21324,2
21325,2
21326,1
21327,2
21328,1
21329,2
21330,2
21331,2
21332,2
21333,1
21334,2
21335,2
21336,2
21337,1
21338,2
21339,2
21340,1
21341,2
21342,2
21343,1
21344,2
21345,1
21346,2
21347,1
21348,2
21349,2
21350,1
21351,1
21352,2
21353,2
21354,1
21355,1
21356,1
21357,2
21358,2
21359,2
21360,2
21361,2
21362,2
21363,2
21364,2
21365,2
21366,2
21367,2
21368,1
21369,1
21370,2
21371,1
21372,1
21373,1
21374,2
21375,2
21376,2
21377,1
21378,2
21379,2
21380,2
21381,1
21382,2
21383,2
21384,2
21385,1
21386,2
21387,1
21388,1
21389,2
21390,2
21391,1
21392,2
21393,2
21394,2
21395,2
21396,1
21397,2
21398,2
21399,1
21400,2
21401,1
21402,2
21403,2
21404,2
21405,2
21406,2
21407,2
21408,1
21409,2
21410,1
21411,1
21412,1
21413,1
21414,1
21415,2
21416,2
21417,2
21418,1
21419,1
21420,2
21421,2
21422,1
21423,2
21424,2
21425,1
21426,1
21427,2
21428,2
21429,2
21430,2
21431,2
21432,2
21433,2
21434,2
21435,2
21436,2
21437,2
21438,2
21439,2
21440,2
21441,2
21442,2
21443,2
21444,2
21445,2
21446,2
21447,1
21448,2
21449,2
21450,1
21451,1
21452,2
21453,2
21454,1
21455,2
21456,1
21457,1
21458,2
21459,1
21460,1
21461,1
21462,1
21463,1
21464,1
21465,2
21466,1
21467,2
21468,1
21469,2
21470,1
21471,2
21472,1
21473,2
21474,2
21475,2
21476,2
21477,2
21478,2
21479,2
21480,1
21481,1
21482,1
21483,1
21484,1
21485,1
21486,1
21487,2
21488,1
21489,1
21490,1
21491,2
21492,2
21493,2
21494,1
21495,1
21496,1
21497,2
21498,1
21499,2
21500,2
21501,1
21502,2
21503,2
21504,2
21505,2
21506,1
21507,1
21508,1
21509,1
21510,1
21511,2
21512,2
21513,1
21514,2
21515,2
21516,1
21517,1
21518,1
21519,1
21520,2
21521,2
21522,2
21523,2
21524,1
21525,2
21526,1
21527,2
21528,2
21529,2
21530,2
21531,1
21532,1
21533,2
21534,2
21535,1
21536,2
21537,2
21538,1
21539,2
21540,2
21541,1
21542,2
21543,2
21544,2
21545,2
21546,2
21547,2
21548,2
21549,2
21550,2
21551,1
21552,1
21553,2
21554,2
21555,2
21556,1
21557,1
21558,2
21559,2
21560,2
21561,1
21562,1
21563,2
21564,2
21565,1
21566,2
21567,2
21568,1
21569,2
21570,1
21571,2
21572,2
21573,2
21574,2
21575,2
21576,2
21577,1
21578,2
21579,1
21580,2
21581,1
21582,2
21583,2
21584,2
21585,2
21586,2
21587,1
21588,1
21589,2
21590,2
21591,2
21592,2
21593,2
21594,1
21595,2
21596,1
21597,2
21598,1
21599,2
21600,1
21601,2
21602,2
21603,2
21604,2
21605,2
21606,1
21607,1
