,제목
330000,1
330001,2
330002,2
330003,1
330004,2
330005,2
330006,2
330007,2
330008,2
330009,1
330010,2
330011,1
330012,1
330013,1
330014,1
330015,1
330016,1
330017,1
330018,1
330019,1
330020,2
330021,2
330022,2
330023,1
330024,1
330025,2
330026,2
330027,2
330028,2
330029,1
330030,2
330031,2
330032,2
330033,2
330034,2
330035,2
330036,1
330037,2
330038,2
330039,2
330040,2
330041,1
330042,2
330043,2
330044,2
330045,2
330046,2
330047,2
330048,2
330049,1
330050,2
330051,2
330052,2
330053,1
330054,2
330055,2
330056,2
330057,1
330058,2
330059,2
330060,2
330061,2
330062,1
330063,2
330064,2
330065,2
330066,1
330067,2
330068,2
330069,2
330070,2
330071,1
330072,2
330073,2
330074,2
330075,2
330076,2
330077,1
330078,2
330079,2
330080,2
330081,2
330082,2
330083,1
330084,1
330085,2
330086,1
330087,1
330088,2
330089,1
330090,2
330091,2
330092,2
330093,2
330094,2
330095,1
330096,2
330097,2
330098,2
330099,2
330100,2
330101,2
330102,2
330103,1
330104,2
330105,1
330106,2
330107,1
330108,1
330109,2
330110,2
330111,2
330112,2
330113,2
330114,2
330115,2
330116,2
330117,1
330118,1
330119,1
330120,1
330121,2
330122,2
330123,2
330124,2
330125,2
330126,2
330127,2
330128,2
330129,2
330130,2
330131,2
330132,1
330133,2
330134,1
330135,2
330136,2
330137,2
330138,2
330139,2
330140,2
330141,2
330142,2
330143,1
330144,2
330145,2
330146,2
330147,2
330148,1
330149,2
330150,2
330151,2
330152,2
330153,2
330154,2
330155,1
330156,1
330157,1
330158,2
330159,2
330160,2
330161,1
330162,1
330163,1
330164,1
330165,1
330166,1
330167,2
330168,1
330169,1
330170,1
330171,2
330172,2
330173,2
330174,2
330175,2
330176,2
330177,2
330178,2
330179,1
330180,1
330181,1
330182,2
330183,2
330184,2
330185,2
330186,2
330187,2
330188,2
330189,2
330190,2
330191,1
330192,2
330193,2
330194,1
330195,2
330196,2
330197,2
330198,1
330199,2
330200,2
330201,2
330202,1
330203,2
330204,2
330205,2
330206,2
330207,2
330208,2
330209,2
330210,1
330211,2
330212,2
330213,2
330214,2
330215,1
330216,1
330217,2
330218,1
330219,2
330220,2
330221,2
330222,1
330223,2
330224,2
330225,2
330226,2
330227,2
330228,1
330229,1
330230,2
330231,1
330232,1
330233,1
330234,2
330235,2
330236,2
330237,2
330238,2
330239,2
330240,2
330241,2
330242,2
330243,1
330244,2
330245,2
330246,1
330247,1
330248,2
330249,2
330250,1
330251,2
330252,2
330253,2
330254,2
330255,2
330256,2
330257,2
330258,2
330259,2
330260,2
330261,2
330262,2
330263,2
330264,2
330265,2
330266,2
330267,1
330268,2
330269,2
330270,2
330271,2
330272,1
330273,2
330274,1
330275,2
330276,1
330277,1
330278,1
330279,2
330280,1
330281,2
330282,2
330283,2
330284,2
330285,1
330286,1
330287,1
330288,2
330289,2
330290,2
330291,2
330292,2
330293,2
330294,2
330295,2
330296,2
330297,2
330298,1
330299,1
330300,1
330301,1
330302,1
330303,1
330304,1
330305,1
330306,1
330307,1
330308,1
330309,1
330310,2
330311,1
330312,2
330313,1
330314,2
330315,2
330316,2
330317,2
330318,2
330319,2
330320,2
330321,2
330322,2
330323,2
330324,1
330325,1
330326,1
330327,1
330328,1
330329,2
330330,2
330331,2
330332,1
330333,2
330334,2
330335,2
330336,1
330337,2
330338,2
330339,2
330340,2
330341,2
330342,2
330343,1
330344,1
330345,2
330346,2
330347,2
330348,2
330349,1
330350,2
330351,1
330352,1
330353,1
330354,1
330355,1
330356,2
330357,1
330358,2
330359,2
330360,1
330361,2
330362,2
330363,2
330364,1
330365,2
330366,2
330367,2
330368,2
330369,2
330370,2
330371,2
330372,2
330373,2
330374,1
330375,1
330376,2
330377,1
330378,1
330379,2
330380,2
330381,2
330382,2
330383,1
330384,2
330385,2
330386,2
330387,2
330388,2
330389,2
330390,2
330391,2
330392,2
330393,2
330394,2
330395,2
330396,2
330397,2
330398,1
330399,2
330400,2
330401,1
330402,1
330403,2
330404,1
330405,2
330406,2
330407,1
330408,2
330409,2
330410,1
330411,1
330412,1
330413,1
330414,1
330415,2
330416,1
330417,2
330418,2
330419,2
330420,2
330421,1
330422,2
330423,2
330424,2
330425,2
330426,2
330427,2
330428,2
330429,2
330430,1
330431,2
330432,2
330433,2
330434,2
330435,2
330436,2
330437,2
330438,2
330439,2
330440,2
330441,2
330442,1
330443,2
330444,2
330445,2
330446,2
