year,word_left,word_right,correlation
2013 ~ 2017,가구,가능,-0.007981328789655878
2013 ~ 2017,가구,가입,-0.008705054934985296
2013 ~ 2017,가구,가장,0.0013272668169328817
2013 ~ 2017,가구,가족,-0.009168307287991888
2013 ~ 2017,가구,강화,-0.00863165038813793
2013 ~ 2017,가구,개발,-0.007739132212519026
2013 ~ 2017,가구,개선,-0.007739132212518988
2013 ~ 2017,가구,개최,-0.014557113377765175
2013 ~ 2017,가구,걱정,-0.006963440455673957
2013 ~ 2017,가구,건강,-0.010682194753620193
2013 ~ 2017,가구,건강보험,-0.008957379518146475
2013 ~ 2017,가구,건보,-0.006590087193184959
2013 ~ 2017,가구,결혼,-0.005987373058149194
2013 ~ 2017,가구,경제,-0.01059177208624532
2013 ~ 2017,가구,고령화,-0.015410527753714853
2013 ~ 2017,가구,고용,-0.006091901068517692
2013 ~ 2017,가구,공개,-0.005772726026488683
2013 ~ 2017,가구,공공,-0.0028553324662811395
2013 ~ 2017,가구,공급,0.08086708497967338
2013 ~ 2017,가구,관리,-0.009807358795572398
2013 ~ 2017,가구,교수,-0.010222451704120169
2013 ~ 2017,가구,교육,-0.008216568645938555
2013 ~ 2017,가구,구조조정,-0.006245462501431956
2013 ~ 2017,가구,국가,-0.0059344289315070185
2013 ~ 2017,가구,국민,-0.010801634810095084
2013 ~ 2017,가구,국민연금,-0.01193352617979023
2013 ~ 2017,가구,글로벌,-0.009133479663142664
2013 ~ 2017,가구,금융,-0.006637883383164918
2013 ~ 2017,가구,급증,0.0039894091298111264
2013 ~ 2017,가구,기대,0.0038971803441386625
2013 ~ 2017,가구,기부,-0.008177819402729266
2013 ~ 2017,가구,기억,-0.005376803599145484
2013 ~ 2017,가구,기업,-0.009063436569535153
2013 ~ 2017,가구,나눔,-0.007820676901978414
2013 ~ 2017,가구,나이,-0.007531503807626832
2013 ~ 2017,가구,남성,-0.0063953949722738495
2013 ~ 2017,가구,남자,-0.004482547184030445
2013 ~ 2017,가구,내년,-0.006585430437535144
2013 ~ 2017,가구,노인들,-0.008293538849171972
2013 ~ 2017,가구,노화,-0.00531786799703145
2013 ~ 2017,가구,노후,-0.008934583831702805
2013 ~ 2017,가구,노후준비,-0.0065419480307041524
2013 ~ 2017,가구,논란,-0.008814050580973233
2013 ~ 2017,가구,대비,-0.00844543332371632
2013 ~ 2017,가구,대상,0.0017072332994629011
2013 ~ 2017,가구,대책,-0.010064744418066339
2013 ~ 2017,가구,대통령,-0.010742073041125946
2013 ~ 2017,가구,대표,-0.008407709649449376
2013 ~ 2017,가구,대한민국,-0.010919829505907174
2013 ~ 2017,가구,도입,-0.009063436569535158
2013 ~ 2017,가구,독거노인,0.009803972214703088
2013 ~ 2017,가구,롯데,-0.005435107626387688
2013 ~ 2017,가구,마련,-0.007008737509709915
2013 ~ 2017,가구,맞춤형,0.005251394772295342
2013 ~ 2017,가구,메르스,-0.005376803599145493
2013 ~ 2017,가구,모집,0.06229602834904793
2013 ~ 2017,가구,무료,-0.00744687013687335
2013 ~ 2017,가구,문재인,-0.006295830275667467
2013 ~ 2017,가구,미래,-0.007615218405754365
2013 ~ 2017,가구,미세먼지,-0.009340563911321917
2013 ~ 2017,가구,미술,-0.002855332466281133
2013 ~ 2017,가구,발표,-0.007861139859293672
2013 ~ 2017,가구,보장,-0.009774728120145024
2013 ~ 2017,가구,보험,-0.009774728120144996
2013 ~ 2017,가구,복지,-0.010128109742122011
2013 ~ 2017,가구,봉사활동,-0.0013451260006557535
2013 ~ 2017,가구,부담,-0.008850093459517556
2013 ~ 2017,가구,부동산,-0.008777864393935669
2013 ~ 2017,가구,부모,-0.00753150380762681
2013 ~ 2017,가구,부모님,-0.006637883383164902
2013 ~ 2017,가구,불안,-0.006963440455673951
2013 ~ 2017,가구,비교,-0.0038810026247009955
2013 ~ 2017,가구,빈곤,0.0025934475251501734
2013 ~ 2017,가구,사람,-0.00798132878965586
2013 ~ 2017,가구,사랑,-0.005376803599145487
2013 ~ 2017,가구,사회,-0.010919829505907162
2013 ~ 2017,가구,사회적,-0.007820676901978425
2013 ~ 2017,가구,산업,-0.004266846662600551
2013 ~ 2017,가구,삼성,-0.0074468701368733195
2013 ~ 2017,가구,상품,-0.005549900366343624
2013 ~ 2017,가구,생활,0.042923086607057
2013 ~ 2017,가구,서비스,-0.007656740488695355
2013 ~ 2017,가구,선물,-0.007318126503394191
2013 ~ 2017,가구,선정,-0.009340563911321946
2013 ~ 2017,가구,선택,-0.004755070222185534
2013 ~ 2017,가구,성공,-0.0056623950459823835
2013 ~ 2017,가구,성장,-0.009609977455836567
2013 ~ 2017,가구,세계,-0.009807358795572416
2013 ~ 2017,가구,세대,-0.010591772086245333
2013 ~ 2017,가구,수술,-0.005376803599145486
2013 ~ 2017,가구,수익,-0.006194691772877036
2013 ~ 2017,가구,시대,-0.008355677388796973
2013 ~ 2017,가구,시작,-0.006541948030704193
2013 ~ 2017,가구,시장,-0.003822290189668212
2013 ~ 2017,가구,식품,-0.0032656166671577325
2013 ~ 2017,가구,실버,-0.0035423996185686294
2013 ~ 2017,가구,실시,-0.011824958771188252
2013 ~ 2017,가구,아동,-0.005317867997031473
2013 ~ 2017,가구,아파트,0.027473283021241194
2013 ~ 2017,가구,안전,-0.0059873730581492144
2013 ~ 2017,가구,암보험,-0.005827118634325453
2013 ~ 2017,가구,어르신,-0.009741992394844192
2013 ~ 2017,가구,여성,-0.008467871299311388
2013 ~ 2017,가구,연금,-0.008957379518146511
2013 ~ 2017,가구,영화,-0.007981328789655871
2013 ~ 2017,가구,예방,-0.007142939618846599
2013 ~ 2017,가구,오늘,-0.004949711091551054
2013 ~ 2017,가구,오피스텔,-0.005317867997031468
2013 ~ 2017,가구,올해,0.005028017685067216
2013 ~ 2017,가구,위험,-0.006395394972273835
2013 ~ 2017,가구,음식,-0.003961158883100191
2013 ~ 2017,가구,의료,-0.0058810150962241145
2013 ~ 2017,가구,의료비,-0.00786113985929367
2013 ~ 2017,가구,의료실비보험,-0.0066853439579661516
2013 ~ 2017,가구,이벤트,-0.007820676901978428
2013 ~ 2017,가구,인구,-0.0011433120561120432
2013 ~ 2017,가구,인기,0.005162441394991252
2013 ~ 2017,가구,인상,-0.009203007591507911
2013 ~ 2017,가구,일본,-0.012306401421846896
2013 ~ 2017,가구,일상,-0.0032656166671577455
2013 ~ 2017,가구,일자리,-0.016243502535792226
2013 ~ 2017,가구,임대,0.026743551133223995
2013 ~ 2017,가구,자녀,-0.007098481751306544
2013 ~ 2017,가구,자산,0.052449355219658204
2013 ~ 2017,가구,장기,-0.005258279582238611
2013 ~ 2017,가구,재취업,-0.010159650321776322
2013 ~ 2017,가구,재테크,-0.006871968465682233
2013 ~ 2017,가구,저출산,0.019857362448548743
2013 ~ 2017,가구,적용,-0.006779286411871979
2013 ~ 2017,가구,전국,0.010995611418867183
2013 ~ 2017,가구,전달,-0.007981328789655885
