year,word_left,word_right,correlation
2013 ~ 2017,가구,가능,-0.006823986494975503
2013 ~ 2017,가구,가입,-0.010030577580583002
2013 ~ 2017,가구,가장,0.0016664013541333304
2013 ~ 2017,가구,가족,-0.005213679058351189
2013 ~ 2017,가구,강화,0.005745296064783231
2013 ~ 2017,가구,개발,-0.00678895287922843
2013 ~ 2017,가구,개선,-0.007434017768576267
2013 ~ 2017,가구,개최,-0.014440769072998523
2013 ~ 2017,가구,걱정,-0.008252731274887997
2013 ~ 2017,가구,건강,-0.011484938852543702
2013 ~ 2017,가구,건강보험,-0.008948447002725023
2013 ~ 2017,가구,건보,-0.007284617084466023
2013 ~ 2017,가구,결혼,-0.007005054515951239
2013 ~ 2017,가구,경제,-0.011018489128620317
2013 ~ 2017,가구,고령화,-0.008128792734752643
2013 ~ 2017,가구,고용,-0.006068718805878736
2013 ~ 2017,가구,공개,-0.007700796420502062
2013 ~ 2017,가구,공공,0.004742031522648219
2013 ~ 2017,가구,공급,0.09201480468701088
2013 ~ 2017,가구,관리,-0.008554235084154793
2013 ~ 2017,가구,교수,-0.009845269143518937
2013 ~ 2017,가구,교육,-0.006453610066266154
2013 ~ 2017,가구,구조조정,-0.005879026398299686
2013 ~ 2017,가구,국가,-0.005319187979738414
2013 ~ 2017,가구,국민,-0.006496846411019198
2013 ~ 2017,가구,국민연금,-0.01095505447006563
2013 ~ 2017,가구,글로벌,-0.009831147066860096
2013 ~ 2017,가구,금융,-0.005787841758269818
2013 ~ 2017,가구,급증,0.00925338102672861
2013 ~ 2017,가구,기대,-0.004158695918594618
2013 ~ 2017,가구,기부,-0.005727175817261375
2013 ~ 2017,가구,기억,-0.005954465489372994
2013 ~ 2017,가구,기업,-0.010481712109184149
2013 ~ 2017,가구,나눔,-0.00417784555818743
2013 ~ 2017,가구,나이,-0.007976099527998328
2013 ~ 2017,가구,남성,-0.007840815498187667
2013 ~ 2017,가구,남자,-0.004792842300885084
2013 ~ 2017,가구,내년,0.0010141542339765655
2013 ~ 2017,가구,노인들,-0.007195870076209741
2013 ~ 2017,가구,노화,-0.0077121616333761375
2013 ~ 2017,가구,노후,-0.005018978315265143
2013 ~ 2017,가구,노후준비,-0.0036937187880970073
2013 ~ 2017,가구,논란,-0.007327733384930094
2013 ~ 2017,가구,대비,-0.006857265460238132
2013 ~ 2017,가구,대상,-0.0005553420187790015
2013 ~ 2017,가구,대책,-0.0005287381929703838
2013 ~ 2017,가구,대통령,-0.008561095103071093
2013 ~ 2017,가구,대표,-0.00932761182271167
2013 ~ 2017,가구,대한민국,-0.0065405217998927585
2013 ~ 2017,가구,도입,-0.008956182707108013
2013 ~ 2017,가구,독거노인,0.006923130414997233
2013 ~ 2017,가구,롯데,-0.005360009078458438
2013 ~ 2017,가구,마련,-0.0004359510406116688
2013 ~ 2017,가구,맞춤형,0.0020425732696193544
2013 ~ 2017,가구,메르스,-0.006442246365472661
2013 ~ 2017,가구,모집,0.054411959280697156
2013 ~ 2017,가구,무료,-0.004134781841241864
2013 ~ 2017,가구,문재인,-0.005826234669796785
2013 ~ 2017,가구,미래,-0.006200169667255185
2013 ~ 2017,가구,미세먼지,-0.009335042934003179
2013 ~ 2017,가구,미술,-0.004255467460362371
2013 ~ 2017,가구,발표,-0.003917301962322704
2013 ~ 2017,가구,보장,-0.004611417665285245
2013 ~ 2017,가구,보험,-0.010378436638877072
2013 ~ 2017,가구,복지,-0.005733829836401952
2013 ~ 2017,가구,봉사활동,-0.006308025099239819
2013 ~ 2017,가구,부담,-0.009104049005316951
2013 ~ 2017,가구,부동산,-0.0033148181531227694
2013 ~ 2017,가구,부모,-0.0008687821240253455
2013 ~ 2017,가구,부모님,-0.007595006133609533
2013 ~ 2017,가구,불안,-0.0023190007436995896
2013 ~ 2017,가구,비교,-0.0034768673817689826
2013 ~ 2017,가구,빈곤,0.03422482027189354
2013 ~ 2017,가구,사람,-0.008036466573566924
2013 ~ 2017,가구,사랑,-0.005928399872622623
2013 ~ 2017,가구,사회,-0.00688408546070316
2013 ~ 2017,가구,사회적,-0.006035582673766433
2013 ~ 2017,가구,산업,-0.0046770944406076325
2013 ~ 2017,가구,삼성,-0.006553362284547155
2013 ~ 2017,가구,상품,-0.005716194719252653
2013 ~ 2017,가구,생활,0.001240654977657967
2013 ~ 2017,가구,서비스,-0.002450019505250825
2013 ~ 2017,가구,선물,-0.007558600983327624
2013 ~ 2017,가구,선정,0.0006620734397537692
2013 ~ 2017,가구,선택,-0.006394043524336194
2013 ~ 2017,가구,성공,-0.006394043524336133
2013 ~ 2017,가구,성장,-0.008839457620662064
2013 ~ 2017,가구,세계,-0.009926438260974835
2013 ~ 2017,가구,세대,-0.006024308546681706
2013 ~ 2017,가구,수술,-0.007054030340315338
2013 ~ 2017,가구,수익,0.001003940429008545
2013 ~ 2017,가구,시대,0.0014235953201485615
2013 ~ 2017,가구,시작,-0.007308226207232558
2013 ~ 2017,가구,시장,-0.005065557254464801
2013 ~ 2017,가구,식품,-0.004314320568491631
2013 ~ 2017,가구,실버,0.006857774008537862
2013 ~ 2017,가구,실시,-0.006525093725577842
2013 ~ 2017,가구,아동,-0.006527074975028215
2013 ~ 2017,가구,아파트,0.01689049606690894
2013 ~ 2017,가구,안전,-0.006197542059106298
2013 ~ 2017,가구,암보험,-0.006891113744574536
2013 ~ 2017,가구,어르신,-0.010747552717880133
2013 ~ 2017,가구,여성,-0.010785108176880949
2013 ~ 2017,가구,연금,-0.01061378870787646
2013 ~ 2017,가구,영화,-0.008870730048500596
2013 ~ 2017,가구,예방,-0.0078909398025879
2013 ~ 2017,가구,오늘,-0.0057729664030702075
2013 ~ 2017,가구,오피스텔,-0.000919518625144823
2013 ~ 2017,가구,올해,-0.0023988287868580063
2013 ~ 2017,가구,위험,-0.006165635460480041
2013 ~ 2017,가구,음식,-0.00697057048761283
2013 ~ 2017,가구,의료,-0.0058497557224612235
2013 ~ 2017,가구,의료비,-0.009940398423610382
2013 ~ 2017,가구,의료실비보험,-0.00892907929916943
2013 ~ 2017,가구,이벤트,-0.008040761579007405
2013 ~ 2017,가구,인구,-0.003545842726280049
2013 ~ 2017,가구,인기,-0.007091730423257091
2013 ~ 2017,가구,인상,-0.00813044526882266
2013 ~ 2017,가구,일본,-0.009081667118592878
2013 ~ 2017,가구,일상,-0.006945836138975339
2013 ~ 2017,가구,일자리,-0.015409003847566799
2013 ~ 2017,가구,임대,0.025501856777503266
2013 ~ 2017,가구,자녀,0.013222561777648873
2013 ~ 2017,가구,자산,0.004699053302613296
2013 ~ 2017,가구,장기,-0.004625551718918786
2013 ~ 2017,가구,재취업,-0.009020964468346026
2013 ~ 2017,가구,재테크,-0.00864625550115047
2013 ~ 2017,가구,저출산,-0.006562550159554022
2013 ~ 2017,가구,적용,-0.00719420994170714
2013 ~ 2017,가구,전국,0.00010733821198457519
2013 ~ 2017,가구,전달,-0.006277070456979983
2013 ~ 2017,가구,절반,0.0010999864425823775
2013 ~ 2017,가구,정부,-0.011432419327649443
2013 ~ 2017,가구,정책,0.0060342534654779754
2013 ~ 2017,가구,주목,-0.0017408780959886575
2013 ~ 2017,가구,주택,0.016928042241630043
2013 ~ 2017,가구,주택연금,-0.00631871591279041
2013 ~ 2017,가구,준비,0.002763570153485966
2013 ~ 2017,가구,중국,-0.007150927347587773
2013 ~ 2017,가구,중요,-0.006815796982769679
2013 ~ 2017,가구,증가,0.01530581202528721
2013 ~ 2017,가구,지급,-0.007150994411341281
2013 ~ 2017,가구,지원,-0.000266725196098373
2013 ~ 2017,가구,진료비,-0.007485270938462235
2013 ~ 2017,가구,진행,-0.008629499647613734
2013 ~ 2017,가구,창출,-0.007275152410728067
2013 ~ 2017,가구,청년,0.00989095171734746
2013 ~ 2017,가구,최고,-0.0074839284233495385
2013 ~ 2017,가구,최대,-0.0006852182714078757
2013 ~ 2017,가구,추진,-0.008088321770351459
2013 ~ 2017,가구,출시,-0.017583708486762314
2013 ~ 2017,가구,치료,-0.010209241634308452
2013 ~ 2017,가구,치매,-0.0226182480262413
2013 ~ 2017,가구,투자,-0.010929583055606882
2013 ~ 2017,가구,판매,-0.0064634406455357655
2013 ~ 2017,가구,평균,-0.004455549446653782
2013 ~ 2017,가구,폐지,-0.00624723828748666
2013 ~ 2017,가구,필요,-0.005362119505137836
2013 ~ 2017,가구,하루,-0.006229424935032963
2013 ~ 2017,가구,한국,-0.015965158508427973
2013 ~ 2017,가구,한화,-0.0034866864118563616
2013 ~ 2017,가구,할머니,-0.008164357692512583
2013 ~ 2017,가구,해결,-0.00683143249808811
2013 ~ 2017,가구,행복,-0.0069210149987295536
2013 ~ 2017,가구,현대,-0.004828449299304917
2013 ~ 2017,가구,혜택,-0.0020961874139269086
2013 ~ 2017,가구,화재,-0.005480241524106725
2013 ~ 2017,가구,확대,-0.00863673854975284
2013 ~ 2017,가구,환자,-0.013711565496672568
2013 ~ 2017,가구,활용,-0.00513124001236647
2013 ~ 2017,가구,회장,-0.009551744772859548
2013 ~ 2017,가구,희망,-0.006035582673766287
2013 ~ 2017,가능,가구,-0.006823986494975503
2013 ~ 2017,가능,가입,0.07295810365419644
2013 ~ 2017,가능,가장,-0.007324407585001987
2013 ~ 2017,가능,가족,-0.004832375612887927
2013 ~ 2017,가능,강화,-0.007690395786310907
2013 ~ 2017,가능,개발,-0.0006346453715448612
2013 ~ 2017,가능,개선,0.018247313193644105
2013 ~ 2017,가능,개최,-0.011694193216773337
2013 ~ 2017,가능,걱정,-0.00699120411977151
2013 ~ 2017,가능,건강,-0.00844847547950386
2013 ~ 2017,가능,건강보험,-0.006720845670062482
2013 ~ 2017,가능,건보,0.00014947794292276495
2013 ~ 2017,가능,결혼,-0.00374413542169396
2013 ~ 2017,가능,경제,-0.007812379405492001
2013 ~ 2017,가능,고령화,-0.012306152434906232
2013 ~ 2017,가능,고용,-0.0013533554200089223
2013 ~ 2017,가능,공개,-0.007176763891139132
2013 ~ 2017,가능,공공,0.0006601969490474287
2013 ~ 2017,가능,공급,0.004664806108013574
2013 ~ 2017,가능,관리,-0.0036889059370641157
2013 ~ 2017,가능,교수,-0.008340303822307837
2013 ~ 2017,가능,교육,-0.004724477164640712
2013 ~ 2017,가능,구조조정,-0.004980347985048765
2013 ~ 2017,가능,국가,-0.005375498813622128
2013 ~ 2017,가능,국민,-0.005973278982676546
2013 ~ 2017,가능,국민연금,0.004323759772461034
2013 ~ 2017,가능,글로벌,-0.0067608485399996135
2013 ~ 2017,가능,금융,0.004853460413147568
2013 ~ 2017,가능,급증,-0.008330858569065762
2013 ~ 2017,가능,기대,0.005111128022455621
2013 ~ 2017,가능,기부,-0.006891208420543484
2013 ~ 2017,가능,기억,-0.005044255322721124
2013 ~ 2017,가능,기업,-0.005935429640452215
2013 ~ 2017,가능,나눔,-0.007361141331178072
2013 ~ 2017,가능,나이,-0.004830757781256831
2013 ~ 2017,가능,남성,-0.0046833130785577624
2013 ~ 2017,가능,남자,-0.004060199917247064
2013 ~ 2017,가능,내년,-0.007080036159085818
2013 ~ 2017,가능,노인들,-0.006786127268535321
2013 ~ 2017,가능,노화,-0.0035463955884236734
2013 ~ 2017,가능,노후,-0.009509705841716828
2013 ~ 2017,가능,노후준비,-0.0043395429326061035
2013 ~ 2017,가능,논란,-0.0006121430804349105
2013 ~ 2017,가능,대비,-0.005092693654032736
2013 ~ 2017,가능,대상,-0.009184005193764496
2013 ~ 2017,가능,대책,-0.00598856180399061
2013 ~ 2017,가능,대통령,-0.006354375491761015
2013 ~ 2017,가능,대표,-0.007076464495528749
2013 ~ 2017,가능,대한민국,-0.008128478726211747
2013 ~ 2017,가능,도입,-0.006728130338325123
2013 ~ 2017,가능,독거노인,-0.009112901214160144
2013 ~ 2017,가능,롯데,-0.00454066857421569
2013 ~ 2017,가능,마련,0.0020873018525073158
2013 ~ 2017,가능,맞춤형,-0.0010531340426692276
2013 ~ 2017,가능,메르스,-0.0006979556308991493
2013 ~ 2017,가능,모집,-0.008292350600574034
2013 ~ 2017,가능,무료,-0.005011340649946108
2013 ~ 2017,가능,문재인,0.0016381443476396267
2013 ~ 2017,가능,미래,-0.006300403848013501
2013 ~ 2017,가능,미세먼지,-0.007083405984608965
2013 ~ 2017,가능,미술,-1.0211396600273823e-05
2013 ~ 2017,가능,발표,-0.004854207555568451
2013 ~ 2017,가능,보장,0.0071774689756815176
2013 ~ 2017,가능,보험,0.009034235192695477
2013 ~ 2017,가능,복지,-0.008303230509792646
2013 ~ 2017,가능,봉사활동,-0.007762032974297082
2013 ~ 2017,가능,부담,-0.006551572741138015
2013 ~ 2017,가능,부동산,-0.0012500687711416228
2013 ~ 2017,가능,부모,-0.005037466168843982
2013 ~ 2017,가능,부모님,-0.005423208064202909
2013 ~ 2017,가능,불안,-0.004191312365602577
2013 ~ 2017,가능,비교,-0.0029453872607347665
2013 ~ 2017,가능,빈곤,-0.005193518885123611
2013 ~ 2017,가능,사람,-0.0039402895009185085
2013 ~ 2017,가능,사랑,-0.005825020046541841
2013 ~ 2017,가능,사회,-0.006287992945051421
2013 ~ 2017,가능,사회적,-0.005905036706870872
2013 ~ 2017,가능,산업,-0.003962145480397902
2013 ~ 2017,가능,삼성,-0.003211878421484086
2013 ~ 2017,가능,상품,-0.005938535745336587
2013 ~ 2017,가능,생활,0.0019730968369890784
2013 ~ 2017,가능,서비스,-0.00714903452654449
2013 ~ 2017,가능,선물,-0.003356295915359734
2013 ~ 2017,가능,선정,-0.007225004831098021
2013 ~ 2017,가능,선택,0.014962621394878623
2013 ~ 2017,가능,성공,-0.0018202986658014645
2013 ~ 2017,가능,성장,0.002953780255803185
2013 ~ 2017,가능,세계,-0.006741129158824094
2013 ~ 2017,가능,세대,-0.008091572531105757
2013 ~ 2017,가능,수술,0.03752522986328152
2013 ~ 2017,가능,수익,0.00308355120287151
2013 ~ 2017,가능,시대,-0.011641425052342771
2013 ~ 2017,가능,시작,-0.0061910777736936635
2013 ~ 2017,가능,시장,-0.004321586310643947
2013 ~ 2017,가능,식품,-0.0041844199425379
2013 ~ 2017,가능,실버,0.0004369510645238456
2013 ~ 2017,가능,실시,-0.008508694938668737
2013 ~ 2017,가능,아동,0.00034334688028677605
2013 ~ 2017,가능,아파트,-0.0017505688934365885
2013 ~ 2017,가능,안전,-0.00525017477643098
2013 ~ 2017,가능,암보험,0.008631249240742508
2013 ~ 2017,가능,어르신,-0.004077406208761664
2013 ~ 2017,가능,여성,-0.009063466310260003
2013 ~ 2017,가능,연금,-0.0039020858857799273
2013 ~ 2017,가능,영화,-0.0049132971950362125
2013 ~ 2017,가능,예방,0.01696083435140066
2013 ~ 2017,가능,오늘,-0.003563691834974516
2013 ~ 2017,가능,오피스텔,-0.006521890736385615
2013 ~ 2017,가능,올해,-0.00422007213807722
2013 ~ 2017,가능,위험,-0.006998322647504886
2013 ~ 2017,가능,음식,-0.005905036706870996
2013 ~ 2017,가능,의료,-0.003646050298509861
2013 ~ 2017,가능,의료비,-0.004563241250571669
2013 ~ 2017,가능,의료실비보험,-0.0058410388439504145
2013 ~ 2017,가능,이벤트,-0.0049008396632790364
2013 ~ 2017,가능,인구,-0.006547478447312754
2013 ~ 2017,가능,인기,-0.004654114098067819
2013 ~ 2017,가능,인상,-0.004052647079811556
2013 ~ 2017,가능,일본,-0.01004223088596191
2013 ~ 2017,가능,일상,-0.005884083294681225
2013 ~ 2017,가능,일자리,-0.0040272897290752115
2013 ~ 2017,가능,임대,-0.0038488745700791267
2013 ~ 2017,가능,자녀,-0.0026292061644141765
2013 ~ 2017,가능,자산,-0.004436503098656166
2013 ~ 2017,가능,장기,-0.0006103146137936914
2013 ~ 2017,가능,재취업,-0.005035952170912216
2013 ~ 2017,가능,재테크,-0.0030223986661438765
2013 ~ 2017,가능,저출산,-0.007586985711550636
2013 ~ 2017,가능,적용,0.01203657457072986
2013 ~ 2017,가능,전국,-0.003567284541165429
2013 ~ 2017,가능,전달,-0.00725585207492454
2013 ~ 2017,가능,절반,-0.0033392214023938794
2013 ~ 2017,가능,정부,-0.008638699957989724
2013 ~ 2017,가능,정책,-0.007221569448014069
2013 ~ 2017,가능,주목,-0.004207749697693498
2013 ~ 2017,가능,주택,-0.0016398573561017202
2013 ~ 2017,가능,주택연금,0.02703711182561554
2013 ~ 2017,가능,준비,-0.001048083267870983
2013 ~ 2017,가능,중국,-0.007020700863211293
2013 ~ 2017,가능,중요,-0.00464873391257527
2013 ~ 2017,가능,증가,-0.007970998318044065
2013 ~ 2017,가능,지급,-0.004984964406457374
2013 ~ 2017,가능,지원,-0.012110340939496466
2013 ~ 2017,가능,진료비,-0.00531558738135824
2013 ~ 2017,가능,진행,-0.00018210224607572624
2013 ~ 2017,가능,창출,-0.004053494146879524
2013 ~ 2017,가능,청년,-0.002701251020405697
2013 ~ 2017,가능,최고,-0.007776640438152287
2013 ~ 2017,가능,최대,0.004463631670630418
2013 ~ 2017,가능,추진,-0.0031371695982188226
