Date,Press,Category,Title,Content,Comment,URL_Origin,URL_Naver
2022.07.31.,경향신문언론사 선정,,“초인종을 누르면 막 웃으면서 나와요…노인 마음은 노인이 알지요”[세상을...,,,https://www.khan.co.kr/economy/economy-general/article/202207311503001,http://www.khan.co.kr/
2022-07-31 15:04:01,파이낸셜뉴스,경제,동두천시장 부부 연일 노인-장애인 배식봉사,"[     서울 관악구 시립관악노인종합복지관에서 도시락배달 노인일자리에 참여 중인 채흥호씨(75·왼쪽)가 지난 20일 배순자씨(84)의 집을 방문해 도시락을 전달하고 있다. 이창준 기자“먹고 내놓은 도시락에 밥이 그대로 있으면 ‘우리 형, 무슨 일이 있나’ 하는 생각이 들어요. 순간 마음을 졸이고 다시 문을 두드리지요. 안에서 문을 열어주면 ‘살아있구나’ 싶어 가슴을 쓸어내립니다” 채흥호씨(75)는 2년째 서울 관악구에서 지역 취약 계층에게 도시락을 배달한다. 서울 관악노인종합복지관에서 운영하는 노인 일자리다. 은퇴하고 2년 가까이 벌이가 없었던 그는 생계를 꾸릴 요량으로 일을 구했다. 한달 15일 하루 2시간씩 일하고 27만원을 받는다. 형편이 넉넉치 않은 노인이 더 어려운 노인을 돕는 이른바 ‘노노케어’ 일자리(공공형)다.지금 채 씨에게 도시락 배달은 단순 밥벌이를 넘어선다. 동네 형, 누나들의 끼니를 챙겨주는 두 시간이 채씨 삶의 활력소다. “초인종을 누르면 노인들이 막 웃으면서 나와요. 어떤 분은 고생했다고 70살 넘은 제게 쌀 과자를 손에 쥐여줘요. 그럼 뭐랄까, 웃게 되지요”형 같아서, 누나 같아서    채흥호씨(75)가 20일 지역 취약계층에게 전달할 도시락을 이동용 장바구니에 담고 이동하고 있다. 이창준 기자7월20일 오전 9시, 채씨는 이날 복지관에서 도시락 세 통을 받아 수레에 담고 복지관을 나섰다. 첫 배달지는 혼자사는 배순자씨(84) 댁이다. 배달은 걸어서 한다. 보통 하루 두 집에서 세 집을 방문하는데, 요즘처럼 날이 더울 때는 잰걸음으로 이동한다. 행여나 도시락이 상할까 조바심이 나서다. 도시락을 건넨 뒤에는 노인들의 말벗이 된다. 아픈 곳은 없는지 안부를 묻고 농담도 나눈다. 정해진 근무 시간은 2시간이지만 ‘수다’를 떨다보면 시간이 오버된다. 채씨는 스스로를 노인의 건강과 애로 사항을 돌보는 ‘종합관리사’라고 했다. 특히 그는 도시락을 수거하면서 노인들이 밥을 얼마나 남겼는지 꼼꼼히 살핀다. 식사량으로 건강 상태를 가늠하기 위해서다. 채씨는 “다들 형제라고 생각하니까 더 정성껏 돌보게 된다”며 “동년배라 말도 잘 통하고 노인들이 겪는 고충도 공감이 된다”고 말했다.수혜자도 또래가 찾아와 주니 마음이 더 편하다. 이날 도시락을 받은 배씨는 새로 생긴 인형을 채씨에게 보여주며 한참 동안 자랑했다. 혼자 사는 노인에게는 인형 하나도 이야기 거리가 된다. 배씨는 “늙은이 끼니를 챙겨주는 것만으로도 고마운데 이렇게 말벗을 해주니 참으로 좋다”고 말했다.‘빨래’로 노인 돌보는 노인들서울 성북구 한 임대아파트 빨래방에서 일하는 김치원씨(79)는 ‘빨래’를 통해 노인들을 만난다. 김씨를 비롯한 빨래방 직원들은 아파트에 거주하는 65세 이상 노인이다. 노인 12명이 4명씩 3조로 나뉘어 일주일에 이틀 아파트 단지 250여 가구를 대상으로 무료로 이불과 커튼 등을 세탁해준다. 주민들이 빨래를 들고 빨래방으로 내려오기도 하지만 거동이 불편한 노인 집에는 직접 방문해 빨래를 받아오고 전달한다. 근무시간은 오후 1시부터 5시까지, 한달 27만원을 받는 공공형 노인일자리다.7월19일 오후 2시. 김씨가 세탁이 끝난 이불을 꺼내 건조기에 집어넣고 시간과 온도를 설정한다. 이불 크기에 따라 시간과 온도를 달리해야 해서 나름 노하우가 필요한 작업이다. 업소용 대형 건조기여서 사용법도 일반 건조기와 다르다. 30분가량 시끄럽게 돌아가던 건조기가 ‘삐’ 소리를 내며 멈추자 김씨와 팀원들이 이불을 꺼내 한 귀퉁이씩 잡고 곱게 개었다. 이 이불은 경로당에 있는 김완자씨(81)에게 갈 참이다.    서울 성북구 노인일자리 희망나눔빨래방 사업에 팀장으로 참여하고 있는 김치원씨(79·오른쪽)가 19일 지역 주민 김완자씨(81)에게 빨래를 전달하고 있다. 한수빈 기자김씨는 일을 하면서 비슷한 연배의 이웃끼리 정을 주고받는 느낌이 좋다고 했다. 이불을 들고 찾아가면 어떤 집은 김씨 손에 억지로 음료수를 쥐어주기도 한다. 김씨는 “나도 나이가 들었지만 거동이 불편한 노인들에게 봉사한다는 점이 참 보람있다”고 말했다.급여가 나오지 않을 때에도 김치원 씨와 팀원들은 빨래방을 지켰다. 해당 사업은 2020년에 연중 사업으로 전환됐는데, 그전까지는 ‘공식적’으로 3월부터 12월까지만 빨래방이 운영됐다. 김씨와 팀원들은 주민들의 겨울 빨래를 챙기러 무급으로 일했다. 김씨는 “빨래방이 문 닫으면 여기 할머니들이 난리가 날 것”이라 웃었다.“노인 마음은 노인이 안다”“티켓 구매는 홀 중앙에 있는 키오스크에서 해주시기 바랍니다” 7월 18일 오후 1시. 서울 청량리 롯데시네마에 3분 간격으로 안내 방송이 나왔다. 홀 중앙에 설치된 태블릿형 키오스크 6대에서는 영화 예매·취소·변경·할인까지 할 수 있다. 다만 모든 관람객이 키오스크의 편리함을 누리는 건 아니다. ‘키오스크 숙련도’가 낮아 영화 예매도 버거운 이들도 있다. 어려움을 겪는 이들 대부분은 노인이다. 키오스크 안내를 하는 김경순씨(73)는 그래서 노인 관람객에게서 시선을 떼지 않는다. 키오스크 앞에서 난감한 표정을 짓는 노인이 보이면 서둘러 다가가 예매를 돕는데, 과하게 안내하지 않는다. 자칫 훈수하듯 들리면 ‘이제 늙어서 영화 한편 예매도 못한다’며 자책하는 노인들에게 상처를 줄 수 있다.    지난 18일 서울 청량리 롯데시네마에서 키오스크 안내를 하는 김경순씨(73)가 관람객의 키오스크 사용을 도와주고 있다. 우철훈 선임기자키오스크 안내 도우미는 김씨가 ‘종로 시니어클럽’을 통해 얻은 노인 일자리다. 일주일에 2~3일 출근해 1시부터 4시까지 일한다. 급여는 다른 공공형 노인일자리와 마찬가지로 27만원이다. 김씨도 처음에는 키오스크 사용이 쉽지 않았다. 지난 2월부터 키오스크 교육을 받고 배워가며 일을 했다. 김씨는 “처음에 어떤 노부부가 와서 예매 좀 해달라고 부탁했어요. 저도 아직 서툴렀을 때인데. 일단 배운대로 했지요. 예매가 돼더라고요. 그때 굉장히 기뻤어요. ‘나도 할 수 있구나’ ‘나도 누군가에게 도움을 줄 수 있구나’ 저 자신이 너무 자랑스러웠습니다” 이날 영화 ‘탑건’을 보러 온 이학구(69·가명·동대문구)는 김씨의 도움을 받아 처음으로 키오스크를 이용해 할인 혜택을 받았다. 이씨는 “여기 종종 왔는데, 할인을 받을 수 있다는 건 처음 알았다”며 “우리는 이거 할 줄 모르니까. 이렇게 도와줘서 참 고맙다”고 말했다.이들 일자리는 모두 노인이 노인을 돕는 공공형 일자리로 만족도 뿐 아니라 건강 증진 효과도 높다. 2014년 한국보건의료연구원이 노노케어 사업 대상자를 분석했더니 참여 노인의 의료비 증가분이 대기(비참여)노인의 의료비 증가분보다 47만2991원 적었다. 노노케어 수혜 노인은 비수혜 노인에 비해 의료비 총액이 24만5646원 적었고 입·내원일 수도 1.96일 적었다. 앞서 윤석열 정부는 새 정부 경제정책방향에서 ‘노인일자리를 시장형(민간형) 중심으로 확대한다’는 방침을 밝혔는데, 이대로면 노노케어 사업 비중도 줄어들 수 있다. 구인회 서울대 사회복지학과 교수는 “전반적으로 공공형 일자리는 노인들의 활동 지원이라는 측면에서 긍정적인 영향이 크다”며 “특히 상대적으로 건강의 제약이 없는 노인들이 처지를 잘 이해할 수 있는 입장에서 활동을 하는 것은 노인들의 처지를 모르는 사람들이 하는 것보다는 훨씬 효과가 좋을 것”이라고 말했다.   ]","['노노케어. 좋네요. 서로 말동무도 되고^^ 노인 일자리도 많아져서 일자리가 필요하신 어르신들 일하실 수 있으면 좋겠네요.', '좋네요.\n다만 임금만 조금 더 높아지길~', '노인이 노인돌보는 개념이 좋네요~서로 의지도되고 좋을듯', '이런 일자리는 많이 늘리면 좋겠다', '']",http://www.fnnews.com/news/202207310745364493,https://n.news.naver.com/mnews/article/032/0003163499?sid=101
2022.07.31.,서울경제,,"신협, 장수군 지역민 1000명 대상 무료 한방의료봉사 펼쳐",,,https://www.sedaily.com/NewsView/268QIWLBC2,http://www.fnnews.com/
2022-07-31 07:51:01,뉴시스,사회,"신협, 장수군 지역민 1000명 위한 무료 한방의료봉사 펼쳐","[      【파이낸셜뉴스 의정부=강근주 기자】 7월28일, 박형덕 동두천시장과 배우자 하미순 여사는 전날 동두천시노인복지관 배식봉사에 이어 동두천시장애인종합복지관에서 이용자를 대상으로 점심 배식봉사에 참여했다.   이날 박형덕 시장 부부는 동두천시장애인종합복지관을 이용하는 장애인에게 반가운 인사와 함께 디저트 데이를 맞이해 준비된 시원한 수박화채와 꼬치를 배식했다.        박형덕 동두천시장 부부 28일 동두천시장애인종합복지관 점심 배식봉사 참여. 사진제공=동두천시     박형덕 동두천시장 부부 28일 동두천시장애인종합복지관 점심 배식봉사 참여. 사진제공=동두천시 이에 복지관 측은 시장 부부를 맞이해 장애인복지관 해냄직업전문교육센터 프로그램에 참여 중인 장애인들이 직접 만든 쿠키 상자를 선물하며 새로운 시장을 통해 장애인이 더욱 행복해지는 동두천이 되길 바라는 마음을 전달했다.   박형덕 시장은 이에 대해 “엄마와 아이 및 장애인을 품을 수 있는 도시설계를 통해 동두천을 새롭게 바꾸고 시민을 힘나게 하는 역동적인 행정을 구현해 행복한 장애인 삶이 이뤄지도록 노력하겠다. 더운 날씨에 건강에 유의하시기 바란다”고 화답했다.   ]",[],http://www.newsis.com/view/?id=NISX20220729_0001961190&cID=15001&pID=15000,https://n.news.naver.com/mnews/article/014/0004875514?sid=102
2022.07.30.,파이낸셜뉴스,,광명시의회 폭염 속 장애인-노인 배식봉사 전개,,,http://www.fnnews.com/news/202207301030388636,http://www.sedaily.com
2022-07-31 14:05:02,충청일보,경제,"음성로타리클럽, '내고장 음성사랑, 상상하는 봉사활동' 실천","[     송성수(앞줄 왼쪽 여섯번째부터) 무궁화신협 이사장, 박찬호 경희대 의료봉사단 피닉스 회장, 우욱현 신협사회공헌재단 상임이사, 양춘제 신협사회공헌재단 이사가 신협 2022년 하계 한방의료봉사에서 봉사자들과 함께 단체 사진을 촬영하고 있다. 사진 제공=신협사회공헌재단[서울경제] 신협사회공헌재단은 25~29일 5일간 무궁화신협, 경희대 의료봉사단 피닉스와 함께 전북 장수군 장계면 소재 장계노인복지관 대강당에서 의료봉사를 실시했다고 29일 밝혔다.이번 의료봉사는 무궁화신협이 주관하고 신협중앙회와 신협사회공헌재단이 후원, 경희대 의료봉사단 피닉스가 협력한 사업이다. 무궁화신협 임직원 및 경희대 의료봉사단원 총 70여 명이 봉사자로 참여해 장수군 지역민 약 1000명을 대상으로 무료 진료를 제공했다.의료지원은 외과, 침구과, 보안간호과, 주민과 등 총 8개 파트에서 침·부항·뜸 치료, 외용 치료, 치매 및 불면증 치료, 테이핑 요법 등 맞춤형 진료 및 처방을 내리는 식으로 진행됐다.김윤식 재단 이사장은 “농촌과 상생하는 사업의 일환으로 지역 어르신이 건강한 삶을 영위할 수 있도록 의료 서비스를 지원할 것”이라며 “의료 사각지대에 놓인 지역 내 다양한 어려움을 해소할 수 있는 사업을 지속적으로 추진하겠다”고 말했다.송성수 무궁화신협 이사장은 “무더운 날씨에도 불구하고 장수군 지역민을 위해 의료봉사활동을 진행한 경희대 학생들에게 감사드린다”며 “앞으로도 장수군 주민을 위한 지역연계사업을 활발히 진행하겠다”고 전했다.박찬호 경희대 의료봉사단 피닉스 회장은 “피닉스 회원의 헌신, 장수군과 무궁화신협의 아낌 없는 성원을 바탕으로 3년 만에 봉사활동을 재개할 수 있었다”며 “이번 의료봉사가 지역주민분들의 건강관리에 도움이 되었으면 한다”고 밝혔다.한편 재단은 2015년부터 6년간 도서·산간 등 의료 접근성이 낮은 취약 지역 주민을 대상으로 하계와 동계 연 2회 한방의료봉사 사업을 실시하고 있다. 현재까지 전국 12개 지역 내 의료 취약계층 1만 1173명에게 무료 한방진료를 제공했다. ]",[],https://www.ccdailynews.com/news/articleView.html?idxno=2145584,https://n.news.naver.com/mnews/article/011/0004082198?sid=101
2022.07.31.,브레이크뉴스,,"바르게살기운동 남양주시협의회 화도읍위원회, 독거노인 반찬 나눔 봉사 전개",,,http://www.breaknews.com/912885,http://www.newsis.com
2022-07-29 18:10:41,전남매일,경제,"롯데아울렛 남악점, 사랑의 집수리 봉사","[     신협 2022년 하계 한방의료봉사에서 송성수 무궁화신협 이사장(앞줄 왼쪽에서 여섯번째), 박찬호 경희대학교 의료봉사단 피닉스 회장(앞줄 왼쪽 일곱번째), 우욱현 신협사회공헌재단 상임이사(앞줄 왼쪽 여덟번째), 양춘제 신협사회공헌재단 이사(앞줄 왼쪽 아홉째)가 봉사자들과 기념촬영을 하고 있다.(사진=신협 제공) *재판매 및 DB 금지[서울=뉴시스]이주혜 기자 = 신협사회공헌재단이 25일부터 5일간 무궁화신협, 경희대 의료봉사단 피닉스와 함께 전북 장수군 장계면에 위치한 장계노인복지관 대강당에서 의료봉사를 실시했다고 29일 밝혔다.이번 의료봉사는 무궁화신협이 주관하고 신협중앙회와 신협사회공헌재단이 후원, 경희대 의료봉사단 피닉스가 협력하는 사업이다. 무궁화신협 임직원과 경희대 의료봉사단원 총 70여 명의 봉사자가 참여해 장수군 지역민 약 1000명을 대상으로 무료 진료를 제공했다.의료지원은 코로나19 방역 수칙을 철저히 준수한 가운데 외과, 침구과, 보안간호과, 주민과 등 총 8개 파트에서 어르신이 선호하는 침·부항·뜸 치료, 외용 치료, 치매·불면증 치료, 테이핑 요법 등 맞춤형 진료와 처방을 진행했다.김윤식 신협사회공헌재단 이사장은 ""신협은 농촌과 상생하는 사업의 일환으로 지역의 어르신이 건강한 삶을 영위할 수 있도록 의료 서비스를 지원할 것""이라며 ""의료사각지대에 놓인 지역 내 다양한 어려움을 해소할 수 있는 사업을 지속적으로 추진하겠다""라고 말했다.송성수 무궁화신협 이사장은 ""무더운 날씨임에도 불구하고 장수군 지역민을 위한 의료봉사활동을 진행해 준 경희대학교 학생들에게 감사드린다""며 ""앞으로도 장수군 주민을 위한 지역연계사업을 활발히 진행하겠다""라고 전했다.박찬호 경희대 의료봉사단 피닉스 회장은 ""피닉스 회원분들의 헌신, 장수군과 무궁화신협의 아낌없는 성원을 바탕으로 3년 만에 봉사활동을 재개할 수 있었다""며 ""이번 의료봉사가 지역주민들의 건강관리에 도움이 됐으면 한다""고 말했다.한편, 신협사회공헌재단은 2015년부터 6년간 도서·산간 등 의료 접근성이 낮은 취약지역 내 주민을 대상으로 하계와 동계 연 2회 한방의료봉사 사업을 실시하고 있다. 현재까지 전국 12개 지역 내 의료 취약계층 1만1173명에게 다양한 무료 한방진료를 제공했다. 경희대 의료봉사단과 신협 임직원으로 구성된 총 607명의 자원봉사자가 참여했다. ]",['더운날씨에 고생하셨네요 ~\n고맙습니다'],http://www.jndn.com/article.php?aid=1659262589341685011,https://n.news.naver.com/mnews/article/003/0011335490?sid=101
2022.07.31.,충청타임즈,,"당진발전본부, '솔뫼베네딕도의 집' 자원봉사",,,http://www.cctimes.kr/news/articleView.html?idxno=714438,http://www.fnnews.com/
2022-07-30 10:37:02,인천일보,사회,광명 장애인·노인복지관 사랑나눔 배식 봉사,"[      【파이낸셜뉴스 광명=강근주 기자】 광명시의회는 29일 광명장애인종합복지관-소하노인종합복지관 경로식당에서 배식 봉사활동을 전개하며 온정 나눔을 실천했다. 특히 봉사활동에 참여한 의원들은 자원봉사자에게 감사인사를 전하고 노인들에게 식사 배식을 진행하며 훈훈한 정도 함께 나눴다.        광명시의회 의원들 29일 광명장애인종합복지관에서 배식 봉사활동 전개. 사진제공=광명시의회     광명시의회 의원들 29일 소하노인종합복지관에서 배식 봉사활동 전개. 사진제공=광명시의회 광명시의회는 이날 봉사활동을 펼치기에 앞서 복지정책을 전반적으로 점검하는 한편 방문한 복지시설 운영상황과 애로사항도 꼼꼼하게 챙겼다. 안성환 광명시의장은 ""봉사문화가 지역사회 보편적 분위기로 확산되길 바란다""며 ""앞으로 노인복지와 지역사회 발전을 위해 최선을 다하겠다""고 말했다.   ]",[],http://www.incheonilbo.com/news/articleView.html?idxno=1154962,https://n.news.naver.com/mnews/article/014/0004875450?sid=102
