category,word,score
2013,노인_치매,32
2013,노인_70대,30
2013,노인_한국,16
2013,노인_80대,14
2013,노인_빈곤율,13
2013,노인_일자리,12
2013,노인_10명,10
2013,노인_상대,10
2013,노인_3명,10
2013,노인_진료비,10
2013,일자리_창출,51
2013,일자리_시간제,39
2013,일자리_시간선택제,25
2013,일자리_여성,14
2013,일자리_노인,13
2013,일자리_중장년,11
2013,일자리_5000개,9
2013,일자리_박람회,9
2013,일자리_희망센터,8
2013,일자리_올해,8
2013,치매_노인,32
2013,치매_위험,20
2013,치매_환자,17
2013,치매_아내,16
2013,치매_예방,13
2013,치매_남편,11
2013,치매_80대,8
2013,치매_암,7
2013,치매_걸린,6
2013,치매_걸릴,5
2013,한국_노인,16
2013,한국_경제,13
2013,한국_근로자,7
2013,한국_내년,7
2013,한국_oecd,6
2013,한국_고령화,6
2013,한국_노인복지,4
2013,한국_1위,4
2013,한국_늙어가는,4
2013,한국_사회를,4
2013,여성_경력단절,37
2013,여성_재취업,17
2013,여성_대통령,15
2013,여성_일자리,13
2013,여성_지금,12
2013,여성_73,7
2013,여성_20대,6
2013,여성_단절,6
2013,여성_중년,6
2013,여성_1억,5
2013,사설_속으로,8
2013,사설_2013년,6
2013,사설_원격진료,6
2013,사설_비교해보기,5
2013,사설_중앙일보,3
2013,사설_60세,3
2013,사설_원전,3
2013,사설_보는,3
2013,사설_원격의료,3
2013,사설_연명치료,3
2013,위한_노인을,7
2013,위한_조건,6
2013,위한_나라는,5
2013,위한_여성을,5
2013,위한_mou,4
2013,위한_일자리,4
2013,위한_맞춤형,3
2013,위한_서울인생이모작지원센터,3
2013,위한_시니어,3
2013,위한_주부들을,3
2013,정부_박근혜,22
2013,정부_새,9
2013,정부_원전,6
2013,정부_출범,4
2013,정부_사회도,4
2013,정부_사회,3
2013,정부_추경예산,3
2013,정부_여성,3
2013,정부_대한민국의,3
2013,정부_로드맵,3
2013,건강_우리집,10
2013,건강_주치의,9
2013,건강_칼럼,8
2013,건강_단신,8
2013,건강_눈,7
2013,건강_나침반,5
2013,건강_수술,4
2013,건강_한,4
2013,건강_1분,4
2013,건강_날씨와,3
2013,서울시_뉴스파일,8
2013,서울시_기초연금,6
2013,서울시_서울,5
2013,서울시_영구임대주택,4
2013,서울시_저소득층,4
2013,서울시_쪽방촌,3
2013,서울시_내년,3
2013,서울시_전경환,3
2013,서울시_시내버스,3
2013,서울시_치매,3
2014,노인_치매,26
2014,노인_임플란트,25
2014,노인_65세,20
2014,노인_80대,15
2014,노인_급증,14
2014,노인_70대,14
2014,노인_상대,10
2014,노인_진료비,10
2014,노인_1명,9
2014,노인_75세,8
2014,치매_엄마의,34
2014,치매_환자,31
2014,치매_위험,30
2014,치매_노인,27
2014,치매_예방,23
2014,치매_약값,10
2014,치매_80대,8
2014,치매_할머니,8
2014,치매_치료,7
2014,치매_1명꼴,7
2014,여성_경력단절,57
2014,여성_재취업,34
2014,여성_일하는,12
2014,여성_단절,11
2014,여성_청년,10
2014,여성_위한,9
2014,여성_일자리,8
2014,여성_인구,7
2014,여성_20대,7
2014,여성_경력유지,7
2014,한국_경제,24
2014,한국_인구경쟁력,10
2014,한국_oecd,8
2014,한국_고령화,7
2014,한국_금융,7
2014,한국_노인,7
2014,한국_국가경쟁력,6
2014,한국_노인복지,5
2014,한국_내년,5
2014,한국_imf,5
2014,환자_급증,54
2014,환자_폐렴,39
2014,환자_치매,36
2014,환자_증가,22
2014,환자_소화성궤양,17
2014,환자_에볼라,12
2014,환자_노인,10
2014,환자_우울증,9
2014,환자_애완견,8
2014,환자_21명,7
2014,사설_속으로,10
2014,사설_비교해보기,6
2014,사설_2014년,4
2014,사설_세월호,4
2014,사설_한국,4
2014,사설_최경환,2
2014,사설_중앙일보,2
2014,사설_청년,2
2014,사설_논란,2
2014,사설_피케티,2
2014,서울시_서울,16
2014,서울시_뉴스파일,9
2014,서울시_올해,5
2014,서울시_서남병원,5
2014,서울시_한파대책본부,5
2014,서울시_일본,5
2014,서울시_의료취약계층,4
2014,서울시_여성,4
2014,서울시_석촌지하차도,4
2014,서울시_뉴딜,4
2014,서울_시,16
2014,서울_시민,7
2014,서울_중구,5
2014,서울_길음동,5
2014,서울_주차장,5
2014,서울_지하철,5
2014,서울_노인,4
2014,서울_자치구,4
2014,서울_인구,4
2014,서울_뉴스파일,3
2014,위한_여성,9
2014,위한_독거노인,6
2014,위한_공생의,5
2014,위한_평화를,5
2014,위한_여성을,5
2014,위한_노인을,4
2014,위한_경력단절여성,4
2014,위한_육성,4
2014,위한_노인,4
2014,위한_재취업,4
2014,정부_교과서,7
2014,정부_세월호,5
2014,정부_임금체계,5
