category,word,score,sentiment
20,20대_남성,46,Negative
20,20대_징역,44,Negative
20,20대_여성,33,Negative
20,20대_폭행한,31,Negative
20,20대_아들,21,Negative
20,20대_성폭행한,20,Negative
20,20대_공무원,16,Negative
20,20대_10,16,Negative
20,20대_구속,16,Negative
20,20대_실형,15,Negative
20,징역_20대,44,Negative
20,징역_5년,17,Negative
20,징역_9년,15,Negative
20,징역_3년,11,Negative
20,징역_2년,11,Negative
20,징역_아들,9,Negative
20,징역_공무원,9,Negative
20,징역_6년,8,Negative
20,징역_12년,7,Negative
20,징역_4년,6,Negative
20,노인_70대,26,Negative
20,노인_무차별,11,Negative
20,노인_80대,9,Negative
20,노인_마구,7,Negative
20,노인_치고,5,Negative
20,노인_폭행한,5,Negative
20,노인_60대,3,Negative
20,노인_줍던,3,Negative
20,노인_덮쳐,3,Negative
20,노인_뺑소니,2,Negative
20,여성_20대,33,Negative
20,여성_성폭행한,5,Negative
20,여성_만난,5,Negative
20,여성_귀가,4,Negative
20,여성_훔쳐보며,3,Negative
20,여성_50대,3,Negative
20,여성_4명,2,Negative
20,여성_징역,2,Negative
20,여성_따라가,2,Negative
20,여성_뒤쫓아가,2,Negative
20,남성_20대,46,Negative
20,남성_구속,5,Negative
20,남성_징역,3,Negative
20,남성_취업자,3,Negative
20,남성_실형,3,Negative
20,남성_집행유예,2,Negative
20,남성_서울,2,Negative
20,남성_60대,1,Negative
20,남성_생계부양자,1,Negative
20,남성_80세,1,Negative
20,70대_노인,26,Negative
20,70대_무차별,5,Negative
20,70대_마주쳐,3,Negative
20,70대_이웃,3,Negative
20,70대_뭘,2,Negative
20,70대_마주쳤다며,2,Negative
20,70대_뺑소니,2,Negative
20,70대_줍던,2,Negative
20,70대_마주쳤다,2,Negative
20,70대_횡단보도서,2,Negative
20,취업자_20대,14,Negative
20,취업자_60세,10,Negative
20,취업자_60대,7,Negative
20,취업자_남성,3,Negative
20,취업자_20대보다,2,Negative
20,취업자_60대가,2,Negative
20,취업자_역전,1,Negative
20,취업자_실버,1,Negative
20,취업자_1월,1,Negative
20,취업자_장년층,1,Negative
20,60대_취업자,7,Negative
20,60대_20대,4,Negative
20,60대_취업,3,Negative
20,60대_일자리,3,Negative
20,60대_노인,3,Negative
20,60대_10명,2,Negative
20,60대_일하는,2,Negative
20,60대_근로자,2,Negative
20,60대_많다,2,Negative
20,60대_가,2,Negative
20,시신_냉장고에,26,Negative
20,시신_아버지,17,Negative
20,시신_유기한,6,Negative
20,시신_냉장고,6,Negative
20,시신_뒤,4,Negative
20,시신_치고,3,Negative
20,시신_유기,3,Negative
20,시신_부친,2,Negative
20,시신_방치한,2,Negative
20,시신_냉장고서,1,Negative
20,폭행한_20대,31,Negative
20,폭행한_무차별,13,Negative
20,폭행한_노인,5,Negative
20,폭행한_60대,2,Negative
20,폭행한_외조모,2,Negative
20,폭행한_택시기사,2,Negative
20,폭행한_70대,2,Negative
20,폭행한_연인,1,Negative
20,폭행한_외할머니,1,Negative
20,폭행한_20대가,1,Negative
30,30대_징역,44,Negative
30,30대_20,36,Negative
30,30대_남성,26,Negative
30,30대_여성,20,Negative
30,30대_실형,10,Negative
30,30대_구속,10,Negative
30,30대_숨지게,10,Negative
30,30대_살해한,8,Negative
30,30대_이하,8,Negative
30,30대_성폭행한,8,Negative
30,징역_30대,44,Negative
30,징역_4년,13,Negative
30,징역_7년,9,Negative
30,징역_10년,7,Negative
30,징역_남성,6,Negative
30,징역_5년,6,Negative
30,징역_1년,4,Negative
30,징역_10개월,4,Negative
30,징역_2년,4,Negative
30,징역_7년6개월,3,Negative
30,20_30대,36,Negative
30,20_30대가,2,Negative
30,20_시대,2,Negative
30,20_60대,1,Negative
30,20_확보해야,1,Negative
30,20_많던,1,Negative
30,20_역대최대,1,Negative
30,20_고달픈,1,Negative
30,20_30대들,1,Negative
30,20_취업자,1,Negative
30,여성_30대,20,Negative
30,여성_성폭행,5,Negative
30,여성_피부,2,Negative
30,여성_취업자,2,Negative
30,여성_취한,2,Negative
30,여성_경력단절,2,Negative
30,여성_항소심서,2,Negative
30,여성_50대,2,Negative
30,여성_기간,1,Negative
30,여성_만취,1,Negative
30,남성_30대,26,Negative
30,남성_징역,6,Negative
30,남성_2명,2,Negative
30,남성_하루만에,2,Negative
30,남성_초라하게,1,Negative
30,남성_2심서도,1,Negative
30,남성_지하철서,1,Negative
30,남성_묻지마,1,Negative
30,남성_양쪽,1,Negative
30,남성_갱년기,1,Negative
30,노인_70대,7,Negative
30,노인_살해하고,2,Negative
30,노인_아랫집,2,Negative
30,노인_살해한,2,Negative
30,노인_집단,1,Negative
30,노인_성폭행한,1,Negative
30,노인_행세멕시코,1,Negative
30,노인_치여,1,Negative
30,노인_타고,1,Negative
30,노인_뺑소니,1,Negative
30,성폭행_여성,5,Negative
30,성폭행_30대,4,Negative
30,성폭행_약혼녀,3,Negative
30,성폭행_살해,2,Negative
30,성폭행_살인,2,Negative
30,성폭행_시도,2,Negative
30,성폭행_승강기서,1,Negative
30,성폭행_먹이고,1,Negative
30,성폭행_시도한,1,Negative
30,성폭행_상습,1,Negative
30,일자리_60대,3,Negative
30,일자리_30대,3,Negative
30,일자리_39만개,2,Negative
