Topic Number,제목
1,내달 예산 삭감 시퀘스터 발동 땐 공무원 100만명 무급 휴가 갈 판
1,열사병 몸 뜨거워지고 구역질 시력 장애 방치땐 신체조직 파괴 사망 우려
1,인플레 완화 위해 경제 능력 키워야  연준 의존하면 악화할 수도
1,비대면 진료 5명 중 4명 재진환자 초진 범위 논란은 현재진행
1,메르스 나흘째 추가 확진자 제로 이달 중 종식 선언하나
1,동네 병원 대면진료 시작 부담 돼 초반 참여 저조
1,마켓인사이트키움투자자산운용 국내 기관 2곳과 영국 요양 주택에 520억원 투자
1,싹 재워버리고 싶다 환자 조롱한 중환자실 간호사 논란
1,기고시범사업 종료 앞둔 비대면 진료 열린 장에서 논의해야
1,일본 정부 노화 연구 본격화  내년에 추진회의 설치키로
2,원격의료 대상자 대폭 확대 방침 섬 벽지 주민 노인 장애인 포함
2,일사병의 계절 온열질환자 7월말 8월초 급증 노인 소아 특히 조심해야
2,주요 12개국 노후 생활 경쟁력 보니 일본 독일 단연 앞서가
2,고객감동 우수브랜드 대상 유아에서 노인까지 척추 관절 토털 진료
2,작년 영유아 백신 완전접종률 947 5월 영유아 a형간염 무료시행
2,경찰 무면허로 침 놓고 약 지은 80대 노인 체포
2,효도관광 핑계 노인들 쌈짓돈 턴 건강식품 떴다방 1326명 검거
2,비대면 진료 시범사업 달 의사 환자는 혼란 업계는 고사
2,소두증 유발 지카 바이러스 공포 확산 오해와 진실은
2,한국의 암신규 암환자 10만명당 289명 암발생률 3년째 하락
3,공무원 보수 인상에 윤통 연봉도 400만원 오른다 장차관 이상은 기부
3,국경 빗장 푸나 입국 전 코로나19 검사 단계적 완화 검토
3,이창용 전 금융위 부위원장 한국경제 수년 뒤 장기침체 노출 가능성
3,네팔지진지도에서 지워진 인구 30만의 산악마을 고르카 네팔군 90 구조작전에 투입
3,메르스 예방법 sns 통해 널리 퍼졌지만 내가 안썼다 누가쓴거야
3,환자 34명 있는데 당직자 달랑 1명 유독가스에 21명 질식
3,치매아버지와 정신장애 오빠 재산 노리는 여동생 막으려  성년후견심판청구
3,중국 트럼프 관세폭탄에 미국산 대두 수입 제한으로 보복
3,팬데믹은 온다 백신을 위한 10가지 교훈 big picture
3,치매환자 5년새 3배 껑충진료비도 5배 늘어 1조 육박
4,중장년층 취업 기회 열렸다 서울 강서구 지역 맞춤형 일자리 취업지원교육 개설
4,의사협회 3월 3일 총파업 결의 정부 입장 변화 시 유보
4,요양병원 검은 돈벌이 돈 되는 암 환자 유치에 온갖 탈법
4,환자가 부담해야 할 장비값만 100만원 의협도 의료접근성 높은데  냉랭
4,인터뷰 메디플렉스 세종병원 김태욱 외과센터장 수술환자 10명중 1명이 외국인
4,최원호병원 저소득층 노인 인공관절 수술 지원사업 후원병원으로 선정
4,밀양 화재 노인들 살려달라 외치며 2 3층서 뛰어내려
4,서울시 식약처 의료기기 화장품법 위반 234명 형사입건
4,강동 공원 시장 학교 심장제세동기 확대 설치
4,생후 6 12개월 영아 독감 무료 예방접종
5,걸어서 도서관 갈 있는 곳 서울 밖에 없다  서울 14분 부산 32분 인천 50분 강원은 2시간 걸려
5,인플루엔자 백신 곳곳서 품귀 무료 접종 의료기관 확대로 접종 속도 빨라 공급 못따라
5,최종일 고려대안암병원 심혈관센터 교수 증상 늦은 유전성 부정맥 발병요소 조기 파악 중요
5,미국서 가장 존경받는 정치부 기자한국과 확 세 가지 송의달 live
5,60대가 최전방 갈 상황  방위력 증강보다 시급한 자위대 인력난
5,광양 강남병원 무릎인공관절 무료수술 받으세요 저소득층 노인 후원병원 지정
5,미국서 돈 버는 직업과 못 버는 직종 톱10
5,포천병원 재활의학과 3월 치료 중단 의사 못 구해
5,경기특사경 의료기기법 위반 무료 체험방 운영자 3명 입건
5,qa비대면진료 받으려면 의료기관 요청해야 약 수령 방문이 원칙
6,oecd 38개국 중 32개국이 허용  원격의료 활용 38배 늘고 은 코로나에 초진도 가능
6,병원서 10명 볼 시간에 왕진 1명 수가 어떻길래 선뜻 못 가나
6,명의인의를 찾아서18 순천향대학교서울병원 정형외과 서유성 교수팀 고관절 골절 맞춤 치료
6,2018년 프로보노 ict멘토링 최종 결과 평가회 70여 팀 참가 성료
6,2018년 프로보노 ict멘토링 최종 결과 평가회 지난 810일 개최
6,병 고쳐준다 노인 상대 허위 과대 광고 떴다방 적발
6,금융권에 부는 왓슨 바람 한국형 ai 의사 개발도 탄력
6,서울 강서구 취약계층에 이사 비용 최대 100만원까지 지원
6,헬스뷰티나이든 수정체 대신 특수렌즈 삽입 노안 백내장 해결
6,사설 생명을 볼모 삼으면 국민 마음 못 얻는다
7,사상 첫 일자리 추경 공공 일자리 71만개 청년고용 21 지원 민간 일자리창출
7,여성청소년 자궁경부암 백신 무료 접종 첫 8500명 접종정부 안전성 문제 없다
7,탐사 핀란드 병원 학교 대체복무 다양 한국 사회적 합의 먼저
7,2018년 프로보노 ict멘토링 최종 결과 평가회 성료 덕성여대 대상 수상
7,통신관 79m 화재에 마비된 서울 도심 백업 없는 초연결사회
7,2018년 프로보노 ict멘토링 최종 결과 평가회서 덕성여대 북코자팀 대상
7,미래 의료기기 어디까지 왔나  해외선 두개골 임플란트하반신마비환자용 보행기 나왔다
7,아주 쉬운 뉴스 qa 메르스 증상은 감염 피하려면
7,시신 찾으려면 돈부터 내라 유족 두번 울린 요양병원
7,핵의학 선구자 고창순 선생 10주기 추모 화보집 출간
8,19세기에 태어난 사람 현재까지 생존한 사람 단 4명 한국 사람은
8,틀니 반 값 해줄게 치기공사가 의사 행세 불법시술 적발
8,정면승부 식당이나 카페에서 마스크 벗는데대중교통에서는 아직 써야 하는 이유
8,19세기에 태어난 사람 남은 사람은 단 4명 1899년 출생
8,대웅바이오 치매치료제 베아셉트 삼성서울병원 입성 19곳 상급종병에 공급
