Topic Number,제목
1,최근 5년 서울 교통사고 사망자 3명 중 1명은 노인 보행자
1,해안도로 승용차 추락 80대 노모 사망 경찰 아들 고의사고 수사
1,이상고온 속 난방 틀어 숨진 노인 유족에 200억 보상 판결
1,인명 주택 자동차 폭우 피해 정부 지자체 손해배상 책임은
1,약자 배려 어디에  노인 보행자 사망 oecd 1위 불명예
1,인도네시아 여객선 화재 헬기 선박 투입해 195명 전원 구조
1,한은 첫 빅스텝 부동산 급락 우크라 발발 탈세계화 시대로
1,수에즈 막힌건 파라오의 저주 미라 22구 행진이 만든 소문
1,국내 노인 보행자 사망사고 oecd 회원국 중 1위
1,도로교통공단 최근 5년 보행 교통사고 사망자 12 감소
2,맨홀 뚜껑이 버스 바닥 뚫고 태풍이 할퀴고 지나간 부울경 피해 속출
2,우리말 쉽고 바르게 통대통 테트리스 부엉이초보자는 이해 못할 야영 은어들
2,약자들이 이야기한다 아닌 죽음으로  넷플릭스 무브 투 헤븐 kbs 대박부동산
2,요양병원에 환자들 갇힌 채 죽어가 정부 조처 너무 늦었다
2,교차로 우회전 일시정지 의무화 반년 노인 덮친 참변 여전했다
2,아주 돋보기 코로나 종식 다가온다 오미크론 등장이 반가운 사람들
2,노래방 헬스장 백신패스 의무화 12월 중순부터 야외 노 마스크
2,속보 정부 입원환자 진단검사 건보 지원 5080 늘린다
2,8억 페라리 긁은 노인에 단돈 3만원 받은 청년
2,뉴스큐  애틀랜타 총기 난사성 중독 범죄인가 아시아계 혐오범죄인가
3,성묘시 벌이나 뱀 주의 긴 옷 입고 쏘이거나 물리면 빠르게 응급처치
3,예견 가능한 재난에도 사전 대비 없었다키워드로 보는 2022 사건 사고안전불감증
3,독감백신 맞고 세 번째 사망 불안해서 접종 포기 속출
3,난 업무추진비도 없는데 그렇게 빡빡 긁어 마스크 샀죠이진구 논설위원의
3,면회 때마다 울던 치매 남편 요양원서 중요부위 비닐로 묶어
3,만 12세 이하 독감백신 부족에 청소년용 물량 활용키로
