Topic Number,제목
1,호황일 떠나요 은행 줄줄이 희망퇴직 달 새 3천 명 짐 쌀 듯
1,양양 추락헬기 71세 파일럿 연령 제한 없는 민간 항공 문제 없나
1,중국 최대 정치행사 양회 4일 개막 경제성장률 대외정책 부총리인선 관심
1,생산인구  30만명씩 준다 여성 노인 경제참여 확대 총력인구 자연감소 시작
1,아무튼 주말 서울대 의대 나와 맥킨지 컨설턴트 요양병원 열어 도전
1,50대 부부 은퇴 뒤 중산층 생활하려면 매달 300만원 필요
1,한국인 41살에 최대 소득 3638만원 17살에 최대 소비 3462만원
1,그냥 쉰다 209만명 역대최대 20대 그냥 쉰다 5 돌파
1,최경환 정규직 과잉 보호 정부 쉬운 해고 본격 추진
1,일본 실업률 감소의 원인은 인구 감소 아베노믹스 효과 아니다
2,시리체제 출범부터 당 정 군 장악  패권 추구 않고 평화의 길 걷겠다
2,소년중앙 귀여워서 공감 가서 나와 닮아서 선택받은 캐릭터 시장의 트렌드 되다
2,20차 당대회 앞둔 중국 꼭 챙겨볼 6가지 관전포인트더 머니이스트drjs china insight
2,만 65세 넘어 취업하면 실업급여 못 받나  연령 차별 인권위 진정
2,회사가 내 인생 책임지지 않아 투잡은 미래 준비 위한 자기계발 자아실현
2,최고령 대통령 이어 70 80대 정치인 전성시대  바이든 시대 개막
2,대법원 육체노동자의 가동연한 60세 둘러싼 손해배상 사건에 대한 공개변론 열어
2,불평등의 그늘 에콰도르 경제성장법 보류 콜롬비아 시위 공포 정권 덮쳐
2,현역운동선수 가장 큰 고민은 경기력 향상보다 은퇴 후 진로와 미래
2,월드피플 대륙의 무한도전 85세 몸짱 할아버지 파일럿 꿈도 이루다
3,폭우에도 홍수는 곳 집중  노동력 부족도 특정 산업서 심해질 인구 대한민국의 미래다
3,공청단 당내 계파 와해 측근 일색으로 커진 절대권력 시진핑 1인 천하 열려
3,어디서나 암 걱정 없는 건강한 나라 소아암 환자에게 아직 먼 나라 얘기
3,정부 인구쇼크 대응 잰걸음계속고용 방식 단계적 접근 정년폐지 재고용 기업이 선택
3,정부 저출산 고령사회 정책 로드맵 발표 초등생 전까지 의료비 0 추진
3,운동으로 몸 만들고 영어학원 등록하고 살아난 58년 개띠들 다시 뛴다
3,일하는 젊은층 은퇴 연금 수령층보다 실질소득 적어 가난한 밀레니얼 세대
3,외신들 시진핑 핵심 수식어로 사실상 1인 체제 굳혔다 집중 보도
3,정치 카멜레온 숄츠 실용주의 무장 난 메르켈과 꽤 달라글로벌 포커스
3,일자리 안전지대는 없다코로나로 4050 고학력 전문직 비자발적 퇴직 2배 늘어
4,빅데이터로 보는 상권 19 2040 지갑여는 곳 따로있다  빅데이터로 본 연령대별 소비키워드
4,푸틴 지지율 폭락 원인 연금법 개정안에 최종 서명 재정 부담 줄어
4,구인난 식당들 팁 올려 종업원 붙잡기 장거리 트럭기사 최저연령 18세로 낮춰
4,공화 잠룡 디샌티스 측 트럼프 비판 광고 말고 민주당과 싸워라
4,인터뷰 전문 통계 인력 관련 예산 전담 인력 턱없이 부족
4,개혁안 내놓은 그리스 채권단 요구 다 수용한 치프라스 빚탕감 전략
4,황혼알바 급증 50대 고령 알바 5년 간 7배 증가
4,노벨경제학상 임번스 교수 기본소득제 클 경우 일할 의욕 꺾어
4,생계형 창업 증가 자영업 대출 1년 새 24조원 껑충
4,특파원 베이다이허 비공개 회합 임박 향후 5년  밑그림 그린다
5,딸 찾아 수천 리 행군해 탈북한 북한군 스키여단 참모장주성하 기자의 북에서 온 이웃
5,협동조합 임직원 평균 급여 114만177만원 대졸 학력 50대 베이비 부머 세대가 설립 주도
5,316세 가장 늦게 첫 낳는 한국 결혼 1년 늦을때마다 자녀 01명 줄어
5,그리스 협상안 타결 백기 든 그리스 저소득층 연금 삭감 뼈깎는 처방
5,생활고 탓 조기 연금 수령자 매년 증가 올해 50만명 달할 듯
5,job 대학생 취업 디딤돌 cj 인턴십 제도는 1년 알바땐 서류 면제
5,예영준의 차이 나는 차이나 후춘화 쑨정차이 천민얼  누가 시진핑 바통 받을까
5,2022 중국 키워드 replacement세대교체 시진핑 3연임 시대 차세대 지도부에 쏠리는 눈
5,짐 로저스 빚은 서양에 있고 자산은 아시아에 돈은 빚을 싫어한다
5,평생직장 개념 사라져 정년 없이 일할 있는 기술전문직 선호도 높아
6,5060세대 41 재취업 준비 못하고 퇴직 일자리 구한 2명 중 1명은 2번 옮겨
6,창간 50년 연중기획 반퇴 시대 9만원 내다 은퇴하니 건보료 20만원  반퇴시대 역행
