Topic Number,제목
1,인공지능의 시대 과학 인문학 간극 꿰뚫는 인간의 가치를 묻는다이은수의 아이겐밸류  인간의 고유함을 되묻다
1,이미지로 여는 책은반지 놋쇠숟가락 다듬잇돌 4 3 희생자 손때와 70여년 시간이 녹아든 유품들
1,듣고 말하기와 읽고 쓰기 틈새에서 열린 사고의 새 지평이은수의 아이겐밸류  인간의 고유함을 되묻다
1,인스파이어 우리들의 위투 커서 상담사 됐죠 그때의 날 닮은 아이들 안아주고 싶어서
1,조선 중종 시대 실패한 급진 개혁주의자 조광조 최고 권력자와의 동상이몽이 주는 경고
1,비평이란 미학적 언어의 모험 문학적 감동의 순간과 만나다유성호 교수가 찾은 문학의 순간
1,열강과 멀지도 가깝지도 않게 동유럽 끼인 국가 험난한 줄다리기 차용구의 비아 히스토리아
1,장편소설 슈리의 다카야마 하네코 기록을 보존하는 것이 희망 윤리가 어떻더라도 김용출의 문학삼매경
1,2015 경향 신춘문예평론 부문 당선작  안전거리없음 원시적 성실성과 siren의 진화  김훈론
1,김필균 임경섭의 읽는 마음 지나간 일도 없던 일이 될 수는 없다
2,세계 여성 지성과의 대화2레베카 솔닛 분노는 지성과 짝 이뤄 의미있는 변화 만들 가치있다
2,전쟁과 죄책 노다 마사아키 타자의 슬픔을 느낄 줄 아는 감정의 마비가 전범 양산 김용출의 한권의책
2,자치단체장 25시 불공정 인사 악취 불신 없는 3 광진 섬김 행정 통했다
2,침묵 깬 추미애  직격 5년 단임 대통령이 역사 함부로 해선 돼 민족의
2,책마을 송나라 명장 악비 사막의 여우 롬멜 졌지만 싸운 원조 따로 있었네
2,윤일병 사망 사건 주범에게 징역 40년 폭행 가담 병사들에게 징역 7년 선고
2,검찰 여교사 화장실에 불법 카메라 설치한 초등학교 교장 징역 2년 구형
2,검찰 차은택 징역 5년 구형 재판부 내달 11일 국정농단 첫 선고
2,검찰 특활비 문고리 3인방에 징역 4 5년 구형 신분과 책무 망각종합
2,공병호의 파워독서 아무리 각박해도 꿈을 망각하진 않았다  창업 1세대가 전하는 도전
3,김남희의 앉아서 하는 여행 몸으로 읽는 책 17 미스터 오웰 이곳은 독립 열기 뜨거운 카탈루냐 모든 삶은 정치적이라는 당신의 되새겨요
3,자연 속 신의 흔적을 처음 찾는 기쁨 인류 도약의 원동력이 되다이은수의 아이겐밸류  인간의 고유함을 되묻다
3,육군 장교 성폭력 후 자살 협박 2차 가해 피해 호소 했지만 군경찰은 개인 자유
3,특파원 24시 가짜 백신 맞고 불구 된 딸 엄마는 시청에 먹물 뿌리고 체포됐다
3,만취 승객 동료에 넘겨 성폭행 피해자 만든 택시 기사 합의 후 항소심서 집행유예
3,행복은 자기가 골라서 야금야금 씹는 맛이다 중국 알리려 정글만리 출간 소설가 조정래
3,사형수 59명 판결문 보니 맹수보다 위험한 범죄자 영구 격리해야다시 쓰는 사형제 리포트
3,송영길 손혜원 위안부 피해자 할머니 빈소서 엄지척 손석희 상가에서 저런 사진 처음
3,후배 학자의 비판적 인용 통해 생명 얻은 그리스 철학자들 다시 본다 고전
3,딸로 태어난 그녀는 언제나 포로 노벨상 글릭 시집 3권 국내 첫 출간
4,윤명철의 한국 한국인 이야기 민족 간 충돌 구성원 간 갈등이 판치는 시대 단군신화는 조화 합일 통한 상생 사상 추구
4,윤명철의 한국 한국인 재발견 옥 비단 모피 최상품 수출 원조선은 동아지중해 무역 강국
4,성폭행 후 10대 제자  설득해 과외 교사로 일하면서 범행 지속한 20대 학원 강사
4,참사 후 5 독일 홀로코스트집 앞에 일터 옆에 박물관 아닌 일상서 추모와 반성
4,내면의 두려움을 이기는 상상력 우리가 괴물을 마주 봐야 할 이유 송주영의 맛있게 그림보기
4,곽병찬의 역사앞에서 묻다 초강대국 틈에 끼여 있는 한반도 선택지는 화친뿐 척화란 없다
4,반환점 돈 정부오른쪽 날개 꺾이면 새는 날 없다 규제 패러다임 과감히 바꿔라
4,시집 오늘은 추운 사랑도 문정희 이대로 절뚝이며 살아라 미완성의 완성이여 김용출의 문학삼매경
4,3번 유산 35번 수술의 악몽 그럼에도 인생이여 만세이원율의 후암동 미술관프리다 칼로 편
4,법원 19살 연하 제자와 스킨십한 고교 교사 파면 정당 1심 결과 뒤집어
