Topic Number,제목
1,평소 목줄 하지 않아 진술 문경 모녀 공격한 사냥개 주인 구속영장
1,로트와일러 공격에 얼굴 10바늘 꿰매 견주 없길래 입마개 목줄 풀어
1,단독국민 81 의사 50 국회의원 85 의사조력사망 찬성금기된 죽음 안락사
1,단독엽총 맞아 입 날아가 사냥꾼 총격에 피 흘린 3살 셰퍼드
1,맹견 달려들면 이렇게 원조 개통령 이웅종 교수가 밝힌 최선의 방법
1,단독 아버지의 안락사를 존중합니다남은 가족의 이야기 금기된 죽음 안락사
1,9살 소녀 목숨 앗아간 맹견 주인에게 살인혐의 적용 기소
1,아팠니 개 몸에 화살 쏜 용의자 찾기 난항 멍냥꽁냥
1,우영우 들으면 슬퍼할 소식 고향 못가고 사망한 흰고래 벨루가
1,단독서울대공원서 죽음 맞은 동물 70가 평균수명도 못 채웠다
2,오늘 뉴스 시청 구매 목록엔 온통 시의원 떡집 시의원 식당 시의원 카센터
2,부친 알랭 들롱 동거인에 학대 당했다 고소 나선 세 자녀
2,얘들아 오늘 맛집은 여기다 미국에 차량 간식털이 곰 등장 영상
2,구조동물 안락사 박소연 전 케어 대표 1심 징역 2년
2,알랭 들롱 동거인에 학대 당했다 고소 나선 세 자녀
2,구조동물 안락사 케어 박소연 전 대표 1심 징역 2년
2,동물 안락사 케어 박소연 전 대표 1심 징역 2년
2,케어 박소연 동물보호단체 유영재 대표 맞고발 악의적 고발 심각
2,때리고 버릴 거면 대체 입양을 동물학대로 몸살 앓는 미국
2,서 안락사 합법화 요구해온 불치병 환자 스위스서 영면
3,국내 여성 장제사 1호에 손혜령씨 선진 장제 기술 확산에 앞장
3,물대포 사망 백남기 딸 조롱 김세의 윤서인 벌금형 확정
3,주인에게 버림받은 유기견 영국의 퍼스트 독 돼 총리관저 입성
3,돼지 살처분으로 강화군 돼지 전멸 애완용 돼지 1마리도 안락사예정
3,문 밖에 강아지 6마리가  코로나에 버려지고 안락사하는 반려동물들
3,더오래환자 살리려는 의사 치료 원치 않는 보호자 균형점은
3,재규어와 셀카 찍으려다 30살 멕시코 여성 절단 위기
3,개 버린 못난 주인 항공사 직원이 보살펴 새보금자리
3,다친 몸 이끌고 올라왔더니 셀카족 희생양 바다표범 안락사
3,3만마리가 컹컹 꿈의 섬 괌 유기견 천지로 전락
4,봉투에서 비명이 생후 4개월 강아지 쓰레기에 짓눌려 산 채로 유기돼
4,죽은 토이푸들 품고 있던 시바견산속에 수십 마리 유기견
4,한눈에 읽는 신간7년간 숲에서 노루와 보낸 노루 인간외
4,천주교 조력 존엄사법에 심각한 우려 생명은 신성
4,작년 등록 반려견 230만마리 유기동물도 13만마리 넘어
4,물가 오르자 못 키워 버려지는 반려동물들 안락사도
4,노르웨이 바다코끼리 프레야 관광객 많아진 탓에 안락사
4,사살했더라면 전과 2범 살인곰 이번엔 청년 덮쳤다
4,7월만 12만마리 강아지 주민등록증 발급 유기견 줄어들까
4,남양주시 개물림사고 직무유기 동물단체 카라 공무원들 고발애니로그
5,보호소 탈 쓴 신종펫샵 뿌리뽑는다반려동물 관리 강화 방안 발표
5,박사방에 개인정보 넘긴 사회복무요원 첫 재판 이주의 재판 일정
5,새끼 눈꺼풀에 실명 실험 어미는 괴로움에 몸부림쳤다 김유민의 노견일기
5,맹견 위협하면 신발 들고 원조 개통령 밝힌 개물림 방지법
5,유기견을 개고기로 집 잃은 개 팔아넘긴 시 보호소
5,잠시만요 뉴욕타임스 연재 엮은 책 우리에 관하여를 권하며
5,출근길 시위 재개한 전장연 출근 지하철 30분 늦췄다
5,강형욱 사냥 안락사 vs 설채현 아무리 개지만
5,해 유기동물 13만마리 과포화 보호소 안락사 논란
5,댓글살롱인간이 뭐라고 생명을 죽이나  아프리카돼지열병 살처분 논란
6,엽총 맞아 입 절반 사라진 내 반려견 총 쏜 사냥꾼 개 무서워 쏜 정당방위
6,개 물어죽이고 사람도 공격한 맹견 견주 계속 키우겠다 고집 법원 판단은
6,이웃집 개가 물어 하반신 마비 안락사 반려견 두고 법대로 하라는 가해자
6,사람 무는 개 안락사가 정답 전문가 견주 책임 강화 필요
6,개 산책 3번 적발 땐 안락사 지자체 극심한 반발에 재검토
6,애니로그 미용 목적 비글 희생시키다니 개 안구 적출 실험에 공분
6,파티가 악몽으로 끝났다 아르헨 9세 아동 개 4마리에 공격받아 중상
6,군견 학대 논란 휩싸인  국무부 이집트 요르단에 탐지견 파견 안할
6,초등생 물어 크게 다치게 개 안락사 잠정 중단 이유는
6,8살 목 물고 흔든 개 안락사 중단 이유는
7,자녀 5명 살해한 벨기에 엄마 16년 뒤 안락사로 생 마감
7,장자연 사건으로 번아웃  말이 필요 없는 동물 많은 말이 필요하더라
7,구조한 유기동물이 안락사되는 현실 바꾸고 싶었다 앱 개발자가 된 수의사
7,식음 전폐하고 아무것도 안먹는다 파리 센강에 나타난 녀석의 정체
7,국내 첫 발의된 조력존엄사법 토론회 열렸지만 찬반 평행선 여전
7,자녀 5명 살해한 벨기에 여성 안락사로 생 마감
7,강형욱 피투성이 로트와일러 사건에 분노 견주 벌 받길
7,프랑스도 안락사 검토 마크롱 임종 선택 모델 만들겠다
7,탱크처럼 주택 침입 1년째 수배 중인 227kg 흑곰
7,개에게 잡아먹히고 있었다검찰 울산 사고견 안락사 제동
8,영상 3000km 헤엄쳐 파리 센강까지 흘러온 벨루가 식음 전폐 중 나우 어스
8,한쪽 눈 없이 버려져 보호소에서 눈 감은 윙크 김유민의 노견일기
8,케어 박소연 대표 기소 보호소의 구조동물 안락사 논란 법원으로
8,동물권 단체 케어 대표 박소연 말복 전날 개 훔쳤다
8,일부 동물을 먹이로 쓸 수도 코로나19가 동물원에 미친 영향
8,동물 안락사 박소연 재판서 동물보호 활동가 전과 들추며 비판
8,60억 후원금 받고 안락사 지시 박소연 케어 대표 재판에
8,종합설채현 정신질환 있을 수도 강형욱 폭스테리어 안락사해야 주장에 이견
8,비수급 빈곤 안락사 기획 탁월 국방 전문기자 양성 고민을
8,동물 안락사 케어 박소연 대표직 내려놓고 활동가로 돌아가겠다
9,죽은 푸들 품은 시바견 한파 속 야산에 버려진 유기견 21마리
9,애니멀 픽 날지도 걷지도 못하지만 새와 개의 특별한 우정 화제
9,돌고래 이어 개까지 지뢰 제거에 유기견 쓰겠다는 러시아 stop 푸틴
9,겨를 4가구 중 1가구는 반려동물 키우니 도그워커 잠재 수요 많죠
9,이건 기사에 쓰지 말라 반려동물 판매업자 뜻밖의 제안 현장에서
9,죽은 친구 곁에 밤새 머문 코끼리 동물도 장례 지킨다
9,안락사 1순위 만삭 리트리버와 새끼 8남매에게 찾아온 기적 개st하우스
