Topic Number,제목
1,4 시설 연계 체제 재정비해야 요양병원과 요양시설 운영체계 비교자료 국민건강보험공단 2013 건강보험 주요 통계 등2013년 기준
1,독감 2월에 가장 유행 노인 4명 중 1명 영유아 5명 중 1명 입원
1,복지부 내년 6월 이전에도 코로나 백신 접종 가능 소아 청소년은 접종 불가종합
1,종합 임플란트 건보 적용 만 65세 이상부터 4개로 나아가 8개 돼야
1,복지부 업무보고 내년 7월부터 05세 아동수당 도입 보건업 일자리 10만개 창출
1,지난해 건보 진료비 367 65세 노인 지출 진료비 1위 질병은 고혈압 질환
1,2019년 외상후 스트레스 장애 환자 1만명 넘어 5명 중 1명은 20대
1,노바백스 14일부터 풀린다 성인 고위험군 미접종자 대상 일반인도 당일 접종 가능
1,아주경제 오늘의 뉴스 종합 단독 경찰 실수로 범죄자 돼 형사비용 보상
1,장애를 넘어 사람을 보자 장애인 높은 공감력 사회발전 큰 자원으로 활용을
2,제정임의 문답쇼 힘  박승 한국 소득분배 역주행  지금 경제위기의 본질은 성장 아닌 민생 문제
2,여행의 향기 후삼국 바다를 주름잡은 능창장군의 전설 몽고군도 못꺾은 압해도 민초의 항전 정신
2,mbn꿈 해몽 고수부터 건강 기능 식품 판별사까지 생활 고수들이 들려주는 황금빛 지식 황금알
2,노년층 입원 질환 1위 백내장 예방하려면 자외선 노출 피하고 비타민 c 섭취해야
2,면역항암제 썼더니 4기 암세포 사라져 위암 사망률 뚝 신성식의 레츠 고 9988
2,일본 우익단체 단합대회 현장을 가다 일장기 향해 절하며 혐한 배외주의 좋다 선동
2,손에 잡히는 책장수의 악몽 노후파산 궁핍한 노년의 삶과 원인 정책 허점 살펴
2,요양병원 전국 1200여곳 11년새 20배 급증 기준 못미치는 영세시설 많아 사고위험 상존
2,본격적인 겨울 강추위 실내외 건강관리법 독감 노로바이러스 기승 겨울철 질병들 예방이 가장 중요
2,속살까지 아날로그 감성 중국인이 이곳에 가고 싶어 하는 이유 최종명의 차이나는 발품기행
3,국내 환자들이 가장 많이 받는 백내장 수술 구멍 하나만 뚫는 안구 리볼빙 기술 나왔다
3,나체에 웬 아프리카 가면 얼빠졌다 조롱당한 그의 반전이원율의 후암동 미술관파블로 피카소 편
3,내 몸에서 손 떼라  미국 전역 400곳서 임신중단권 폐지 반대 동시다발 시위
3,항문 클렌저 브랜드 an12에이엔12 항문 전용 클렌징 티슈 출시 휴대 사용 편리
3,김태열 기자의 생생건강두껍고 화려해진 페디큐어 손 발톱 무좀을 옮기거나 방치 막을 해결책은
3,부고손민호 순호 영진 석호 점복 영주 모친상 이덕기 김영준 장모상 김정은 전정숙 라인옥 시모상
3,퇴직 후 놀면 뭐 합니까 삶의 보람 봉사에 있어 차 한잔 나누며
3,메르스를 넘자 구멍난 메르스 방역망 경희대병원 감염자 9일간 통제없이 병원 4곳 방문
3,병석 어르신 몸 닦기에 아로마가 효자 환자용 아로마 요법 전도사 차정희 박사
3,진념  부총리 겸 재정경제부 장관  경제 접근해선 안돼 빅뱅한다 각오로 규제개혁을
4,cover story 탈북 청년임직원 1대1 교류 맺고 다문화 가정 돕고 행복한 금융 실천
4,폐업 공방 막판 치닫는 진주의료원 홍준표 폐업 못박고 노조와 대화 시늉만 고사작전 고수
4,차장 됐으면 출세했네 소리 듣던 고졸 여사원 입사 34년만에 건보공단 첫 여성임원 됐다
4,종근당건강 프로메가 세계 심장의 날 맞아 두근두근 심프로 캠페인 사회공헌 캠페인 진행
4,개성 넘치는 수원 도서관들 매력 있네주제에 맞춰 찾아보는 책과 프로그램 도서관에서는 언제나 즐겁다
4,70세 폐렴 환자 4년 사이 45 급증 노인 사망 원인 4위 주의
4,역경의 열매 서봉남 8 아내 20여년 투병 부부의 쉼없는 기도로 극복
4,건강한 목요일 피곤한 오늘 점심 메뉴는 링거 방 밥 끼 드세요
4,건강 힐링 찜질 카페 운영하는 박천림 장로 찬송 흐르는 카페서 힐링하세요
4,추석 부모님 건강 체크포인트 심장혈관 건강  심장질환인지 모르고 지나치기 쉬운 증상들은
