Topic Number,제목
1,생활정책 qa 복용하다 남은 약 인터넷 판매는 불법 적발땐 5년 이하 징역 5000만원 벌금
1,밤새 뒤척이더니 낮잠에 빠지네요 뇌에 문제 생길 위험 5배랍니다 사이언스라운지
1,벨톤보청기 광명난청센터 노인들을 위한 무료 난청 특강 검사 진행
1,봄처럼 따사로운 세상 위해 걷어붙인 구청 자살하는 어르신 없게
1,스마트 리빙 봄철 자외선 주의 젊은 층도 검버섯 생겨요
1,노인 3명 중 1명 음식물 삼키는데 어려움 겪어
1,지하철 휴대전화 폭행 20대 징역 1년승객들 말려도 범행
1,지하철에서 60대 폭행한 20대 여성에 징역 2년 구형
1,강남역 살인범 얼굴은 모르는데  경찰의 갈팡질팡 피의자 신상공개
1,리얼푸드엄마는 치마살 아들은 채끝살 부위별로 골라 먹는 한우
2,길거리마다 짐승같은 군인들이  8만명 성폭행 고발하고 떠난 작가 나쁜 책
2,대수롭지 않게 봤는데 중년 악몽 자주꾸면 병 징후 가능성 높아
2,르포퇴근길 작은 행복이었는데 36년 만에 문 닫는 지하철 서점
2,베드로 성당에 새긴 열정 일흔 이후 미켈란젤로의 마지막 20년
2,올해가 몇년도 일까요 질문으로도 치매 전단계 우울증 예측
2,고운손 방치하면 갈라지고 찢어지고 작업 전 꼭 장갑끼세요
2,노인 3명중 1명 우울증 앓아 70가 자녀와 따로살아
2,취직 아픈 머리 어디서 치료 받나요책과 삶
2,오늘의 세계 우크라니아 강태공의 기발한 구조 방법
2,조금만 움직여도 대변이 찔끔 변실금에 우는 노인들
3,나이 들수록 친구 중요 사회적 고립 심하면 뇌부피 감소 치매 확률 높아져
3,화제의 책의사이며 뇌 과학자인 베스트셀러 작가 그가 평생 추구했던 것은 관계의 회복이었다
3,자살자 80가 우울증 환자 kcdi 손매남 박사 2월 18일 치유상담 무료세미나
3,issue 불면증 지속되면 고혈압 당뇨 뇌졸중 위험 높아지고 치매 발병에도 영향
3,김규나의 소설 같은 세상 21 파괴될 수는 있어도 패배하지 않는 삶을
3,issue 나이 들수록 걸리기 쉬운 불면증  방치하면 치매 위험 높여
3,유승민 국가 건강검진에 치매 포함 재가요양 급여액 2배 인상
3,경찰팀 리포트 묻지마 범죄 60는 정신질환자 소행 나도 당할
3,식욕부진 체내 신진대사 기능 저하 노화 우울증 원인
3,이동준의 일본은 지금 일본의 어두운 단면 집단 따돌림
4,경찰 빽 있다던 지하철 폭행녀 왕따 당해 후유증 징역 2년 구형
4,김이재 교수의 지도 읽어주는 여자사랑은 명작을 낳는다 4명의 여성이 준 영감
4,홍 총리대행 확진자 500명 이하 유지시 모임인원 제한 조정 검토
4,70대 치매 할머니 딸 죽은지 모르고 2주간 곁에서 돌봐
4,귀뚜라미 소리 asmr 팟캐스트 하루 1만5천명 청취힐링 효과 탁월
4,경찰 빽 있다던 9호선 폭행녀 폭행 사건 있었다
4,노년기 우울증 낙상 경험 있으면 파킨슨병 위험 66
4,주민 이동제한 급속 확대 35개국 10억명이 갇힌 상태
4,책과 삶멜랑콜리는 우울함 이상의 매력이며 인생의 깊이를 더해주는
4,80대 노인 설 전날에 아들집 들렀다 목매 숨져
5,김창길의 사진공책다른 사연 하나의 이야기  붉은 드레스 걸린 십자가 너머 무지개는 뜰까
5,왕귀뚜라미 기르기 노인 우울증 개선에 효과 첫 규명 국제학술지 게재
5,코로나 실업 우울 타격 여성에 컸다 사회경제지표 첫 공개
5,퇴근길 노후꽃향기 나지 않는 꽃 공방 5평 컨테이너박스에 들어서자
5,80대 노인 설 전날에 아들집 들렀다 스스로 목숨 끊어
5,손가락 변형부터 당뇨 우울증 합병증까지류머티즘 관절염 초기에 잡아라
5,강재명 포항감염병대응본부장 사회적 거리 두되 마음의 거리는 좁혀야
5,식약처 어르신을 위한 안전하고 올바른 의약품 사용안내 리플릿배포
5,우리집 전화번호가 몇번이더라 치매 증상 보이면 의심을
5,70대 노인 정신지체장애 아들 살해하고 자살 기도
6,라임병 에이브릴 라빈 치료시기 놓치면 완치도 힘들어 알고 보니 제2의 에이즈
6,전문의 칼럼 중 노년층 면역력 떨어지면 폐렴 대상포진  백신이 답이다
6,shot 무료 교통카드 찍고 어디로  어르신 단골 지하철 역은
6,경찰 빽 있어 9호선 폭행 폭행 혐의 추가
6,종로구 저소득 여성 노인 우울증 치료하는 데스마스크 만들기
6,9호선 폭행녀 최후진술 간호조무사 실습때 노인 싫어졌다
6,노인 불안증세 심해지면 치매 초기증상일 가능성 높다
6,살거나 외로움 많이 느끼면 치매 확률 높아
6,신율의출발새아침 전혜숙 돌연사위험  금지 돔페리돈 우린 먹고
6,15년 간호 치매 부인 살해한 남편 집행유예
7,정신 진단 받아볼 걸 후회 지하철서 60대 폭행한 20대 여성 왕따 후유증 호소
7,지하철서 휴대폰으로 60대 남성 수차례 가격한 20대 여성에 징역 2년 구형
7,전세계 3억2천만명 우울증 한국 oecd 자살률 세계 1위 10만명당 287명
7,선진국신흥국 기로에 선 한국 꼴찌 꼴찌 후진국 수준 맴도는 사회지표
7,홍기빈의 번째 의견 주목해야 할 로버트 케네디 주니어 현상
7,입 마름 심하고 국물 마실때 자주 사레들리면 구강노쇠 신호
7,위크엔드 먹고 살기 힘들어  주부 상습절도에 영아 유기까지
7,엄마가 말기암인데 약이   쓴 초등학교 4학년 손편지
