Topic Number,제목
1,서 마약 알코올 남용 문제 심각 인플레 압박 요소
1,책의 향기이제는 존엄한 죽음에 대한 이야기를 해야 할
1,또다시 추경 소비쿠폰 다시 꺼내든 정부경기 활력 글쎄
1,오클릭 시댁과 연 끊고 파  사후 이혼 화제
1,저소득 12인 가구 지원계획 생색내기식 찔끔 지원 그칠라
1,김현주의 일상 톡톡 때리고 돈 뜯고 노예처럼 부려먹었다
1,고승범 금통위원 완화적 통화정책 기조 유지해 구조개혁 보완
1,포용성장 내세워 330만가구에 4조 뿌리고 20대도 150만원 지원
1,사설 일자리 해결 없이는 저소득층 빈곤 탈출 어렵다
1,뉴스 열어보기 현대차기아 2024년 포터봉고 경유차 생산 중단한다
2,책과 삶수입 저축 이웃 없는 일본 하류 노인의 삼중고 남의 일이 아니다
2,성태윤의 이코노믹스 가계 기업 정부 쓸 돈 없는 상황서 코로나 충격 덮쳤다
2,추경중독에 빠진 정부 10조 추경해도 용처가 문제 되풀이 선심성 사업 수두룩
2,서울에서 하루 147쌍 결혼 47쌍 이혼 헌혈 2202명 여권발급 3029건
2,대통령 일본 수시로 바꾸며 경제 보복 합리화 정직해야 한다 전문
2,20대 중후반 에코 세대의 고통 최악 취업난 3년 간다
2,사설 기초수급자 40가 노인 정년연장 재고용 속도 내야
2,꽃값 꼴값 나잇값 밥값 떡값 똥값의 숨은 뜻
2,청년 21만명에 구직수당 90만원 여성전용 임대주택 첫 도입
2,베이비부머 세대 응원해요 서울시 전국 최초 지원계획 발표
3,단독넉넉지 않은 아들이 부양의무자 사는 게 지옥 죽은 남편 따라갈 것비수급 빈곤 리포트1회
3,영세 자영업자 폐업하고 구직활동하면 소득 지원 문 정부 첫 사회적 합의
3,올 성장률 전망 28로 상향한은 금리인하 추경 효과 낙관시장은 갸우뚱
3,기준금리 인하 빠진 11조 7000억원 추경 경기 부양 마중물 될까
3,양극화 고용 부진 심화하는데 나랏돈 풀어 경기부양하고 소득 늘려주겠다는 정부
3,한국 65세 가구소득 중 공적이전소득 비중 oecd 꼴찌 수준
3,80대 치매 노모 연금 1억원 멋대로 쓴 딸과 손녀들
3,2022년부터 임신 출산 시 300만 지원육아휴직 지원 강화
3,돈 집 앗아간 캥거루족 아들에 흉기 70대 집유
3,탄소중립 119조한국판 뉴딜 337조원 2022년 초수퍼 확장예산
4,연금개혁 무산 후폭풍 국가 지급보장 책임  명시를 포퓰리즘식 접근 현실감 없어
4,2070년 한국은 가장 늙은 나라 국민 절반 가량 65세
4,재정으로 경기 부양상반기 중앙 63 지방 60 집행 목표
4,미 2조달러 코로나19 부양패키지 타결 25일 상원 표결할 듯
4,문 대통령 일자리 창출 끈기있게 추진했더니 긍정적 성과 나타나
4,사설 인구 절반 여성 취업률 임금 수준은 어떤가
4,버냉키 제로금리 당분간 유지qe 축소보다 지표 개선에 무게
4,사회안전망위 폐업 자영업자 취약 계층 소득 지원 합의
4,학자 낳아도 생면부지 노인 부양 노예되니 헬조선인
4,부모 학대 폭행 불효하면 상속 재산 환수
5,삼국지로 풀어 보는 이야기 죽어가던 원술에게 물 한모금 준 농부 사망 책임 물을 있나
5,당정 일본 수출 규제 대응 2조 투입 내년 예산 확장적 기조로
5,2060년 연금고갈 공포는 타당한가 고갈돼도 연금 받지만 부과식 적립식 선택이 문제죠
5,사건 인사이드 나쁜 아들 90대 치매 노모 버리고 돈 챙겨 잠적
5,치매 노모 팽개치고 경매대금 챙겨 잠적한 60대 아들 징역형
5,양가 부모 부양에 아이를 둘이나 낳으라니 유명무실 중국 출산정책
5,인구 2만 안되는 지자체 2030년 27곳 방치땐 폐지 불가피
5,서울 노인 인구 유소년 인구 추월 평균 연령은
5,93만 잠재적 송파 세 모녀 3년내 33만명으로 줄인다
5,새로울 없는 재탕정책 국가채무만 늘어 장기성장 역효과
6,예산으로 본 2013 한국인의 삶 복지예산 양육보조금 전액 현금 보육료 시설 부모 나눠 지급
6,제2회 서울인구심포지엄 조성호 한국보건사회연구원 부연구위원 청년 몫의 저출산 재정 늘려야
6,유영상 skt 대표 ai 컴퍼니 성과 자본시장에 선보여 주가 부양할
6,서울 노인 4명 중 1명은 홀몸 10년사이 2배 급증
6,비즈 칼럼 노후준비 사각지대에 선 중산층 낀 세대의 눈물
6,김규환 기자의 차이나 스코프 인구 프리미엄 시대 저무는 중국
6,이르면 1월부터 매달 최대 30만원 기초연금 지급 대상 확대
6,보이스4 마진원 작가 피해자 아픔 왜곡하지 않도록 늘 조심
6,부양의무제 전면 폐지에서 한발 후퇴 사각지대 해소 과제
6,보이스4 작가 피해자 아픔 왜곡하지 않도록 늘 조심
7,하반기 달라지는 내달부터 최대 20만원 기초연금 부부가 다 받으면 20 삭감
7,소득대체율 올리면 미래세대 부담이 늘어나나 느는 맞습니다 문제는 합리적인 수준이냐는 거죠
7,예산 1조원 당 소득불평등 해소 가장 큰 정책은 부양의무자 기준 폐지
7,2017년 고령인구 유소년 추월하는데 4명 중 3명 현재 삶 만족스럽지 않다
7,2019 예산안 줬다 뺏는 기초연금 개선 무산 가정양육수당 2개월치 추가 지급
