Topic Number,제목
1,라응찬은 재일동포 주주들 전폭적 지지 업고 회장 4연임 오너 수준 영향력 행사 이상득에 3억 치매 이유로 소환불응
1,서울 시내 민간 종합병원 공공의료 확대하면 용적률 12배 21곳 증축 시 병원 2개 신축 효과
1,fn 이사람 경찰 출신 허우영 율촌 변호사 13년 경찰경험 변호 업무에 큰 도움
1,어린이집 내년 7월부터 맞춤형 보육 q 종일반 이용 부모 자격은 맞벌이 구직자 저소득층
1,부활의 주를 만난 사람들 인간관계로 늘 힘들었던 날들 주께 맡기고 말씀대로 살자 화평
1,건강한 가족 쇠한 기력 보하며 스트레스 받은 뇌 달래고 귀한 천연의 약재
1,검찰 신동빈 회장 소환 재소환 안한다 배수진 친 검찰 신동빈 운명의 사흘
1,흑인대학 나왔다고 아이비리그 졸업장 없이 대통령 된 바이든정미경 기자의 청와대와 백악관 사이
1,가천대 길병원 부천 진출에 반대 5개 병원 원장들 공동 탄원서 제출
1,치매 우울증 돕는 앱 세계적 디자인상 휩쓸다  유니스트 교수팀 if디자인어워드 본상 4건
2,4년만의 장편 구효서 풀에서 삼라만상 순환 느끼듯 겉만 봐도 안이 보이듯 김용출의 문학삼매경
2,유경희의 힐링의 미술관 아름다운 시절이 술을 권하다 고흐의 황금빛은 압생트55도 독주 중독의 결과물
2,정명진 의학전문기자의 청진기 ct mr pet에서 진화된 petmr 뇌질환부터 전신암 전이 한번에 보네요
2,서울대 추천 도선 100선읽어라 청춘 기자 때부터 글솜씨 유명 콜롬비아 부패 권력 겨눠
2,다시 돌아보는 권역별 응급의료 외상시스템 2세 외상소아도 못살린 응급의료 알고보니 이유 있었네
2,코로나 방역정책 따르기 위해 맞은 백신이 엄마에게 독이 됐다 치료라도 받게 해달라
2,순천향대 부천병원 황재필 핵의학과 교수 세계 인명사전 마르퀴즈 후즈 후 2년 연속 등재
2,팬데믹 예견한 라인 비트윈 작가 토스카 리 현실이 내 소설보다 기이했다
2,순천향대 부천병원 핵의학과 황재필 교수 국제인명센터 21세기 세계의 우수지성 2000명에 등재
2,접종후 사망 402명  171명  113명 백신과 인과성 확인된 사례는 한건도 없어
3,현장서 못쓰는 ai 기술은 빛좋은 개살구 병의원 상용화 길 터줘야 다시 기업을 뛰게 하자
3,강화도 맛집 보광호 2호점 단체석 완비 봄 축제 호황 맞아 단체 관광객 예약 급증해
3,라이프 트렌드 쌀에 퀴노아 섞어 지은 밥 혈관 건강 지키는 만점 영양식
3,윤미향 30년간 사익 취한 적 없어 가족들이 치른 대가 너무 커 오열
3,고군산군도 김양식장에서 전주 미나리 농장까지 이주노동자 삶 현장 펭귄장화에 짠물이 밸
3,여의도 주식왕 2부 아이큐어 vs 시디즈 vs 이건산업 여의도를 달굴 종목은
3,황정순 친필 유언장 공개 평생 용돈 한번 받은 적 없다 배신감에
3,건강한 가족 피로 무력감 2주 지속 우울증 신호 방치하면 염증처럼 번져
3,장성 요양병원 화재 21명 사망대피환자 7명 뿐 병원측 손 묶인 환자는
3,황정순 유언장 공개 충격파 평생 용돈 받은 적 없다 배신감에 인생을
4,극단 선택 하려고 11m 절벽서 차 추락시켜 조수석 치매 노모 숨지게 40대 징역 6년
4,내가 살린 환자 나를 깨운 환자 다리 절단하는데 평온하던 치매노인 모든 것은 소멸한다
4,치매 돌보기 힘들다고 노모 살해 암매장 아들 장례 치르고 싶어 1년여 지나 자수
4,행복한 삶을 위한 마음 관리 하룻밤 꾸는 20분짜리 꿈 45개가 정상적 뇌 활동 보장
4,내가 데리고 간다 80대 남성 치매 아내 살해 후 숨진 채 발견
4,양형의 기술 숨진 죽마고우  재산 빼돌려 치매 아냐 위증으로 도운 고교동창의 최후
4,사건팀장 핀잔 준 계모 불 질러 숨지게 50대 심신미약 주장했지만 징역 20년
4,치매 아버지와 50대 아들 병원 이송 중 숨져 경찰 극단적 선택 추정
4,어머니가 새살림 아들 신고로 끊긴 연금 법원 치간호 위한 동거는 사실혼 아냐
4,하루 커피 3잔 치매위험 20까지 예방가능 기억 중추인 해마의 손상 억제 시켜믿을 있나
