Topic Number,제목
1,일상회복을 위한 사회백신거동 힘든 환자 찾아가는 의료진 존엄한 삶을 지키는 파수꾼들
1,서울경찰청장 전장연 합당한 이유 없이 조사 거부 집중 수사 예정
1,빵 먹게 해 미안해 학교로 돌아온 조리원들의 특별한 점심
1,마지막 노동절 메시지 5년간 노동기본권 보장에 온 힘
1,양경수 구속검거 직후 조합원들 양경수 석방하라 강경투쟁 예고
1,세종 장애인 저상 버스 확대하고 세종형 장애수당 도입
1,아기 낳았더니 남편 회사 회장님이 집 방문 회사
1,전혜숙 값비싼 화이자 백신이 효능 높다 사실 아니다
1,복지부 초등학생 다함께돌봄 체계 확대 안착 결의
1,44회 유교전 째깍악어 아이돌봄서비스로 부모에게 시간을 선물한다
2,더뉴스더인터뷰 신규 확진 나흘째 100명 미만서울 선제 검사서 확진 3명 발견
2,서울시 성인지 예산 목표 설문 결과 평등하게 일할권리 보장 1위
2,남성 중심으로 설계된 일터에서 남성처럼 일하기를 요구받는 여성  일그러진 몸책과삶
2,성공한 자치구 대책이 전국으로 성동 강동에서 보는 희망저출산 07의 경고
2,돌봄 배달 종사자 노동환경 개선 필수노동자 범정부 tf 출범
2,플랫폼 노동자 한해 무려 3배 늘었다 66만명 취업자 26
2,상도유치원 붕괴전문가 추가 붕괴 위험은 없어호우로 지반 연약화 원인
2,이게 뭐냐 고성에 해달라 호소 출근길 4호선 50분 지연
2,경기지역 개학연기 강행 유치원 1031곳 중 성남 단 1곳
2,신규 확진 나흘째 세 자릿수 거리 두기 격상 가능
3,그날 인천지법 4층 복도에 퍼진 엄마의 울음 검찰도 항소하지 않았다
3,sk텔레콤 코로나 확산 속 24시간 ai상담 복합체험공간 t팩토리 선보여
3,근로시간단축도 땜질 재정 지원버스 대란 특례제외 업종 문제엔 무대책
3,내달부터 발달장애인 최대 7일 긴급돌봄 활동지원 대상 17만명까지 확대
3,택시기사 살인 이기영 청소도우미 호출에 업계는 불안보호 체계 전무
3,중장년 고독사 막자 노원구 주거취약 중장년 1인가구 집중 지원
3,kt 디지털x 서밋 2021 성료 dx 전략 사례 제시
3,출산 육아에 난임까지 지원 신나는 신 포스코형 출산장려제도
3,지하철 세운 전장연 출근길 직장인들 40분 넘게 발동동
3,인천시 미추홀구 초등생 돌봄 다함께센터 2 3호점 개소
4,서울시 봐주는 친인척 돌봄수당 30만원  카시트 장착 택시 운영
4,부동산 단신 현대엔지니어링 쪽방주민에 혹한기 대비 물품 전달 외
4,김현숙 여가부 권력형 성범죄 대처 실망드려 대전환 시도할 시점
4,이슈 초등 1학년 학부모 10시 출근 장려 실효성은
4,코로나 시기 건강 나빠진 장애인 비장애인보다 15배 많았다
4,구청 대강당이 애견 호텔로 노원구 추석연휴 반려견 쉼터서울25
4,지하철 타는데 막나 전장연 출근길 외침 시민 항의도영상
4,문 대통령님 오기 전엔 불만이 많았는데 많이 줄었네요
4,뇌졸중 아버지 방치 숨지게 20대뒤늦게 알려진 사연
4,건강보험 종합계획 지역사회까지 아우르는 통합적 의료제공체계 구축
5,유정복 인천시장 예비후보 청년이 희망을 갖고 여성이 행복한 인천 만든다
5,skt 국내 3대 고객만족도 조사 22년 연속 그랜드슬램 역대 최장
5,퇴임하는 김용익 이사장 건강보험료 내고 병원비 본인부담 적게 해야
5,김현숙 장관 정부조직법 논의 진전 기대민간 돌봄서비스 등록제 검토
5,건보료 내고 병원비 부담 줄여야떠나는 케어 설계자 김용익 이사장
5,여가부 권한 없다도돌이표 장관 답변에 여야 의원 탄식종합
5,들끓는 여가부 폐지론에이정옥 장관 업무 이해 부족이 원인
5,고시원 유령 세상으로 불러낸 주거복지 시장님 생각대로 지속될까요
5,김혜련 보건복지위원장 사회복지의 날 기념 2019 서울사회복지대회 참석
5,휴게시설 미설치 사업장 과태료 부과안전관리자도 2명 선임해야
6,초등 돌봄전담사 6천 명 오늘 하루 파업 8시간 전일제 전환 요구
6,코로나1년 망각 시설 장애인 10명중 4명 자립 원하지만 10년 계획 필요
6,서울25홀몸장애인 가정에 ai 차니봇이 간다  관악구 비대면 돌봄 강화
6,박영선 박원순 피해여성께 사과 일상복귀 지원 위해 만나서 대화하고파
6,대전지역 전체 어린이집 휴원 조치 확진자 나온 교회 집합금지
6,바닥에 엎드려 지하철 시위 고성 몸싸움 번진 3호선 출근길
6,2019년 경제정책 방향 서민 자영업 달래고 삶의 질 높이고
6,독신 남성의 입양 39살 자발적 비혼부 서로 사랑하면 가족
6,아이에게 짜증 늘어 63  엄마는 나홀로 시간이 필요하다
6,코로나19 확진자 3천5백 명 넘어이달 초가 중대 고비
7,이영실 서울시 보건복지위원장 서울시 장기요양 현장 성희롱 피해 근절 대책 마련 토론회 개최
7,애 키우는데 3억 훌쩍 안낳는게 아니라 못낳아요 인구쇼크 패러다임 전환이 답 2
7,코로나로 드러난 성차별 자녀 둔 여성 2명 중 1명 고용조정
7,서울시사회서비스원 돌봄 현장 폭언 성희롱 피해 예방 녹음기 보급
7,빈 휠체어 꺼내려다 몸싸움 출근길 대란 부른 지하철 시위
7,현관 변기 역류 빗물 막아야 물막이벽 개폐식 방범창 필요
7,아이돌봄서비스 이용료 24 인상 맞벌이 부부들 퇴직 고민
7,어르신 안부 11 확인 돌봄공백 제로 걷은 종로
7,쿠팡 발 집단감염 160일 돌아갈 없는 일상회사가 책임져야
7,육아는 엄마 몫 아빠들은 생각 바뀌었는데 회사가 변해
8,5명 키우다보니 매일 전쟁 같지만 나란히 누운 모습 보면 행복해요
8,학자금 대출29 고정금리로 전환 저소득층 국민연금 보험료 50 지원
8,신종코로나 확진자와 접촉하면 무조건 자가격리 비협조 시 벌금 300만원
8,전장연 홈페이지 한때 마비 욕 하고 혐오하는 분들 능력
8,b컷용산 깜짝 댓글에 깜짝 거짓 선동 겨냥한 4 19기념사
8,서울시 19일 지역 돌봄기관이 만드는 초등 돌봄 토론회
8,전장연 대표 초청한 고려대 총학 학생들 시위 안암역이냐
8,1인가구 660만 10명 중 3명이 연소득 1000만원 미만
8,서울시 코로나19 예방 나서는 요양보호사에 마스크 5만매 지원한다
8,코로나 유행 장기화에 여성노동자 3분의 1 가족돌봄노동 독박
9,코로나19 재택근무 여성 315 임금감소 고용형태 변화 고용형태 변한 여성근로자 89 비정규직 전환
9,돌봄 인프라 늘린 성동 강동 서울내 합계출산율 1위로 70th 창사기획리버스 코리아 07의 경고
9,민간 일자리 창출로 눈 돌린 정부 핵심은 지속 포용 연계
9,서울시 코로나19 우려 속 비대면 맞춤 치매돌봄 서비스 확대
9,2022 아시아esg포럼이준호 sk텔레콤 ai ict 접목해 사회적가치 2조 창출
9,어렵지만 쓸 건 써야 대학등록금 전액 지원한다는 정부 조건은
9,대통령 유튜브에 깜짝 댓글 장애인 돌봄서비스 대폭 보강
9,학교 비정규직 3일 총파업 급식 돌봄서비스 대란 우려
9,대통령 장애인 유튜브에 깜짝 댓글 돌봄서비스 대폭 보강
9,고용부 장시간 근로감독 결과 발표 95가 노동법 위반
10,대통령 5년 간 노동기본권에 온 힘 특히 봉쇄 없는 방역 성공 덕분
10,예천에서 3살 아이도 코로나19 확진 공무원 사이 전파 우려
10,영국도 미국도 페이미투 남녀임금 격차 1위 한국은 더the친절한 기자들
10,초등 돌봄교실 연장  오후 7시까지 독서지도 예체능 프로그램 운영양구군
10,단독 보육현실 외면 주먹구구식 설계 인력 양성도 밑빠진 독
10,요일 제한없이 정부 코로나19 방역인력 가정에 아이돌봄 지원
10,민주당 영입 원종건 효자소년 삶에서 겪은 청년문제 꺼내겠다
10,지적장애인이 밀쳐서 전치 8주 안전대책 사각지대 활동 지원사
10,해프닝으로 끝난  어울림플라자 전면재검토 시 공무원들 일단락됐지만 허탈
10,안전하고 쾌적한 환경 조성  울산교육청 초등돌봄교실 환경개선 추진
11,속옷 차림 신체접촉 불편  이건 명백한 sos였다제115주년 여성의날  공간의 공포  홀로 일하는 여성들
11,성공적 dx 위한 파트너 역할 강조 kt 디지털x 서밋 2021 마무리
11,심층기획  육아휴직 실태 리포트 아이도 우리도 행복할 없었어요 죄책감 키우는 사회
11,가전제품 서비스 기사 프리랜서도 산재보험당정 특고자 확대 적용 방안 발표
11,윤 대통령 장애인 유튜브 채널에 참모도 모르게 직접 깜짝 댓글
11,이한준 lh 사장 서비스 엑설런스 어워드 ceo 부문 수상
11,홍남기 다음달 11일부터 580만명에 9조3000억원 지원 사실상 5차 추경
11,휴게시설 미설치 시 제재 대상 23만여곳 경비원 숨통 트이나
11,송파구 기업다자녀가정 결연 7년 간 125개 기업 214가정 후원
11,임상간호교수 도입하고 학사편입 기간 단축 간호대 정원 확대도 지속
12,서울시 내년 예산 44조원 역대 최대 규모 민생 일상 회복에 중점
12,방문판매원 특수고용직 약 27만명 내년부터 산재 혜택 가입률 높이기는 난제
12,정부 농정전환 본격 추진 일자리창출 동물간호복지사 제도 도입 고용으로 연결한다
12,저출생 대책 내세운 동남아 이모님 현실은 현대판 노예 세계는 지금
12,윤석열 산후 우울증 진료 지원 등하원 도우미 비용 소득공제
12,서울시 혁신안 마련 tbs 서울시립대에 73억 147억 추가 지원
12,한전 영양지사 전력노조 영양지회 경북장애인종합복지관 영양분관 새해 후원물품 전달
12,나중에 꼭 포스코 네쌍둥이 낳은 직원 집에 회장님이 떴다
12,서울시 부양의무자 기준 완화 돌봄sos센터 신설긴급복지 예산 50억원 증원
12,이용섭 광주시장 새해 첫 업무는 최중증 발달장애인 돌봄기관 방문
13,명의 아이도 차별 없이 쑥쑥 백년 꿈 키우는 미래발전소 마포
13,서울시의회 더불어민주당 공공돌봄 위기 초래 서울시사회서비스원 축소 시도 강력 규탄
13,자영업자는 매출 손실 최대 70 보상해준다는데 돌봄 방과후강사는 달랑 50만원
13,skt 국내 3대 고객만족도 조사 그랜드슬램 최장기간 연속 1위
13,감염병 돌봄 공백 최소화위해 공공 민간 협력 시급
