Topic Number,제목
1,애플트리 김약사네 그린 눈건강 수퍼 루테인 공영홈쇼핑 론칭
1,경찰팀 리포트 cctv에 걸음걸이만 찍혔는데 범인은 입니다
1,최순실이 머문 독일 타우누스 산지는 하드리아누스 황제의 땅
1,충치발생률 높은 710세 연 2차례 치과검진 받으세요
1,실행기능장애 노인 자살위험 정상인보다 최대 7배
1,노인 공공일자리  5만개씩 늘린다
1,완전식품 우유에도 완벽한 궁합 식품이
1,작년 건보 진료비 58조 연 증가율 67로 5년만에 최대
1,장기 두고 화투 치던 공간이 책 읽는 공간으로 거듭나
1,건강하게 사는 의학 상식 윤승재 속편안한
2,오늘을 즐겨라 욜로족 나이 잊은 멋쟁이 뉴 식스티족
2,여름철 보양 음식으로 건강 챙깁시다
2,내 몸이 내게 보내는 건강 적신호 10가지
2,보살펴 줄테니 재산 주세요사랑을 가장한 사기극
2,신성식의 레츠 고 9988 술 담배 덜하고 산 병원 근처에 살면 수명 길다
2,내 몸이 나에게 보내는 신호 10가지
2,겨울문턱 건강 챙기기 고혈압 환자 아침 신문 챙길때도 보온 유지 신경써야
2,노학자 삶에 들이닥친 허무 원숙기 체호프의 냉철한 시선
2,나이 잊고 건강 대결합니다
2,내 생각은이강석무연고 노인 생각하는 설날
3,위기의 롯데  수사 모르는 창업자 신격호
3,사랑했던 사람인데  인천 주점 자매 살상 77세 노인 징역 30년 선고받아
3,백경현 구리시장 경로당 취약계층 주거지역 순회 불편사항 만전 대비 당부
3,원격의료 임상 유효성 처음 입증 시범사업 확대 도입 급물살
3,뉴스룸에서손병호 106세 노인을 춤추게 나라
3,노인 시끄러워서 한동네 개 22마리 독살
3,건강을 읽다아 긴 연휴는 떠났습니다
3,건강 단골환자 sos 포착 자살 막는 동네의사
3,윤석열 장모 최씨 징역 3년형 선고 곧바로 법정구속
3,신격호 총괄회장 건재함 과시 건강 이상설 무색케해
4,당뇨망막증 앓는 여성 골다공증 위험 23배
4,부친께 젖을 먹인 딸 그림과 루벤스 파문
4,찬바람 불면 허리가 말썽 당연한
4,노인 보행속도 떨어지면 사망률 254배
4,며느리보다 딸 수발받는 노인 우울하다
4,젊은 노인 늘어나는데 호칭은 세분화 안되나
4,모든 여성 청소년에게 무상 생리대 가능할까
4,부쩍 걸음 느려진 노인 사망률 25배요양병원 입원율 16배
4,사랑과 희망을 나누는 기업 한화건설 다문화 가정 주거환경개선에 주력
4,젊은 여성 짙은 눈화장 다래끼 부른다
5,하반기달라지는것7월부터 02세 맞춤형 보육제도 강행
5,치매설 부각시키는 트럼프 오바마 끌어들이는 바이든
5,오바마 오바마케어 합법 결정에 근면한 미국인의 승리
5,수준 미달 장기요양기관 퇴출시킨다
5,순천향대천안병원 급성기 뇌졸중 적정성 평가 1등급 판정
5,텔레필드 iot로 개인 헬스케어 시장 노린다
5,실리콘밸리 여성 스티브 잡스 무너지다
5,사설 환자에게 강제노역까지 시킨 정신병원
5,헬스뷰티위험한 질환 독감대상포진 백신으로 미리미리 예방하세요
5,노인 3 걷고 돌아와 앉는데 10초 넘으면 치매위험 134배
6,건강 3650연일 짙은 안개 새벽운동은 되레 독약
6,가격낮춰 부담 뚝 부작용 걱정도 뚝
6,책을 읽읍시다 젊음은 좋고 나이듦은 나쁜 것인가
6,불면증치료 부작용 줄인 비향정신 수면제가 대세
6,높아져가는 의료비 의료실비보험으로 경제적 부담 잡자수정
6,틀니와 임플란트의 장점만 결합한 임플란트틀니 대체 치아 중 최고의 대안
6,포토다큐톱밥이 나무는 기둥이 되어가고 땀방울 뚝 뚝 나는야 목수가 되어간다
6,올여름 입친구한국야쿠르트 바이오리브 유산균이 배앓이 걱정 뚝
6,주1회 30분 걷는 노인 연간의료비 12만5천원
6,먹고살기 노인 절반 일한다
7,누에고치 추출물이 만병통치약 노인 상대 사기 기승
7,서울시의회 양준욱의장 시민 체감 높일 복지 패러다임의 전환 유도할
7,건강기능식품을 특효약으로 속여 판 일당 검거
7,액상차를 치료약으로 속여 판 일당 검거
7,노인 3명 중 2명 생계비 마련위해 하고파
7,암 불치병 낫는다 가짜 만병통치약 팔아 30억 꿀꺽
7,장흥군 장평면 찾아가는 무료건강검진 서비스실시
7,지하수에 약초즙 신비의 기적수로 속여 판 일당
7,야쿠르트 아줌마가 홀몸노인 안부 확인까지
7,장기요양노인 10명 중 3명 한달간 연명치료 받다 숨져
8,하루 5시간 넘게 앉아있는 남성 노인 비만위험 15배
8,건강한 출산임신도 준비가 필요해요 예비 부모 10계명
8,헐벗은 노숙자에게 자신의 옷 벗어준 온정
8,베트남 참상 알린 전설의 종군기자 별세
8,간성 중국인 아기 버려진 채 발견 제가 죄인가요
8,노인 근감소증 예측 쉬워진다 혈중 alp와 연관성 입증
8,김태열의 생생건강s펜 근육질 남성 장내 미생물 다양하고 숫자도 많아
8,새책 네덜란드는 노인 빈곤율이 세계에서 가장 낮을까
8,만성폐쇄성폐질환 조기 발견 폐기능 검사율 587 그쳐
8,10년간 임금 착취하고 기초연금까지 가로챈 60대 검거
9,소비자기업 한국콜마 출산장려금 한국사 교육으로 사회 공헌 앞장
9,2016 국민건강 영향 10뉴스 알파고 쇼크 복면가왕 즐거움도 최순실 국정농단 온국민 트라우마로
9,영등포 꽃할매네 손맛 인기 주먹밥 3만개 팔았어요
9,기업들 고용 확대로 사회 안전망 확충 앞장
9,햄과 소시지 계속 먹어도 될까수정
9,정신진료 1번지 국립서울병원 국립정신건강센터로 새출발
9,경제 대가에게 듣는 2016 한국경제 경제위기 본질은 가계빈혈 소득 늘려야 저성장 벗어나
9,아버지 살아계신데  연금 끊겨 알아챈 황당 사연
9,차별 없는 숲의 품으로 차별화된 힐링 나들이 밀착취재
9,건강 위협 환절기 이겨내려면
10,노인 등친 기부천사 모녀 침 놔주고 21억 부정수급
10,노인 4명 중 1명 보행 시 무릎통증 느낀다
10,노인 3명 중 1명 열량 섭취 부족
10,노인 4명 중 1명 죽고 싶다 생각한 적
10,노인 중 명 75세는 넘어야 노인
10,줄줄 샌 복지재정 작년 790억 부정수급
10,호남대 작업치료학과 치매노인 보석팔찌 목걸이 만들기 작업치료
10,노인 단백질 섭취 늘리면 골격근량 체지방률
10,노인 단백질 섭취 늘리면 골격근량  체지방률
10,노인 85 자녀와 굳이 필요없다
11,가화만사성 입냄새 일으키는 박테리아 999 치약으로 닦이는 얼룩도 제거
11,서울 노인 725세는 돼야 노인 2년전엔 71세
11,서울 노인 726세가 노인 기준 연령 현 기준보다 높았다
11,서울 마을도서관 노인 문화공간 각광
11,겨울철에도 여름철에도 주의해야 할 질환은
11,건강 젤리처럼 생긴 캡슐형 세제 아이가 삼키면 자칫 재앙
11,노인 등치는 의료기기 무료체험방 특별점검
11,피부 건강 지켜줄 향 색소 보습 제품
11,등산객 많은 가을 부주의한 산행으로 인한 척추골절 주의해야
11,복지확대 요구 반영 못한 보건복지 예산 건보 국고지원 추가 편성 불발
12,집중취재 치과만 배불리는 반값 아닌 반값 임플란트
12,요한 슈나이더 암만 스위스 대통령 중앙대 방문
12,경로당에서 잠까지 자다가 탈나도 외롭지 않아
12,임플란트 시술자 20가 부작용으로 재수술
12,창원경상대학교병원 1차 개원박두 오는 18일 경남 의료 새시대 열려
12,건강한 한방 양방 통합 진료 척추질환 수술 없이 치료
12,요양원 입소 11만 노인 우릴 차별하나
12,노인 요양등급 모두에게 아닌 모두가 납득하게 부여를
12,부산 장노년 일자리박람회 18일 개막부산시청로비
12,드럼통 타고 129일 대서양 횡단한 72세 노인
13,집에서 처방전의약품 받을 있어 오진동네의원 도산 우려도
13,정신건강대책시 군 구에 마음건강 주치의 배치
13,healthbeauty최초의 멜라토닌 성분 수면제 불면증 노인 삶의 질 높인다
13,주름진 노인 얼굴엔 삶의 진정성 담겨 있어
13,서울시 4년내 어르신일자리 10만개 만든다
13,국제 무려 20년 정신지체 동생 가두고 연금 타먹은 인면수심 남매
13,차 노숙 24시 불안과 공포 속 눈물겨운 피난 생활
13,서울시 올해 1000억 투입해 어르신일자리 5만개 만든다
13,digital life 초미세먼지 99 차단 삶의 질까지 청정해집니다
13,뇌혈관내수술학회 55개 인증병원 결과 발표
14,환자의사간 원격의료 허용 개정안 국무회의 통과
14,편견의 멍에 짊어진 뇌전증 제2의 조현병 되나
14,국립정신건강센터 25일 개원 정신건강연구소도 신설
14,마포구 빨강모자 복지원정대 복지 상담 출동
14,커버스토리 깡마른 약골 여학생 나이 들면 골골
14,노인 외래진료비 내년 1월부터 줄어든다
14,야간 휴일 아이가 아플 화상통화 상담 허용
14,동네병원 의사가 주치의로 노인 돌본다
14,medicine 뇌졸중과 맞서려면 혈관청소부 키워라
14,라이프 씹는 맛이 살아 있네사랑니 재활용 임플란트
15,치매 후각기능 저하와 연관 연구결과 보니
15,순창군 2015년 통합건강증진사업 평가대회 우수기관 선정
15,눈이 아닌 손길로 상처 치유하는 약손
15,올해 코로나19 백신 12개 개발될 것으로 전망
15,독거노인 늘어가는데 코로나에 노인 고립감
15,병원에서 온천수로 치료받으세요 행안부 온천법 시행령 개정
15,서귀포공립요양원 노인 상처 방치 사실과 달라
15,중구보건소 치매관리사업 우수기관 선정
15,느린 보행속도 인지기능의 저하와 연관
15,장애인 보조기기 시행령 통해 대폭 보완돼야
16,고통받는 이들에게 손길 하나님이 계획하신 능력에 웃음꽃 활짝 피었습니다
16,일하는 노인 74 생계 노인 단독가구 보편화
16,노영범의 쏘울루션 불안장애 불안해서 잠을 이룰 수가 없다
16,젊으면 코로나 걸려도 된다 백악관 집단면역 방침 논란
16,노인 성문화 축제17일 경기북부청사서
16,일하는 즐거움 느끼고자 어르신은 인턴 중
16,빈곤층 자활 돕는 집수리 토요일의 천사
16,노인 만성질환 2위 관절염적극 치료 필요
16,healthbeauty척추 협착증 탈출 건강과 활력을 되찾자
16,당당한 행복을 남양주서 노인 성문화 축제
17,스트레스로 인한 소화불량엔 속편한 위운동 소화제 베나치오
17,장애인 의료비 전체 인구의 18 차지
17,국민 대부분 칼슘 부족청소년 심각
17,스트레스 도시보다 시골이 심해 건강 불균형 심각
17,비전 홈피 디자인까지 직접 챙겨고한승의 열정 리더십
17,어버이연합 추선희 사무총장 검찰에서 아직 연락 왔다
17,건강 손상된 무릎연골 지방에서 뽑아낸 줄기세포로 재생
17,인천경기굿모닝 건강칼럼미세먼지 많을땐 물 충분히 섭취를
17,매년 적자나도 취약층 보듬기 우선하는 건강 등불
17,사랑방서 건강 지키세요
18,복부비만 노인 치매 위험 16배까지
18,비타민d 부족할수록 치매 위험
18,수모1 알츠하이머 치매 진단 기준되나
18,health journal 아가야 어서 오렴 엄마아빠 되고싶은 간절한 예비부모들
18,치매 위험 예측하는 인공지능 개발
18,홈앤쇼핑 코로나19 외부활동 제약 노인 건강관리 제시
18,한화건설 건설업 특성 살린 주거환경개선 사회공헌활동 실시
18,암환자 본인부담 대폭 낮춰 60세이상 무료로 치매 진단
18,섬 파고다7여성 가난과 노인 성욕의 일그러진 결합
18,망막 황반부 신경섬유층 두께 얇으면 치매 위험 증가한다
19,꼬부랑 노인 되기 싫으면 햇빛 쬐고 우유 많이 마셔라
19,무더위로 힘들 땐 행동요령 따르세요
19,여성의 아름다움은 무죄 덕 체 마케팅으로  저격
19,노년기엔 우유 2잔 추석엔 많이 마셔야
19,노년기엔 우유 2잔이 적당 추석엔 많이 마셔야
19,허위서류로 노인요양보험금 1억7400만원 타낸 구의원
19,허위 서류로 억대 요양급여 타낸 구의원 징역형
19,17일 제5회 우유 가치의 재발견을 위한 포럼 성료
19,제5회 우유 가치의 재발견을 위한 포럼 17일 성료
19,30만 노인 홈리스 미국 사회의 시한폭탄
20,이지현의 기독문학기행 손 닿는 구석구석에 주신 열매 영성도 단풍
20,인간극장 소아조로증 10살 원기 오래오래사는 것도 아닌데  뭉클 사연보니
20,인플루엔자 예방접종 하세요
20,독감 노인들에겐 위험예방접종 하세요
20,분당지역 전문의가 알려주는 독감 예방과 치료 독감예방접종으로 독감 잡으세요
20,건강in 다시 강추위 손발 찌릿찌릿 수족냉증 나도
20,종일 튼 온풍기 온몸 가렵기 십상
20,아베 부인 안생겨 괴로웠다 눈물
20,노인학 전문의가 말하는 노화지연 젊음 유지하는 4가지 건강법 소개
20,거동 불편한 어르신에 건강버스 찾아갑니다
21,한방으로 잡는 건강 인터넷 판매 생녹용 사슴피 복용은 금물
21,콜레스테롤은 거들 뿐 혈관 벽을 봐야 한다
21,확대된 보청기 보조금에 대한 이모저모
21,김현아 새누리당 대변인  국회에 입성한 부동산 전문가 김현아 의원 좋은 집 쉽게 빌릴 있도록 법 바꿀
21,건강 3650폭염 이기는 법 영유아노약자 일사병 조심
21,폭염주의보 무더위 속 건강 지키기
21,건강 기생충 박멸부터 시작한  건강 컨트롤타워
21,헬로 굿닥터 고관절 건강 지키기
21,건강 설연휴 부모의 허리어깨무릎 건강 살피세요
21,딜라이트 보청기 무료청력검사 보청기 기증 기증사업 확대할
22,국민연금 수급자 돈고민할때 특수연금 수급자는 건강걱정
22,윤석열 장모 측 75세 노인 기억 나는걸 거짓말로 몰아붙여
22,고독보다 고립이 노인 사망률에 치명적
22,외로움 노인 건강의 적 시카고
22,건보공단 노인 돌봄의 실천적 기술 동영상 제작배포
22,아우슈비츠 수용소 복무 위생병 95살로 법정 출두
22,배재대 권영성 학생 기능성 지팡이 사업화 시동
