Topic Number,제목
1,코로나와의 싸움 드디어 시작됐다 각국 앞다퉈 확보한 백신 접종 대상 방법은
1,폭염 대처법 일사병 땐 물 마시고 열사병 땐 물 뿌려라
1,fda 위원회 화이자 부스터샷 반대 부작용 효능 대비 실익 커
1,신규 확진 사흘 연속 500명대 접종 간격 조절해 대상 늘려
1,주스를 약으로 속여 열흘새 노인들 돈 1억 4천만 챙겨
1,뇌졸증 환자 뚱뚱할 수록 재활능력 높아 밝혀진 비만의 역설
1,10월이 적기 독감 주사 3가  4가 무엇을 맞아야 할까
1,코로나19 확진 10대 아동 첫 사망 확진자 5만명 돌파
1,전남서도 독감백신 접종 90대 노인 숨져 총 9명 사망
1,돈 내놔 은행 털다 붙잡힌 78세 할머니 전과 봤더니
2,아들 첩 중매를 사표 수리를  편지 속 조선 사대부들의 생생 토크
2,중국 베이징 이틀 연속 스모그 기승 심각 어린이 노인 외출 줄여야
2,류마티스 관절염 환자의 2040에서 골다공증성 골절 발생 골다공증 치료 필요
2,우크라 전쟁 투입도 않았는데 벌써 8명 죽었다 러 징집병에 무슨일이
2,고령층 부스터샷 6개월4개월 파격 결정 신중 정은경의 달라진 모습뉴스원샷
2,코로나19 백신 대응 추진단 출범 범부처 조직으로 접종 준비
2,일자리 예산 86조로 작년보다 3조 늘려 근로자 45만명 고용유지지원금
2,먹으면 치매 예방된다 미국 노인 10년 추적 해보니
2,인공지능으로 치매 노인 장애인 안전 보행 시스템 개발
2,삼성서울병원 메르스 의사 나와 메르스 구멍 다시 확인
3,아동 독감 유행 718세 외래환자 10명 중 1명꼴 전염 주의 요망
3,원로 평론가 유종호 노인 젊은 세대 대화 되는 건 당연
3,코로나19로 외부활동 감소에 예방접종률 질본 안전한 예방접종 지속 실시 요청
3,계속되는 폭염 온열질환 사망자 16명 질환자 1800명 집계 최다
3,올해 온열질환 사망자 16명 역대 최고치 젊은층 실내에서도 발생
3,상온 노출 독감 접종 후 이상반응 2059건 불안감 영향
3,미국 캐나다도 백신 접종 시작 바이든 맞을지 조율 중
3,초중고 독감 환자 역대 최대 조기 방학 약값 지원
3,스페인 독감과 암 이겨낸  102세 할머니 코로나도 완치
3,8200명 사망한 미국 독감보다 신종 코로나에 긴장하는 이유
4,비서 성폭력 김준기 전 동부 회장 78세 노인 마지막 기회 달라
4,속보 당국 오늘 중 백신 1차 접종자 300만명 넘을 듯
4,최근 4년간 무연고 사망자 57 증가 고독사 대책 마련 시급
4,신체보호대 안전 대책 간호 인력 확보 없이는 탁상공론 우려
4,파우치 델타 확산해도 전면 통제 없다  신규확진 20만명 임박
4,56번 환자 29번 환자와 종로노인복지관서 식사 연관성 확인 중
4,78세 할머니 은행 털다 덜미 겁 먹지 말고 돈내놔
4,서 한국산 팽이버섯 먹고 4명 사망 임산부는 유산까지
4,사설고위험 시설 방역부터 보강해 가을 겨울 대유행 대비하라
4,교회 집회 확진 비중 35  65는 어디서 감염됐을까
5,내 머릿속의 지우개 치매 엽산이 예방에 효과적 단 합성은 부작용 우려
5,지카 환자 첫 발생성관계로 빨리 전염 감염 달 뒤에도 정액에 남아
5,화이자 백신 맞고 노인 33명 사망 노르웨이 직접적 연관 없다
5,29번 환자 들렀던 종로구 노인회관 폐쇄 감염 관련성 조사
5,당분간 오존 농도 높다  오후 3시 바깥 활동 주의
5,성남시 홍반장 달려갑니다 장애 질병 1인 가구 생활지원 서비스
5,백신 점종 앞둔 수도권 요양병원 보건소 긴장 속 점검
5,2월 중순 jj 얀센 3월 아스트라제네카 백신 승인 전망
5,이스라엘서 백신 접종 후 노인 사망 만성적 합병증 앓아
5,망사마스크 금지 안내문에 조국 사진 쓴 병원 누군지 몰랐다
6,서중석의 법의학 이야기침묵 속의 진실을 찾아서14부패 심하면 질병 손상 확인 못해 강진 여고생도 사인 못 밝혀
6,health 호흡기질환 중 사망률 가장 높다는 폐렴합병증땐 치명적 노인 백신접종 필수
6,황사철 행동 요령 노인 어린이 외출 자제 하루 8잔 수분섭취
