Topic Number,제목
1,미 연방정부 군대 거느린 보험사 꼴 나나국채 이자 내느라 쓸 돈이 없다
1,만성 재정적자 4년만에 기본 소득 축소 이탈리아 남부서 시위 충돌
1,한달 꼬박 일해도 쥐꼬리 소득 리어카노인 지원법이 필요해요 쓰레기의 문법
1,배 곪던 50년 전 뜨끈한 홍합 그릇값 2천달러로 갚은 70대 사연
1,2030 미래전략 세계 석학에게 듣는다 오마에 겐이치 일본 비즈니스브레이크스루대 대학원 총장
1,트럼프 올해 남은 기간 급여세 0 제안민주당은 적절한 처방 아냐
1,신촌 파출소 소장님께 50년 전 겨울 신촌시장 홍합 그릇의 인연
1,젊은층 잡기 나선  연소득 2000만원 75세 노인 의료비 부담 높여
1,지난해 국민 1인당 세금 부담 1199만원 4년간 세부담 300만원 증가
1,전수길 효플러스 대표 전문 가사서비스 까사인 삶의 질 높이는 촉매제
2,이재웅 타다는 자동차 나눠 쓰는 서비스 박경신 위해 새 차 구입 공유경제 맞지 않아
2,중년미혼 사상 최대 남성 4명 중 1명꼴로 50세까지 결혼 한번 못해
2,취임사로 본 오바마 2기 정책 방향 진보색 세져 공화와 갈등 예고
2,화마 덮친 하와이 34가구 실버타운 생존자는 노인 대부분 생존 불명
2,바이든의 경제가 먹히고 경제 호조에 힘 받는 바이든 재선 연착륙
2,세계금융의 심장 뉴욕이 늙어간다 65세 이상이 12 노인 4분의 1이 취약계층
2,오바마 버핏세 예산안 제출 의료보험 사회보장 예산은 공화당에 발 양보
2,기업별 신입 관리자 임원 남녀 성비는 여가부 공시 개선 권고
2,뉴스큐 나흘째 두자리수 신규 확진 대구 요양병원 무더기 집단감염
2,불길 덮친 34세대 하와이 실버타운 노인들 대부분 생사 불명
