Topic Number,제목
1,군인과 난민 저항군 간 전쟁까지 멈추게 아이의 탄생 출산율 꼴찌 한국 출산장려보다 고령사회 적응으로 간다고
1,몸과 영혼 멍드는 가정폭력 노부모 학대하는 자식들 30년 맞은 모친 아들 잡혀가도 내 탓
1,민관합동 규제혁신 tf 가동 기업 손톱 밑 가시 다 뽑는다 민생 물가 올인하는 기재부
1,2017 대선 매니페스토 20미래와의 약속 육아 가사노동 엄마의 몫 부담 덜어줘야 출산율 높아질
1,보험 200 활용법 치매환자 첫 발병후 평균 12년 간병 필요 장기간병 보장은 필수
1,윤석열 정부 임기 시작 청년만 있고 중장년은 없는 일자리 공약 추가 대책 나올까
1,집중취재m 26시간 누워 있어도 자는 줄 알았다 노인 방임 아들 며느리에 실형
1,9월 출생아 전년 동월 대비 20명 감소 90년대생 부모 증가 반등 기회로
1,뭐 살까 쇼핑 고민 치매 예방에 도움 고령 소비자 챙겨야 하는 이유
1,중국 3년 안에 60세 인구 3억명 돌파 빨라지는 고령화 속도에 대응 부심
2,senior citizen households triple 2047 amid rapidly aging society 한국 고령화 가속 30년 뒤 독거노인 3배로
2,건강한 가족 질환 3개 보유 46 약물 5개 복용 42 노인병 전문의 양성 통합의료체계 시급
2,국민 행복시대 선도공기업 시리즈 보건복지 치매 노인환자 신체 가사 활동 도와  노인장기요양보험이 효자네 국민연금
2,나이와 능력 별개 고정관념 연령장벽 넘어 세대 공존 절실 심층기획  고령사회 연령주의 극복이 답이다
2,영국 돌봄 정책 석학 냅 교수 한국 고령화 속도 빨라 사회적 돌봄 정책 절실
2,한국도 내달 고령사회 진입 이심 대한노인회장 노인문제 넋 놓고 있다간 재앙 정책 컨트롤타워 설립을
2,가까운 미래를 여는 사람들 장성오 복지유니온 대표 삼킴 어려움 영양불균형 노인에게 맞춤식품 필수
2,2018 헤럴드 금융포럼문재인 정부 금융 1년을 말한다 4차산업혁명 바람 타고 비중 키우는 헬스케어
2,살던 집에서 마음 편히 여생 보낼 있게 고령사회 일본 사별 후 거주권 신설
2,연공서열식 임금 줄여야 고령자 재취업 청년 고용 숨통 심층기획  고령사회 연령주의 극복이 답이다
3,4차산업혁명시대 사회공헌의 새 바람 기업의 과학기술 역량을 활용한 교육과 기술지원으로 소외계층까지 아우르는 사회공헌활동으로 사회 간극 좁혀 나가
3,고령화 한국사회 퇴직 이후 준비는 뒷걸음질  은퇴준비지수 54점 주의 수준 돈보다 노후활동 건강 대비 부족
3,새 대통령 경제정책 10 챙겨라 이슈 3 고령화 저출산  정년연장 안착 양육부담 경감을
3,내년 여성인구 남성 첫 추월 60년 이후 처음 있는 여성인구 많아진 이유 보니
3,젊을 땐 사진 장으로 삶의 의미 경험 늙으면 앨범처럼 인생 전체 훑어보게 돼
3,한국도 내달 고령사회 진입 고령화도 빨리빨리 미국 73년 걸린 고령사회 진입 한국은 17년
3,김철중의 뉴스 저격  노인 위한 의료 사랑방 5400곳 살던 동네서 치매 요양 서비스
3,신수지의 뉴스 저격 고령사회 진입 당시 국가채무 독일 19 스웨덴 28 한국 36
3,출연연병원기업 뭉친 치매 융합연구단 본격 간판 달고 연구 시작 kist 현판식 개최
3,전문 문재인 일자리 정책 취학전 자녀 둔 부모 임금감소 없이 노동시간 단축하겠다
4,30세 워킹맘 ceo에 고용된 70세 인턴의 직장생활 인스타도 패션도 모르지만 연륜으로 경제활동 참여
4,신년특집 2018 경제 전망 이근 교수 송홍선 선임연구위원 전환기의 한국경제 어디로 갈 것인가
4,지금까지 225 썼지만 출산율 0대 돈준다고 애 낳나요 벌써부터 회의론 저출산 대책 달라지나
4,내일신문 전문가 토론회고령사회 요양병원이 갈 길은 노후건강제도 중구난방 통합지원하는 장기요양 이용체계 정립
4,다독다독 행복한 일터 만들어요 해마다 먼지 쌓여가는 출판계 독서 범위 넓혀라 페스티벌도
4,건강한 가족 치유력 약한 노인 당뇨병 환자 임상 사례 많은 임플란트 권장
4,돈 없고 늙는 한국 유럽 pigs 닮는다 인구가 모든 것의 모든 것이다
4,보다 7년 빨리 고령사회 진입 국민연금 고갈도 빨라질 듯 김현주의 일상 톡톡
4,2019 예산안일자리 창출에 슈퍼 예산급 23조5000억 편성민간 일자리 유도 공무원 3만6000명 증원
4,세상 속으로 치매 막는 앱 로봇 목소리 sns  청년 창업가들 실버에 꽂히다
